fund_code,report_date,as_value,source,num_holdings,report_quarter
100039,2024-12-31,0.9826992179243289,full,44,2024Q4
110002,2020-06-30,0.9233333333333333,full,75,2020Q2
110002,2020-12-31,0.9324581555628488,full,130,2020Q4
110002,2021-06-30,0.948354683276531,full,198,2021Q2
110002,2021-12-31,0.9139689219812237,full,172,2021Q4
110002,2022-06-30,0.9733333333333334,full,98,2022Q2
110002,2022-12-31,0.9786703601108033,full,98,2022Q4
110002,2023-06-30,0.9671459934138311,full,120,2023Q2
110002,2023-12-31,0.9665552584670232,full,131,2023Q4
110002,2024-06-30,0.9622192513368986,full,110,2024Q2
110002,2024-12-31,0.9433333333333334,full,81,2024Q4
110005,2020-06-30,0.967106146544739,full,45,2020Q2
110005,2020-12-31,0.9560156956348776,full,79,2020Q4
110005,2021-06-30,0.9709919114516816,full,85,2021Q2
110005,2021-12-31,0.9833333333333333,full,91,2021Q4
110005,2022-06-30,0.9766666666666667,full,70,2022Q2
110005,2022-12-31,0.9733333333333334,full,72,2022Q4
110005,2023-06-30,0.975919442072303,full,103,2023Q2
110005,2023-12-31,0.9733333333333334,full,131,2023Q4
110005,2024-06-30,0.9766666666666667,full,76,2024Q2
110005,2024-12-31,0.9633333333333334,full,51,2024Q4
110013,2020-06-30,0.9152894860403802,full,97,2020Q2
110013,2020-12-31,0.909382253169077,full,112,2020Q4
110013,2021-06-30,0.9459223092606504,full,107,2021Q2
110013,2021-12-31,0.9380283397741911,full,120,2021Q4
110013,2022-06-30,0.913595825426945,full,107,2022Q2
110013,2022-12-31,0.9161289154445048,full,144,2022Q4
110013,2023-06-30,0.9271741611504224,full,173,2023Q2
110013,2023-12-31,0.9405128205128206,full,192,2023Q4
110013,2024-06-30,0.9223561229765742,full,137,2024Q2
110013,2024-12-31,0.9334088457389429,full,101,2024Q4
110015,2020-06-30,0.9333333333333333,full,50,2020Q2
110015,2020-12-31,0.9394574652777778,full,78,2020Q4
110015,2021-06-30,0.9476047904191617,full,85,2021Q2
110015,2021-12-31,0.9533333333333334,full,88,2021Q4
110015,2022-06-30,0.9433333333333334,full,71,2022Q2
110015,2022-12-31,0.9432240198221834,full,90,2022Q4
