fund_code,report_date,year,quarter,AS_new,num_holdings
9049,2021-12-31,2021,4,0.9666290177999608,137
9049,2022-06-30,2022,2,0.9738666977756926,111
9049,2022-12-31,2022,4,0.9567066803549057,150
9049,2023-06-30,2023,2,0.9542524075422716,154
9049,2023-12-31,2023,4,0.9566646075033781,161
9049,2024-06-30,2024,2,0.9557387548999928,109
9049,2024-12-31,2024,4,0.9576666666666535,112
9049,2025-06-30,2025,2,0.9526666666666538,115
9049,2025-12-31,2025,4,0.9472708528584689,132
9062,2020-06-30,2020,2,0.9720130258381249,55
9062,2020-12-31,2020,4,0.9633826605676242,96
9062,2021-06-30,2021,2,0.9702939305174835,142
9062,2021-12-31,2021,4,0.9746666666666525,129
9062,2022-06-30,2022,2,0.9841198102016452,82
9062,2022-12-31,2022,4,0.9806056612981788,107
9062,2023-06-30,2023,2,0.9793671399189141,142
9062,2023-12-31,2023,4,0.979550421389117,159
9062,2024-06-30,2024,2,0.9686666666666535,82
9062,2024-12-31,2024,4,0.9685604531775401,73
9062,2025-06-30,2025,2,0.9661993987826704,83
9062,2025-12-31,2025,4,0.9649315951052748,93
9063,2020-06-30,2020,2,0.9720130258381249,55
9063,2020-12-31,2020,4,0.9633826605676242,96
9063,2021-06-30,2021,2,0.9702939305174835,142
9063,2021-12-31,2021,4,0.9746666666666525,129
9063,2022-06-30,2022,2,0.9841198102016452,82
9063,2022-12-31,2022,4,0.9806056612981788,107
9063,2023-06-30,2023,2,0.9793671399189141,142
9063,2023-12-31,2023,4,0.979550421389117,159
9063,2024-06-30,2024,2,0.9686666666666535,82
9063,2024-12-31,2024,4,0.9685604531775401,73
9063,2025-06-30,2025,2,0.9661993987826704,83
9063,2025-12-31,2025,4,0.9649315951052748,93
9242,2020-06-30,2020,2,0.9923333333333192,20
9242,2020-12-31,2020,4,0.9853834072954882,59
9242,2021-06-30,2021,2,0.9866666666666515,82
9242,2021-12-31,2021,4,0.9756343992078601,87
9242,2022-06-30,2022,2,0.9733333333333176,73
9242,2022-12-31,2022,4,0.9740738874894899,70
9242,2023-06-30,2023,2,0.9579999999999861,69
9242,2023-12-31,2023,4,0.9613333333333195,58
9242,2024-06-30,2024,2,0.9609999999999869,62
9242,2024-12-31,2024,4,0.9600673259414513,67
9242,2025-06-30,2025,2,0.968999999999986,57
9242,2025-12-31,2025,4,0.9699999999999861,53
9243,2020-06-30,2020,2,0.9923333333333192,20
9243,2020-12-31,2020,4,0.9853834072954882,59
9243,2021-06-30,2021,2,0.9866666666666515,82
9243,2021-12-31,2021,4,0.9756343992078601,87
9243,2022-06-30,2022,2,0.9733333333333176,73
9243,2022-12-31,2022,4,0.9740738874894899,70
9243,2023-06-30,2023,2,0.9579999999999861,69
9243,2023-12-31,2023,4,0.9613333333333195,58
9243,2024-06-30,2024,2,0.9609999999999869,62
9243,2024-12-31,2024,4,0.9600673259414513,67
9243,2025-06-30,2025,2,0.968999999999986,57
9243,2025-12-31,2025,4,0.9699999999999861,53
959991,2020-06-30,2020,2,0.9596612520471802,53
959991,2020-12-31,2020,4,0.9630728824251941,88
959991,2021-06-30,2021,2,0.9567544621321603,131
959991,2021-12-31,2021,4,0.94119765732762,146
959991,2022-06-30,2022,2,0.9588089601738145,120
959991,2022-12-31,2022,4,0.948709217795857,116
959991,2023-06-30,2023,2,0.9529334616441988,122
959991,2023-12-31,2023,4,0.9454201065246203,153
959991,2024-06-30,2024,2,0.9419273572569969,80
959991,2024-12-31,2024,4,0.9232697888203893,101
959991,2025-06-30,2025,2,0.9430255816198365,81
959991,2025-12-31,2025,4,0.9487393570807878,93
9707,2020-06-30,2020,2,0.9933333333333183,10
9707,2020-12-31,2020,4,0.9658870694522729,61
9707,2021-06-30,2021,2,0.9398738640494235,130
9707,2021-12-31,2021,4,0.9190811971864103,234
9707,2022-06-30,2022,2,0.9284635916100761,170
9707,2022-12-31,2022,4,0.9434819897083898,169
9707,2023-06-30,2023,2,0.9454713927774958,200
9707,2023-12-31,2023,4,0.9356934748588008,191
9707,2024-06-30,2024,2,0.9371043423929893,112
9707,2024-12-31,2024,4,0.94667598922725,118
9707,2025-06-30,2025,2,0.9620603874982182,160
9707,2025-12-31,2025,4,0.9634436586515657,114
9708,2020-06-30,2020,2,0.9933333333333183,10
9708,2020-12-31,2020,4,0.9658870694522729,61
9708,2021-06-30,2021,2,0.9398738640494235,130
9708,2021-12-31,2021,4,0.9190811971864103,234
9708,2022-06-30,2022,2,0.9284635916100761,170
9708,2022-12-31,2022,4,0.9434819897083898,169
9708,2023-06-30,2023,2,0.9454713927774958,200
9708,2023-12-31,2023,4,0.9356934748588008,191
9708,2024-06-30,2024,2,0.9371043423929893,112
9708,2024-12-31,2024,4,0.94667598922725,118
9708,2025-06-30,2025,2,0.9620603874982182,160
9708,2025-12-31,2025,4,0.9634436586515657,114
9808,2020-06-30,2020,2,0.9876666666666528,20
9808,2020-12-31,2020,4,0.9778368412465187,78
9808,2021-06-30,2021,2,0.9735885088010483,128
9808,2021-12-31,2021,4,0.9724436054367558,127
9808,2022-06-30,2022,2,0.9614295115874447,99
9808,2022-12-31,2022,4,0.9556905366095064,123
9808,2023-06-30,2023,2,0.9633690910051088,152
9808,2023-12-31,2023,4,0.9586666666666519,166
9808,2024-06-30,2024,2,0.965934569501199,142
9808,2024-12-31,2024,4,0.9593547866763313,110
9808,2025-06-30,2025,2,0.9676666666666531,106
9808,2025-12-31,2025,4,0.96433333333332,106
9855,2020-06-30,2020,2,0.9839999999999876,10
9855,2020-12-31,2020,4,0.9425169491525291,62
9855,2021-06-30,2021,2,0.9477379191823129,137
9855,2021-12-31,2021,4,0.9369999999999873,107
9855,2022-06-30,2022,2,0.9473333333333197,89
9855,2022-12-31,2022,4,0.9410141843971498,85
9855,2023-06-30,2023,2,0.9623333333333194,62
9855,2023-12-31,2023,4,0.9626666666666535,65
9855,2024-06-30,2024,2,0.9596666666666535,63
9855,2024-12-31,2024,4,0.9663333333333198,72
9855,2025-06-30,2025,2,0.9719999999999865,59
9855,2025-12-31,2025,4,0.9693333333333198,55
9856,2020-06-30,2020,2,0.9839999999999876,10
9856,2020-12-31,2020,4,0.9425169491525291,62
9856,2021-06-30,2021,2,0.9477379191823129,137
9856,2021-12-31,2021,4,0.9369999999999873,107
9856,2022-06-30,2022,2,0.9473333333333197,89
9856,2022-12-31,2022,4,0.9410141843971498,85
9856,2023-06-30,2023,2,0.9623333333333194,62
9856,2023-12-31,2023,4,0.9626666666666535,65
9856,2024-06-30,2024,2,0.9596666666666535,63
9856,2024-12-31,2024,4,0.9663333333333198,72
9856,2025-06-30,2025,2,0.9719999999999865,59
9856,2025-12-31,2025,4,0.9693333333333198,55
9913,2020-06-30,2020,2,0.985666666666654,10
9913,2020-12-31,2020,4,0.9571315577078172,57
9913,2021-06-30,2021,2,0.958935370900976,132
9913,2021-12-31,2021,4,0.9289435457246505,183
9913,2022-06-30,2022,2,0.9486666666666536,98
9913,2022-12-31,2022,4,0.9501300420355832,71
9913,2023-06-30,2023,2,0.9396007340497866,80
9913,2023-12-31,2023,4,0.9483333333333183,59
9913,2024-06-30,2024,2,0.9532654170062348,62
9913,2024-12-31,2024,4,0.9457305308542041,90
9913,2025-06-30,2025,2,0.9644174933254812,74
9913,2025-12-31,2025,4,0.9670089197224834,81
9993,2020-06-30,2020,2,0.991333333333319,10
9993,2020-12-31,2020,4,0.9787944240856368,55
9993,2021-06-30,2021,2,0.9695402135903849,190
9993,2021-12-31,2021,4,0.961362366776907,172
9993,2022-06-30,2022,2,0.957878627302534,242
9993,2022-12-31,2022,4,0.9513039973127188,207
9993,2023-06-30,2023,2,0.9563507890240085,229
9993,2023-12-31,2023,4,0.9699161342131754,275
9993,2024-06-30,2024,2,0.9721855038275509,264
9993,2024-12-31,2024,4,0.9668304813492412,72
9993,2025-06-30,2025,2,0.9608322864000681,94
9993,2025-12-31,2025,4,0.9691353170385975,99
