fund_code,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha
6025,0.08135138505111045,0.28041823728366677,-0.507173641778176,0.1971247074801874,-0.4714253676476201,-0.08394093592216631,0.0146254996788066
6154,-0.18084415762541925,-0.1240095576436482,-0.6431191915351131,-0.1453475321094661,0.10089487767622068,-0.1984851122474852,0.0081414797397176
6250,0.588544988309609,0.7002152705888016,-0.4383711355189292,-0.03001049355571135,-0.10260830656814521,0.14355406465112494,0.0398412518008718
6271,-0.5260181433861051,-0.25224038083999767,-0.8484102195216846,-0.2591270458302623,0.08218103831701007,-0.3607229502522079,0.0021647206739474
6281,-0.17522139728985664,-0.04243702940265448,0.07961727964081339,0.5053839233306182,-0.589086365902739,-0.044348717924763706,0.05491400555898
6314,-0.2598494980107366,-0.8992111643897224,-0.7687628768708257,0.23669859176756378,-0.007815233996943744,-0.33978803630013293,0.0190080316043888
6315,-0.2487451591049919,-0.8886389577285931,-0.7501269173144618,0.2097860121771351,-0.005813474573091195,-0.33670769930880057,0.0181277395456428
6522,-0.762671615176354,-0.8706287363146024,-0.46680353244760686,-0.21365126398136672,-0.891408654027229,-0.6410327603894317,0.0066685171181609
6523,-0.7629832005508907,-0.8706287363146024,-0.465661112219551,-0.29518312615445647,-0.8931814903007789,-0.6575275331080559,0.0044709233362879
6533,-0.5055073279383953,-0.10684627468230112,-0.33561552234756403,0.7749976451233435,-0.46021343484130967,-0.12663698293724535,0.047943811963018494
6615,-0.4007156708571964,-0.2494986289081369,-0.3658547142314024,0.11277414091901954,-0.39233074965976267,-0.25912512454749576,0.0421722019816065
