fund_code,alpha_2nd,sharpe_1st,ir_1st,log_aum,mgr_total_tenure_v2,log_fund_age
12301,0.007660958543400534,-0.34789880366496595,-7.166256995490456e-16,2.75535596292152,594.1052631578947,0.35522054321406743
12456,0.019518998755877565,-0.7635049044128843,-1.4948646859423823e-15,1.4722635245359352,252.52631578947367,0.50441648104214
12457,0.017467141637081015,-0.7842375811653222,-1.8656934084141907e-15,-0.006382477252340774,252.52631578947367,0.50441648104214
13107,-0.11961326834451891,-0.16817421980715758,1.9441511617792966e-14,0.19599775749962917,821.2777777777778,0.5222200863300958
13108,-0.12086401452652326,-0.18263944648388913,1.940995813937499e-14,0.2089279962393826,821.2777777777778,0.5222200863300958
13238,0.032407015580626475,-0.4528789084686289,1.1572943864581455e-14,0.19808562853470135,459.27777777777777,0.4974772247889404
13239,0.03045402500381167,-0.4729704164118662,1.1902686627458221e-14,-3.3474246637355787,459.27777777777777,0.4974772247889404
13312,-0.03429363532557889,-0.7765771294955283,-2.8891616110045655e-16,-2.023888601452547,589.8421052631579,0.5563869696750471
13369,-0.20868056009875394,-0.21006363005527828,1.697916794439699e-14,0.6197653569299297,393.88235294117646,0.4461001273095496
13370,-0.2094174421046322,-0.21898915725846702,1.6182559973838403e-14,-0.5570488565636814,393.88235294117646,0.4461001273095496
13840,-0.13238692808040983,-0.11077969977790346,2.062963507301791e-14,2.735324564030964,799.2777777777778,0.4462044188854656
13841,-0.13281899926434648,-0.11592989897546588,2.1420894029811803e-14,2.2979262571993395,799.2777777777778,0.4462044188854656
13949,-0.12056716557457893,-0.4279398802851204,2.0595962499111452e-14,-0.3542428792770244,839.2777777777778,0.5710145423491055
14282,-0.2383574954458584,-0.5436731607126726,1.1707759615082799e-14,-2.0522870373188593,295.94444444444446,0.49420127742963416
14319,-0.09676904120450237,-0.012276865955449134,1.1620122517946161e-14,0.5101558259351342,779.2777777777778,0.30720877486012527
14320,-0.0976463625567044,-0.018133687188380924,1.2112416233703332e-14,1.985119393377012,779.2777777777778,0.30720877486012527
14497,-0.2657834944645619,-0.541312305695896,1.469128429178324e-14,-1.977139461008,428.3888888888889,0.37032399825702395
14549,-0.18056281694032633,-0.27270408832017323,1.3234347259555489e-14,-0.2645956098075575,384.05555555555554,0.40276956261038355
14611,-0.19186891239919113,-0.24047022618786615,1.234884250136116e-14,1.1642892476106599,793.8823529411765,0.5168080000330596
14612,-0.19309877592014846,-0.2569974479173499,1.22496121345373e-14,-1.196725181487928,793.8823529411765,0.5168080000330596
14833,-0.1722987571744176,-0.09745707969162883,2.825261961560252e-14,1.0702224982850073,804.8823529411765,0.5446998766101302
14975,-0.13242083208215089,0.10910935929807637,2.006688800392235e-13,-0.95648922445506,474.3125,0.4661277791809836
14989,-0.10321910477043471,-0.23416612283724053,1.3899946470636363e-14,-2.293945719186839,776.8823529411765,0.4685612609351794
15389,-0.2441798565727267,0.14938725145299617,1.4279185024964638e-14,-0.5386042816508332,492.1875,0.5310598744280602
15491,-0.19268857039336484,-0.5181775996136191,1.8306962005834788e-14,-3.371137723866946,689.5625,0.172417294978637
15576,-0.20317194506075198,-0.43150367329415545,5.341464081220707e-14,0.3681126628152578,706.5625,0.31229072568255234
15585,-0.0638034696771957,-0.19547727569917292,2.1777939923054105e-14,-1.168151307167849,730.5625,0.40692039990186346
15967,0.07285337917559283,-0.4936534088759138,5.843660310578616e-15,-0.8068213979244397,448.26666666666665,0.1596268734126888
16262,-0.12039623604734952,-0.769189259865054,3.577983053953951e-15,-1.6425593491432822,711.2666666666667,0.4242241915230495
16263,-0.16801629015619451,-0.9531246638523139,1.1530087209393922e-14,-3.8251376251192535,699.2666666666667,0.39020319896167516
16370,-0.20719118915194262,-1.7652217803392432,-6.075675420022421e-17,-0.17509449039925773,591.7333333333333,0.3135491757256368
16371,-0.2084723218524922,-1.7853742366052365,-3.0291045877580644e-16,-0.26655538834056813,591.7333333333333,0.3135491757256368
16461,-0.2987950618194423,-0.08796313426421626,2.7542925894498657e-15,-2.8735285045570786,677.2666666666667,0.3173354123638091
16500,-0.045556461904430814,-0.05425884134405839,4.553341897871961e-15,0.6619190814207518,651.2666666666667,0.18555419093530875
16501,-0.04722628021147737,-0.06381894093299303,4.60922307814932e-15,0.5357588043976546,651.2666666666667,0.18555419093530875
16579,-0.437196054124517,-0.023980368629443714,3.585958374254777e-15,-2.451390873494249,332.1333333333333,0.18555419093530875
16772,0.21936244880051253,-1.1911142291987038,-1.4864529519798818e-13,-1.4333529451806604,317.7857142857143,0.10628027890583394
16773,0.21768069075349597,-1.223041213444201,-1.4286270474809076e-13,-2.0060012548733765,317.7857142857143,0.10628027890583394
16780,0.21956044711305744,-0.3486964120364908,-3.896627410817637e-14,-3.271984315229956,668.9285714285714,0.3706990403216194
17102,0.11137788299803322,0.08694772548051809,,2.1484927764576778,578.5384615384615,0.13935405574259507
17103,0.10972829550699632,0.07660039950856457,,1.4290903101452999,578.5384615384615,0.13935405574259507
