fund_code,report_date,stock_code,stock_name,hold_ratio,source
005844,2023-12-31,301456,盘古智能,0.0,ak-top10-2023
005844,2023-12-31,688602,康鹏科技,0.0,ak-top10-2023
005844,2023-12-31,301261,恒工精密,0.0,ak-top10-2023
005844,2023-12-31,301519,舜禹股份,0.0,ak-top10-2023
005844,2023-12-31,301518,长华化学,0.0,ak-top10-2023
005844,2023-12-31,688671,碧兴物联,0.0,ak-top10-2023
005844,2023-12-31,603119,浙江荣泰,0.0,ak-top10-2023
005844,2024-03-31,688596,正帆科技,9.32,ak-top10-2024
005844,2024-03-31,688012,中微公司,9.03,ak-top10-2024
005844,2024-03-31,688072,拓荆科技,9.02,ak-top10-2024
005844,2024-03-31,688037,芯源微,9.01,ak-top10-2024
005844,2024-03-31,300567,精测电子,8.99,ak-top10-2024
005844,2024-03-31,688120,华海清科,8.88,ak-top10-2024
005844,2024-03-31,002371,北方华创,8.78,ak-top10-2024
005844,2024-03-31,688361,中科飞测,8.51,ak-top10-2024
005844,2024-03-31,688082,盛美上海,7.09,ak-top10-2024
005844,2024-03-31,688409,富创精密,4.52,ak-top10-2024
005844,2024-03-31,300260,新莱应材,3.36,ak-top10-2024
005844,2024-03-31,600641,先导基电,2.65,ak-top10-2024
005844,2024-03-31,688502,茂莱光学,1.0,ak-top10-2024
005844,2024-06-30,002371,北方华创,9.19,ak-top10-2024
005844,2024-06-30,688012,中微公司,8.96,ak-top10-2024
005844,2024-06-30,688082,盛美上海,8.89,ak-top10-2024
005844,2024-06-30,688120,华海清科,8.86,ak-top10-2024
005844,2024-06-30,688596,正帆科技,8.8,ak-top10-2024
005844,2024-06-30,688037,芯源微,8.69,ak-top10-2024
005844,2024-06-30,688072,拓荆科技,8.68,ak-top10-2024
005844,2024-06-30,300567,精测电子,8.67,ak-top10-2024
005844,2024-06-30,688361,中科飞测,8.6,ak-top10-2024
005844,2024-06-30,688409,富创精密,5.45,ak-top10-2024
005844,2024-06-30,600641,万业企业,2.79,ak-top10-2024
005844,2024-06-30,300260,新莱应材,2.51,ak-top10-2024
005844,2024-06-30,300604,长川科技,2.37,ak-top10-2024
005844,2024-06-30,688502,茂莱光学,1.86,ak-top10-2024
005844,2024-06-30,688147,微导纳米,0.26,ak-top10-2024
005844,2024-06-30,688652,京仪装备,0.07,ak-top10-2024
005844,2024-06-30,688630,芯碁微装,0.02,ak-top10-2024
005844,2024-06-30,301269,华大九天,0.02,ak-top10-2024
005844,2024-09-30,688072,拓荆科技,9.29,ak-top10-2024
005844,2024-09-30,688037,芯源微,9.25,ak-top10-2024
005844,2024-09-30,688012,中微公司,8.94,ak-top10-2024
005844,2024-09-30,002371,北方华创,8.8,ak-top10-2024
005844,2024-09-30,688120,华海清科,8.74,ak-top10-2024
005844,2024-09-30,688596,正帆科技,8.49,ak-top10-2024
005844,2024-09-30,688361,中科飞测,8.49,ak-top10-2024
005844,2024-09-30,688082,盛美上海,8.34,ak-top10-2024
005844,2024-09-30,300567,精测电子,7.31,ak-top10-2024
005844,2024-09-30,688409,富创精密,6.42,ak-top10-2024
005844,2024-09-30,300260,新莱应材,2.82,ak-top10-2024
005844,2024-09-30,600641,先导基电,2.3,ak-top10-2024
005844,2024-09-30,688502,茂莱光学,1.0,ak-top10-2024
005844,2024-09-30,688652,京仪装备,0.64,ak-top10-2024
005844,2024-12-31,688361,中科飞测,9.25,ak-top10-2024
005844,2024-12-31,688012,中微公司,9.19,ak-top10-2024
005844,2024-12-31,002371,北方华创,9.15,ak-top10-2024
005844,2024-12-31,688120,华海清科,9.07,ak-top10-2024
005844,2024-12-31,688037,芯源微,9.0,ak-top10-2024
005844,2024-12-31,688072,拓荆科技,8.89,ak-top10-2024
005844,2024-12-31,688082,盛美上海,8.79,ak-top10-2024
005844,2024-12-31,688596,正帆科技,8.53,ak-top10-2024
005844,2024-12-31,300567,精测电子,8.49,ak-top10-2024
005844,2024-12-31,300260,新莱应材,6.24,ak-top10-2024
005844,2024-12-31,688409,富创精密,5.6,ak-top10-2024
005844,2024-12-31,600641,万业企业,1.44,ak-top10-2024
005844,2024-12-31,300604,长川科技,1.18,ak-top10-2024
005844,2024-12-31,688652,京仪装备,0.33,ak-top10-2024
005844,2024-12-31,688147,微导纳米,0.12,ak-top10-2024
005844,2024-12-31,300820,英杰电气,0.03,ak-top10-2024
005844,2024-12-31,301269,华大九天,0.02,ak-top10-2024
005844,2024-12-31,688630,芯碁微装,0.01,ak-top10-2024
005844,2024-12-31,688502,茂莱光学,0.01,ak-top10-2024
005844,2025-03-31,688596,正帆科技,9.17,ak-top10-2025
005844,2025-03-31,688037,芯源微,9.12,ak-top10-2025
005844,2025-03-31,002371,北方华创,9.04,ak-top10-2025
005844,2025-03-31,688072,拓荆科技,9.01,ak-top10-2025
005844,2025-03-31,688012,中微公司,9.01,ak-top10-2025
005844,2025-03-31,688082,盛美上海,8.81,ak-top10-2025
005844,2025-03-31,300567,精测电子,8.81,ak-top10-2025
005844,2025-03-31,688361,中科飞测,8.78,ak-top10-2025
005844,2025-03-31,688120,华海清科,8.78,ak-top10-2025
005844,2025-03-31,688409,富创精密,8.21,ak-top10-2025
005844,2025-03-31,300260,新莱应材,3.2,ak-top10-2025
005844,2025-03-31,688652,京仪装备,2.2,ak-top10-2025
005844,2025-06-30,688120,华海清科,9.1,ak-top10-2025
005844,2025-06-30,002371,北方华创,9.09,ak-top10-2025
005844,2025-06-30,688037,芯源微,9.05,ak-top10-2025
005844,2025-06-30,688082,盛美上海,9.03,ak-top10-2025
005844,2025-06-30,688072,拓荆科技,9.02,ak-top10-2025
005844,2025-06-30,688596,正帆科技,8.96,ak-top10-2025
005844,2025-06-30,688012,中微公司,8.96,ak-top10-2025
005844,2025-06-30,688361,中科飞测,8.94,ak-top10-2025
005844,2025-06-30,300567,精测电子,8.91,ak-top10-2025
005844,2025-06-30,688409,富创精密,8.84,ak-top10-2025
005844,2025-06-30,688652,京仪装备,3.23,ak-top10-2025
005844,2025-06-30,300260,新莱应材,1.7,ak-top10-2025
005844,2025-06-30,300820,英杰电气,0.03,ak-top10-2025
005844,2025-06-30,301269,华大九天,0.02,ak-top10-2025
005844,2025-06-30,688502,茂莱光学,0.01,ak-top10-2025
005844,2025-06-30,688775,影石创新,0.0,ak-top10-2025
005844,2025-06-30,603049,中策橡胶,0.0,ak-top10-2025
005844,2025-06-30,301678,新恒汇,0.0,ak-top10-2025
005844,2025-06-30,001388,信通电子,0.0,ak-top10-2025
005844,2025-06-30,301590,优优绿能,0.0,ak-top10-2025
005844,2025-06-30,688755,汉邦科技,0.0,ak-top10-2025
005844,2025-06-30,603014,威高血净,0.0,ak-top10-2025
005844,2025-06-30,301595,太力科技,0.0,ak-top10-2025
005844,2025-06-30,301636,泽润新能,0.0,ak-top10-2025
005844,2025-06-30,001390,古麒绒材,0.0,ak-top10-2025
005844,2025-06-30,603382,海阳科技,0.0,ak-top10-2025
005844,2025-06-30,603400,华之杰,0.0,ak-top10-2025
005844,2025-09-30,688012,中微公司,9.19,ak-top10-2025
005844,2025-09-30,002371,北方华创,9.14,ak-top10-2025
005844,2025-09-30,688037,芯源微,9.11,ak-top10-2025
005844,2025-09-30,688072,拓荆科技,9.1,ak-top10-2025
005844,2025-09-30,688120,华海清科,9.06,ak-top10-2025
005844,2025-09-30,688361,中科飞测,8.79,ak-top10-2025
005844,2025-09-30,688082,盛美上海,8.46,ak-top10-2025
005844,2025-09-30,688652,京仪装备,8.31,ak-top10-2025
005844,2025-09-30,688409,富创精密,8.03,ak-top10-2025
005844,2025-09-30,300567,精测电子,7.81,ak-top10-2025
005844,2025-09-30,688596,正帆科技,7.37,ak-top10-2025
005844,2025-12-31,688012,中微公司,9.23,ak-top10-2025
005844,2025-12-31,300567,精测电子,9.2,ak-top10-2025
005844,2025-12-31,688037,芯源微,9.14,ak-top10-2025
005844,2025-12-31,002371,北方华创,9.06,ak-top10-2025
005844,2025-12-31,688409,富创精密,9.01,ak-top10-2025
005844,2025-12-31,688120,华海清科,9.0,ak-top10-2025
005844,2025-12-31,688072,拓荆科技,8.78,ak-top10-2025
005844,2025-12-31,688361,中科飞测,8.27,ak-top10-2025
005844,2025-12-31,688652,京仪装备,8.0,ak-top10-2025
005844,2025-12-31,688256,寒武纪,4.72,ak-top10-2025
005844,2025-12-31,688082,盛美上海,4.19,ak-top10-2025
005844,2025-12-31,688596,正帆科技,4.12,ak-top10-2025
005844,2025-12-31,688981,中芯国际,0.87,ak-top10-2025
005844,2025-12-31,603019,中科曙光,0.46,ak-top10-2025
005844,2025-12-31,688106,金宏气体,0.22,ak-top10-2025
005844,2025-12-31,688347,华虹公司,0.09,ak-top10-2025
005844,2025-12-31,300604,长川科技,0.04,ak-top10-2025
005844,2025-12-31,600930,华电新能,0.03,ak-top10-2025
005844,2025-12-31,301269,华大九天,0.01,ak-top10-2025
005844,2025-12-31,301656,联合动力,0.0,ak-top10-2025
005844,2025-12-31,688795,摩尔线程,0.0,ak-top10-2025
005844,2025-12-31,001280,中国铀业,0.0,ak-top10-2025
005844,2025-12-31,688809,强一股份,0.0,ak-top10-2025
005844,2025-12-31,688802,沐曦股份,0.0,ak-top10-2025
005844,2025-12-31,688783,西安奕材,0.0,ak-top10-2025
005844,2025-12-31,301638,南网数字,0.0,ak-top10-2025
005844,2025-12-31,688727,恒坤新材,0.0,ak-top10-2025
005844,2025-12-31,688807,优迅股份,0.0,ak-top10-2025
005844,2025-12-31,001233,海安集团,0.0,ak-top10-2025
005844,2025-12-31,688796,百奥赛图,0.0,ak-top10-2025
005844,2025-12-31,301632,广东建科,0.0,ak-top10-2025
005844,2025-12-31,301563,云汉芯城,0.0,ak-top10-2025
005844,2025-12-31,001369,双欣材料,0.0,ak-top10-2025
005844,2025-12-31,301687,新广益,0.0,ak-top10-2025
005844,2025-12-31,688759,必贝特,0.0,ak-top10-2025
005844,2025-12-31,301584,建发致新,0.0,ak-top10-2025
005844,2025-12-31,688790,昂瑞微,0.0,ak-top10-2025
005844,2025-12-31,301609,山大电力,0.0,ak-top10-2025
005844,2025-12-31,301667,纳百川,0.0,ak-top10-2025
005844,2025-12-31,688805,健信超导,0.0,ak-top10-2025
005844,2025-12-31,603175,超颖电子,0.0,ak-top10-2025
005844,2025-12-31,001221,悍高集团,0.0,ak-top10-2025
005844,2025-12-31,603092,德力佳,0.0,ak-top10-2025
005844,2025-12-31,601026,道生天合,0.0,ak-top10-2025
005844,2025-12-31,301449,天溯计量,0.0,ak-top10-2025
005844,2025-12-31,603418,友升股份,0.0,ak-top10-2025
005844,2025-12-31,001285,瑞立科密,0.0,ak-top10-2025
005844,2025-12-31,301575,艾芬达,0.0,ak-top10-2025
005844,2025-12-31,603406,天富龙,0.0,ak-top10-2025
005844,2025-12-31,603248,锡华科技,0.0,ak-top10-2025
005844,2025-12-31,001388,信通电子,0.0,ak-top10-2025
005844,2025-12-31,603376,大明电子,0.0,ak-top10-2025
005844,2025-12-31,603370,华新精科,0.0,ak-top10-2025
005844,2025-12-31,603334,丰倍生物,0.0,ak-top10-2025
005844,2025-12-31,001396,誉帆科技,0.0,ak-top10-2025
005844,2026-03-31,688409,富创精密,9.34,ak-top10-2026
005844,2026-03-31,688120,华海清科,9.22,ak-top10-2026
005844,2026-03-31,688012,中微公司,9.06,ak-top10-2026
005844,2026-03-31,002371,北方华创,9.03,ak-top10-2026
005844,2026-03-31,688072,拓荆科技,8.9,ak-top10-2026
005844,2026-03-31,688361,中科飞测,8.9,ak-top10-2026
005844,2026-03-31,688037,芯源微,8.89,ak-top10-2026
005844,2026-03-31,300567,精测电子,8.87,ak-top10-2026
005844,2026-03-31,688652,京仪装备,7.59,ak-top10-2026
005844,2026-03-31,688082,盛美上海,6.3,ak-top10-2026
005844,2026-03-31,688596,正帆科技,1.58,ak-top10-2026
005844,2026-06-30,688361,中科飞测,9.55,ak-top10-2026
005844,2026-06-30,688037,芯源微,9.19,ak-top10-2026
005844,2026-06-30,688012,中微公司,9.12,ak-top10-2026
005844,2026-06-30,688120,华海清科,9.08,ak-top10-2026
005844,2026-06-30,002371,北方华创,8.92,ak-top10-2026
005844,2026-06-30,300567,精测电子,8.69,ak-top10-2026
005844,2026-06-30,688409,富创精密,7.57,ak-top10-2026
005844,2026-06-30,688072,拓荆科技,7.44,ak-top10-2026
005844,2026-06-30,688256,寒武纪,7.04,ak-top10-2026
005844,2026-06-30,688082,盛美上海,6.87,ak-top10-2026
005844,2026-06-30,688652,京仪装备,4.67,ak-top10-2026
001437,2019-03-31,300144,宋城演艺,10.03,ak-top10-2019
001437,2019-03-31,002153,石基信息,9.15,ak-top10-2019
001437,2019-03-31,600570,恒生电子,8.88,ak-top10-2019
001437,2019-03-31,600030,中信证券,7.05,ak-top10-2019
001437,2019-03-31,002410,广联达,5.96,ak-top10-2019
001437,2019-03-31,601688,华泰证券,5.32,ak-top10-2019
001437,2019-03-31,600837,海通证券,5.23,ak-top10-2019
001437,2019-03-31,600026,中远海能,5.21,ak-top10-2019
001437,2019-03-31,002415,海康威视,5.1,ak-top10-2019
001437,2019-03-31,601872,招商轮船,5.01,ak-top10-2019
001437,2019-06-30,300144,宋城演艺,9.93,ak-top10-2019
001437,2019-06-30,002153,石基信息,9.84,ak-top10-2019
001437,2019-06-30,002415,海康威视,9.69,ak-top10-2019
001437,2019-06-30,600570,恒生电子,9.07,ak-top10-2019
001437,2019-06-30,002410,广联达,6.64,ak-top10-2019
001437,2019-06-30,300661,圣邦股份,6.06,ak-top10-2019
001437,2019-06-30,601888,中国中免,5.43,ak-top10-2019
001437,2019-06-30,600588,用友网络,5.42,ak-top10-2019
001437,2019-06-30,300357,我武生物,5.2,ak-top10-2019
001437,2019-06-30,600967,内蒙一机,4.87,ak-top10-2019
001437,2019-06-30,603960,克来机电,2.69,ak-top10-2019
001437,2019-06-30,300699,光威复材,2.51,ak-top10-2019
001437,2019-06-30,002414,高德红外,2.42,ak-top10-2019
001437,2019-06-30,000568,泸州老窖,2.33,ak-top10-2019
001437,2019-06-30,002179,中航光电,2.14,ak-top10-2019
001437,2019-06-30,603039,泛微网络,2.13,ak-top10-2019
001437,2019-06-30,600195,中牧股份,2.11,ak-top10-2019
001437,2019-06-30,603678,火炬电子,1.98,ak-top10-2019
001437,2019-06-30,600760,中航沈飞,1.95,ak-top10-2019
001437,2019-06-30,600968,海油发展,0.06,ak-top10-2019
001437,2019-06-30,300782,卓胜微,0.05,ak-top10-2019
001437,2019-06-30,601698,中国卫通,0.02,ak-top10-2019
001437,2019-06-30,601236,红塔证券,0.02,ak-top10-2019
001437,2019-06-30,300594,朗进科技,0.02,ak-top10-2019
001437,2019-06-30,603863,松炀资源,0.02,ak-top10-2019
001437,2019-06-30,603867,新化股份,0.02,ak-top10-2019
001437,2019-09-30,300144,宋城演艺,10.01,ak-top10-2019
001437,2019-09-30,002153,石基信息,9.84,ak-top10-2019
001437,2019-09-30,002415,海康威视,9.61,ak-top10-2019
001437,2019-09-30,600967,内蒙一机,9.44,ak-top10-2019
001437,2019-09-30,600570,恒生电子,8.58,ak-top10-2019
001437,2019-09-30,002410,广联达,6.25,ak-top10-2019
001437,2019-09-30,300357,我武生物,6.01,ak-top10-2019
001437,2019-09-30,002405,四维图新,5.51,ak-top10-2019
001437,2019-09-30,600588,用友网络,5.43,ak-top10-2019
001437,2019-09-30,300113,顺网科技,5.24,ak-top10-2019
001437,2019-12-31,300144,宋城演艺,9.87,ak-top10-2019
001437,2019-12-31,002153,石基信息,9.81,ak-top10-2019
001437,2019-12-31,600570,恒生电子,9.66,ak-top10-2019
001437,2019-12-31,600967,内蒙一机,9.56,ak-top10-2019
001437,2019-12-31,002415,海康威视,9.42,ak-top10-2019
001437,2019-12-31,002410,广联达,9.41,ak-top10-2019
001437,2019-12-31,300113,顺网科技,6.14,ak-top10-2019
001437,2019-12-31,600588,用友网络,5.53,ak-top10-2019
001437,2019-12-31,600699,均胜电子,5.1,ak-top10-2019
001437,2019-12-31,600845,宝信软件,5.02,ak-top10-2019
001437,2019-12-31,601658,邮储银行,4.81,ak-top10-2019
001437,2019-12-31,002405,四维图新,3.99,ak-top10-2019
001437,2019-12-31,300699,光威复材,2.44,ak-top10-2019
001437,2019-12-31,603960,克来机电,2.05,ak-top10-2019
001437,2019-12-31,688116,天奈科技,0.34,ak-top10-2019
001437,2019-12-31,688030,山石网科,0.22,ak-top10-2019
001437,2019-12-31,688039,当虹科技,0.15,ak-top10-2019
001437,2019-12-31,688198,佰仁医疗,0.09,ak-top10-2019
001437,2019-12-31,688288,鸿泉物联,0.07,ak-top10-2019
001437,2019-12-31,688181,八亿时空,0.06,ak-top10-2019
001437,2019-12-31,688081,兴图新科,0.05,ak-top10-2019
001437,2019-12-31,002972,科安达,0.02,ak-top10-2019
001437,2019-12-31,603109,神驰机电,0.01,ak-top10-2019
001437,2019-12-31,002973,侨银股份,0.0,ak-top10-2019
001437,2020-03-31,600570,恒生电子,10.11,ak-top10-2020
001437,2020-03-31,002410,广联达,9.96,ak-top10-2020
001437,2020-03-31,002415,海康威视,9.78,ak-top10-2020
001437,2020-03-31,002153,石基信息,9.37,ak-top10-2020
001437,2020-03-31,600967,内蒙一机,9.28,ak-top10-2020
001437,2020-03-31,600588,用友网络,7.66,ak-top10-2020
001437,2020-03-31,600845,宝信软件,6.23,ak-top10-2020
001437,2020-03-31,300699,光威复材,5.78,ak-top10-2020
001437,2020-03-31,603960,克来机电,5.16,ak-top10-2020
001437,2020-03-31,300113,顺网科技,5.09,ak-top10-2020
001437,2020-06-30,600570,恒生电子,9.79,ak-top10-2020
001437,2020-06-30,002410,广联达,9.59,ak-top10-2020
001437,2020-06-30,002153,石基信息,9.33,ak-top10-2020
001437,2020-06-30,600967,内蒙一机,9.19,ak-top10-2020
001437,2020-06-30,600588,用友网络,7.6,ak-top10-2020
001437,2020-06-30,600845,宝信软件,6.48,ak-top10-2020
001437,2020-06-30,300113,顺网科技,5.53,ak-top10-2020
001437,2020-06-30,603786,科博达,5.48,ak-top10-2020
001437,2020-06-30,300454,深信服,5.22,ak-top10-2020
001437,2020-06-30,300699,光威复材,5.12,ak-top10-2020
001437,2020-06-30,603960,克来机电,4.98,ak-top10-2020
001437,2020-06-30,300747,锐科激光,4.86,ak-top10-2020
001437,2020-06-30,300251,光线传媒,4.75,ak-top10-2020
001437,2020-06-30,002050,三花智控,2.96,ak-top10-2020
001437,2020-06-30,300572,安车检测,0.76,ak-top10-2020
001437,2020-06-30,688520,神州细胞,0.12,ak-top10-2020
001437,2020-06-30,688277,天智航,0.05,ak-top10-2020
001437,2020-06-30,688568,中科星图,0.04,ak-top10-2020
001437,2020-06-30,688377,迪威尔,0.04,ak-top10-2020
001437,2020-06-30,688600,皖仪科技,0.04,ak-top10-2020
001437,2020-06-30,688027,国盾量子,0.04,ak-top10-2020
001437,2020-06-30,603087,甘李药业,0.03,ak-top10-2020
001437,2020-06-30,300824,北鼎股份,0.01,ak-top10-2020
001437,2020-06-30,300842,帝科股份,0.01,ak-top10-2020
001437,2020-06-30,600956,新天绿能,0.01,ak-top10-2020
001437,2020-06-30,300839,博汇股份,0.01,ak-top10-2020
001437,2020-06-30,300847,中船汉光,0.0,ak-top10-2020
001437,2020-06-30,300845,捷安高科,0.0,ak-top10-2020
001437,2020-06-30,300843,胜蓝股份,0.0,ak-top10-2020
001437,2020-06-30,300840,酷特智能,0.0,ak-top10-2020
001437,2020-06-30,300846,首都在线,0.0,ak-top10-2020
001437,2020-09-30,002410,广联达,10.51,ak-top10-2020
001437,2020-09-30,600845,宝信软件,10.47,ak-top10-2020
001437,2020-09-30,002153,石基信息,9.78,ak-top10-2020
001437,2020-09-30,600588,用友网络,9.44,ak-top10-2020
001437,2020-09-30,600570,恒生电子,7.27,ak-top10-2020
001437,2020-09-30,300251,光线传媒,6.4,ak-top10-2020
001437,2020-09-30,603960,克来机电,5.81,ak-top10-2020
001437,2020-09-30,300454,深信服,5.43,ak-top10-2020
001437,2020-09-30,300747,锐科激光,5.15,ak-top10-2020
001437,2020-09-30,300699,光威复材,5.14,ak-top10-2020
001437,2020-12-31,600570,恒生电子,10.35,ak-top10-2020
001437,2020-12-31,002410,广联达,10.08,ak-top10-2020
001437,2020-12-31,600845,宝信软件,10.05,ak-top10-2020
001437,2020-12-31,600588,用友网络,10.01,ak-top10-2020
001437,2020-12-31,002153,石基信息,9.52,ak-top10-2020
001437,2020-12-31,603960,克来机电,6.5,ak-top10-2020
001437,2020-12-31,002568,百润股份,6.01,ak-top10-2020
001437,2020-12-31,300454,深信服,5.57,ak-top10-2020
001437,2020-12-31,603737,三棵树,5.4,ak-top10-2020
001437,2020-12-31,300113,顺网科技,5.21,ak-top10-2020
001437,2020-12-31,603786,科博达,5.15,ak-top10-2020
001437,2020-12-31,300699,光威复材,4.99,ak-top10-2020
001437,2020-12-31,002050,三花智控,4.16,ak-top10-2020
001437,2020-12-31,601995,中金公司,0.68,ak-top10-2020
001437,2020-12-31,688180,君实生物,0.1,ak-top10-2020
001437,2020-12-31,688510,航亚科技,0.06,ak-top10-2020
001437,2020-12-31,688386,泛亚微透,0.06,ak-top10-2020
001437,2020-12-31,300999,金龙鱼,0.05,ak-top10-2020
001437,2020-12-31,300865,大宏立,0.05,ak-top10-2020
001437,2020-12-31,688095,福昕软件,0.05,ak-top10-2020
001437,2020-12-31,688335,复洁环保,0.04,ak-top10-2020
001437,2020-12-31,300869,康泰医学,0.04,ak-top10-2020
001437,2020-12-31,688377,迪威尔,0.03,ak-top10-2020
001437,2020-12-31,688617,惠泰医疗,0.03,ak-top10-2020
001437,2020-12-31,300896,爱美客,0.02,ak-top10-2020
001437,2020-12-31,688308,欧科亿,0.02,ak-top10-2020
001437,2020-12-31,300926,博俊科技,0.02,ak-top10-2020
001437,2020-12-31,300867,圣元环保,0.01,ak-top10-2020
001437,2020-12-31,300870,欧陆通,0.01,ak-top10-2020
001437,2020-12-31,300927,江天化学,0.01,ak-top10-2020
001437,2020-12-31,300900,广联航空,0.01,ak-top10-2020
001437,2020-12-31,300872,天阳科技,0.01,ak-top10-2020
001437,2020-12-31,003026,中晶科技,0.01,ak-top10-2020
001437,2020-12-31,300871,回盛生物,0.01,ak-top10-2020
001437,2020-12-31,300891,惠云钛业,0.01,ak-top10-2020
001437,2020-12-31,003029,吉大正元,0.01,ak-top10-2020
001437,2020-12-31,300861,美畅股份,0.01,ak-top10-2020
001437,2020-12-31,300919,中伟股份,0.01,ak-top10-2020
001437,2020-12-31,003028,振邦智能,0.01,ak-top10-2020
001437,2020-12-31,605179,一鸣食品,0.01,ak-top10-2020
001437,2020-12-31,300884,狄耐克,0.01,ak-top10-2020
001437,2020-12-31,300892,品渥食品,0.01,ak-top10-2020
001437,2020-12-31,300887,谱尼测试,0.01,ak-top10-2020
001437,2020-12-31,300873,海晨股份,0.01,ak-top10-2020
001437,2020-12-31,300910,瑞丰新材,0.01,ak-top10-2020
001437,2020-12-31,300860,锋尚文化,0.01,ak-top10-2020
001437,2020-12-31,300868,杰美特,0.01,ak-top10-2020
001437,2020-12-31,300890,翔丰华,0.01,ak-top10-2020
001437,2020-12-31,300864,南大环境,0.01,ak-top10-2020
001437,2020-12-31,300902,国安达,0.01,ak-top10-2020
001437,2020-12-31,300925,法本信息,0.01,ak-top10-2020
001437,2020-12-31,300908,仲景食品,0.01,ak-top10-2020
001437,2020-12-31,300895,铜牛信息,0.01,ak-top10-2020
001437,2020-12-31,300876,蒙泰高新,0.01,ak-top10-2020
001437,2020-12-31,300879,大叶股份,0.01,ak-top10-2020
001437,2020-12-31,300889,爱克股份,0.0,ak-top10-2020
001437,2020-12-31,300882,万胜智能,0.0,ak-top10-2020
001437,2020-12-31,300911,亿田智能,0.0,ak-top10-2020
001437,2020-12-31,300893,松原股份,0.0,ak-top10-2020
001437,2020-12-31,300918,南山智尚,0.0,ak-top10-2020
001437,2020-12-31,300881,盛德鑫泰,0.0,ak-top10-2020
001437,2020-12-31,300922,天秦装备,0.0,ak-top10-2020
001437,2020-12-31,300917,特发服务,0.0,ak-top10-2020
001437,2020-12-31,605277,新亚电子,0.0,ak-top10-2020
001437,2020-12-31,003030,祖名股份,0.0,ak-top10-2020
001437,2020-12-31,300886,华业香料,0.0,ak-top10-2020
001437,2020-12-31,003031,中瓷电子,0.0,ak-top10-2020
001437,2021-03-31,600588,用友网络,10.34,ak-top10-2021
001437,2021-03-31,002410,广联达,10.22,ak-top10-2021
001437,2021-03-31,600845,宝信软件,9.92,ak-top10-2021
001437,2021-03-31,600570,恒生电子,9.61,ak-top10-2021
001437,2021-03-31,002153,石基信息,9.46,ak-top10-2021
001437,2021-03-31,603737,三棵树,6.64,ak-top10-2021
001437,2021-03-31,002568,百润股份,6.18,ak-top10-2021
001437,2021-03-31,603317,天味食品,5.83,ak-top10-2021
001437,2021-03-31,603786,科博达,5.53,ak-top10-2021
001437,2021-03-31,600803,新奥股份,5.35,ak-top10-2021
001437,2021-06-30,600570,恒生电子,9.8,ak-top10-2021
001437,2021-06-30,600845,宝信软件,9.69,ak-top10-2021
001437,2021-06-30,002410,广联达,9.68,ak-top10-2021
001437,2021-06-30,002153,石基信息,9.46,ak-top10-2021
001437,2021-06-30,600588,用友网络,9.27,ak-top10-2021
001437,2021-06-30,002568,百润股份,6.8,ak-top10-2021
001437,2021-06-30,603317,天味食品,6.6,ak-top10-2021
001437,2021-06-30,603737,三棵树,6.24,ak-top10-2021
001437,2021-06-30,300699,光威复材,5.68,ak-top10-2021
001437,2021-06-30,300223,北京君正,5.47,ak-top10-2021
001437,2021-06-30,603786,科博达,5.17,ak-top10-2021
001437,2021-06-30,600803,新奥股份,3.85,ak-top10-2021
001437,2021-06-30,600905,三峡能源,2.12,ak-top10-2021
001437,2021-06-30,688099,晶晨股份,2.03,ak-top10-2021
001437,2021-06-30,300014,亿纬锂能,1.99,ak-top10-2021
001437,2021-06-30,688076,诺泰生物,0.09,ak-top10-2021
001437,2021-06-30,688425,铁建重工,0.06,ak-top10-2021
001437,2021-06-30,688315,诺禾致源,0.06,ak-top10-2021
001437,2021-06-30,688345,博力威,0.05,ak-top10-2021
001437,2021-06-30,688183,生益电子,0.05,ak-top10-2021
001437,2021-06-30,688217,睿昂基因,0.02,ak-top10-2021
001437,2021-06-30,688087,英科再生,0.02,ak-top10-2021
001437,2021-06-30,301017,漱玉平民,0.02,ak-top10-2021
001437,2021-06-30,300919,中伟股份,0.02,ak-top10-2021
001437,2021-06-30,300957,贝泰妮,0.02,ak-top10-2021
001437,2021-06-30,601528,瑞丰银行,0.01,ak-top10-2021
001437,2021-06-30,300979,华利集团,0.01,ak-top10-2021
001437,2021-06-30,301021,英诺激光,0.01,ak-top10-2021
001437,2021-06-30,300973,立高食品,0.01,ak-top10-2021
001437,2021-06-30,300953,震裕科技,0.01,ak-top10-2021
001437,2021-06-30,301009,可靠股份,0.01,ak-top10-2021
001437,2021-06-30,301015,百洋医药,0.01,ak-top10-2021
001437,2021-06-30,688226,威腾电气,0.01,ak-top10-2021
001437,2021-06-30,300932,三友联众,0.01,ak-top10-2021
001437,2021-06-30,300982,苏文电能,0.01,ak-top10-2021
001437,2021-06-30,001208,华菱线缆,0.01,ak-top10-2021
001437,2021-06-30,300940,南极光,0.01,ak-top10-2021
001437,2021-06-30,300614,百川畅银,0.01,ak-top10-2021
001437,2021-06-30,300968,格林精密,0.01,ak-top10-2021
001437,2021-06-30,300942,易瑞生物,0.01,ak-top10-2021
001437,2021-06-30,603171,税友股份,0.01,ak-top10-2021
001437,2021-06-30,300997,欢乐家,0.0,ak-top10-2021
001437,2021-06-30,300933,中辰股份,0.0,ak-top10-2021
001437,2021-06-30,301002,崧盛股份,0.0,ak-top10-2021
001437,2021-06-30,605287,德才股份,0.0,ak-top10-2021
