fund_code,report_date,rc_mom,n_stk
519694,2023-10-01,0.07272727272727274,11
519694,2024-01-01,0.1771390374331551,33
519694,2024-04-01,0.7062937062937064,12
519694,2024-07-01,0.048461538461538466,25
519694,2024-10-01,-0.24848484848484845,10
519694,2025-01-01,0.3651960784313726,17
519694,2025-07-01,-0.042105263157894736,19
519694,2026-01-01,0.17684729064039403,29
519694,2026-04-01,0.0303030303030303,10
519698,2019-01-01,0.44545454545454555,11
519698,2020-01-01,0.6643356643356644,12
519698,2020-07-01,0.23636363636363636,11
519698,2021-01-01,-0.36363636363636365,11
519698,2021-04-01,-0.309090909090909,10
519698,2021-07-01,0.16309015940955732,17
519698,2022-01-01,-0.04850361197110423,18
519698,2022-04-01,0.49090909090909085,10
519698,2022-07-01,-0.19117647058823528,16
519698,2023-01-01,-0.11282437804271017,20
519698,2023-07-01,0.07459412740918821,19
519698,2023-10-01,-0.17575757575757575,10
519698,2024-01-01,-0.11818181818181818,21
519698,2024-07-01,0.7262448530021358,24
519698,2025-01-01,0.09292721940496118,18
519698,2025-07-01,0.03214285714285714,15
519698,2026-01-01,0.14411764705882352,16
519702,2017-07-01,0.1272727272727273,11
