fund_code,composite,ff5_adj_return,V0 现行(对照),V1 优先级修正,V2 分位数交集,V3 综合分末十分位,V4 剔风险转化后末十分位
3962,0.1743971800296957,0.0248627711471396,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
4148,-0.2044153111557338,0.025793532719058,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
4232,-0.3037867802799468,-0.0094053448255705,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
4320,-0.1037641127015655,0.0368000398299674,均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他),均衡型(其他)
4374,-0.4404510074979786,9.507252347873168e-05,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
4375,-0.4517504849558776,-0.0004091353196684,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
5001,-0.2203750570353589,0.0006030114535253,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5094,0.0430887746283799,0.0405594173372208,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5119,0.1694162599108299,0.0225235291752134,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5136,-0.0176670048777732,0.0261705713285148,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
5207,-0.0375642967707478,0.0179153570906287,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5449,-0.7002200519880284,0.0067098275109251,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家)
5550,-0.2262771431933471,0.0180931787035083,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5551,-0.2217838179412177,0.0160125380194703,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5729,0.1350913003977183,0.0327193003139594,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
5765,0.0388032967320356,0.0276215091452218,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5774,-0.0427496282312317,0.0226460265132667,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
5775,0.4185738759742878,0.0533670321473608,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
5776,0.6601229131806147,0.0513186242437676,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
5787,-0.4036875879792862,0.0156673806682173,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家)
5819,0.210094511763818,0.0417495132421089,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
5844,0.2452212312797901,0.0006174630752206,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
5875,-0.4202591214246415,0.0035421221600611,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5903,0.0349612759132871,0.0346191411652569,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
5914,-0.2294228612101983,0.035179814544973,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
5939,0.2464631325274716,0.0427908730141525,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
5940,0.2532320633769847,0.0417783629973911,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
6025,-0.0508215963918116,0.0146254996788066,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6154,-0.0767941460156713,0.0081414797397176,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6250,0.1633576806214106,0.0398412518008718,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
6271,-0.3815693099580192,0.0021647206739474,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家)
6281,0.1513894148532454,0.05491400555898,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6314,-0.2108835406201543,0.0190080316043888,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
6315,-0.2084138272484549,0.0181277395456428,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
6522,-0.4563785799547761,0.0066685171181609,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
6523,-0.4725046689056268,0.0044709233362879,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
6533,-0.0909691775453585,0.0479438119630184,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6615,-0.1550208497878855,0.0421722019816065,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6616,-0.1641733879303838,0.0412374951530187,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6769,-0.3547194781828608,0.0051328128007715,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6887,0.1685151790943088,0.0220129956510113,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
6888,0.1728357693965537,0.021929657693006,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
6904,-0.1329459758771187,0.0213415121179596,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6905,-0.1417472597759254,0.0199585963024281,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6969,0.0001375092144096,0.034462987286061,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
6976,-0.2009282433672068,0.0030471789401624,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家)
7049,-0.2067575913502339,0.0104020065265001,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7113,-0.4686457886430926,-0.0073588930817408,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
7114,-0.4716780839525865,-0.0079559135186638,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
7305,0.2253495519931737,0.0122866362965343,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
7340,-0.1069254378593447,0.0239576516023514,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7341,-0.1254304867023573,0.0219031045523169,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7343,-0.0038977535087618,0.0364658813893364,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7346,0.0149208833530538,0.0560373816486776,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7349,-0.2246553139334154,-0.0033993739330328,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7350,-0.4763679002852266,-0.0165622978751739,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他)
7353,-0.5167391586982948,-0.0185234001310069,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他)
7449,-0.0877350423181762,0.0106113842612039,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7450,-0.1351862581578543,0.0091784177910204,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7490,0.1327846453051954,0.0074374515095833,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
7491,0.1371140374305274,0.0053984948993299,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
7639,0.0192426072203099,-0.009249383909816,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7731,0.0267204881431152,0.0179791639420916,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
7895,-0.6086580623677819,0.0027070779812084,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家)
8185,-0.0416587726586846,-0.0074382039301495,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
8208,-0.3689569102796939,0.0191571416184537,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家)
8467,-0.4020616488171945,0.0161639076453774,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家)
8528,-0.0781985461019182,-0.0106957681568864,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
8555,-0.4010198645965202,0.0033973546185805,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
8734,0.003072066288215,0.0151252455904933,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
8988,0.2481883190053251,0.0428614500549803,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
8989,0.0305324890284282,0.0418353149511181,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
9049,0.2734066312396874,0.0329709264115956,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9062,0.0676220994135263,0.0256743948552309,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9063,0.2560924763537659,0.0236162816656455,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9242,0.2494962464248253,0.0278539936319685,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9243,-0.0293923844543131,0.0267336053243368,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9707,0.1156397300405307,0.0380681713736838,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9708,0.2874433066219766,0.0370220395263921,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9808,0.0744649885915808,0.0197974039453076,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9855,0.1122044490092468,0.0488777508186158,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9856,0.1028656344382367,0.04778415235509,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
9913,0.3071673407584481,0.0349548722132678,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
9993,-0.0320263051497449,0.0080292007379845,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
10115,0.0886331233974597,0.0135594787440172,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
10237,-0.1686288828716208,-0.0017386282076819,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
10238,-0.2220323030004327,-0.0030135817238213,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
10335,-0.3347712182487578,-0.0122359057976574,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
10389,-0.3873207459992582,0.0044240242318653,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
10390,-0.4898881231539755,0.0024544969517176,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他)
10415,-0.5516260946990403,-0.0077034964919926,低偏误纪律型,低偏误纪律型,低偏误纪律型,高换手噪声型(输家),低偏误纪律型
10416,-0.5623942778086933,-0.0089446704456374,低偏误纪律型,低偏误纪律型,低偏误纪律型,高换手噪声型(输家),低偏误纪律型
10912,0.2009095970396356,0.0146244764195158,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
10913,0.4051099668401779,0.0133627169148637,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
11120,-0.0445678436523035,0.0075562812412971,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
11300,-0.1013129398339826,0.0342600355394938,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11301,0.1214763418925105,0.0332321331250756,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11369,-0.0615897611053661,0.004021816087455,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
11370,0.0596571368864036,0.0025295039210241,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
11399,-0.1254930320956027,0.0074716375470087,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11400,-0.3498286249689138,0.0062278225836241,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11412,0.0708709703091948,0.012556927245114,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11452,-0.7277772754557649,-0.0167955363808253,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他)
11488,0.0198700561327613,0.0081549304012393,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11822,0.0715099744198931,0.0432748501721663,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11823,-0.1816842818799639,0.042213429124301,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11891,0.0846784719990201,0.0409794292398733,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
11892,0.1026194254557994,0.0399750342420911,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
12301,-0.1491126924548042,0.0449895143768716,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
12456,0.1207325339667434,0.011175845839296,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
12457,0.0592246094121334,0.0091530316035533,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
13107,0.076461816572159,0.0492602217459781,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13108,0.0629753766440047,0.0476892116285283,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13238,-0.6424828163981567,0.0141538245238417,均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家),高换手噪声型(输家)
13239,-0.6473183332031083,0.0121435755780717,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),高换手噪声型(输家)
13312,-0.3471230144663674,-0.0085691263078614,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13369,-0.0404490535393704,0.045971767788349,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13370,-0.0485831328179509,0.0449609987681617,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13840,0.2771504993173884,0.0330038358324086,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13841,0.3545292099019067,0.0324965638259257,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
13949,-0.2991398464496316,0.0139878867520665,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
14282,-0.0715093803681336,0.0382923098518813,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
14319,0.4592410026551083,0.0724710293173273,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
14320,0.5072911176541711,0.0714133033259355,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
14497,-0.3479941668259487,0.0068940361256138,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
14549,-0.1045126232652223,0.0196562333993891,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
14611,0.2612117918300989,0.0644539309409654,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
14612,-0.0669942567970563,0.0628694616125782,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
14833,0.0138504763351787,0.0431729316478792,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
14975,0.6317704969388918,0.0479077632249828,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
14989,0.5443521671532526,0.0305005333493226,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
15389,0.3526580001644369,0.0602256995246679,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
15491,-0.0796402557138333,0.0149065907466135,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
15576,-0.3778037942079597,0.0211127498701492,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
15585,0.5902529358816302,0.0249578528084393,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
15967,0.6040919038851651,0.0565348921788293,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
16262,-0.0230277394177085,-0.0107972839898921,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
16263,0.1321608195846729,0.0294196069798011,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
16370,0.0967159493400112,0.0681315774726532,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
16371,-0.2255627226129509,0.0667092488602562,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
16461,0.4338578506840757,0.0877495305333372,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
16500,0.6395762914240228,0.0801711827599117,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
16501,0.4661037638998734,0.0791686359875081,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
16579,0.2660511254253692,0.1050024973879302,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
16721,2.048018848343788,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
16772,-0.6033803902562218,-0.0082806088335663,均衡型(其他),均衡型(其他),均衡型(其他),高换手噪声型(输家),均衡型(其他)
16773,-0.4185180217688567,-0.0097068160144725,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
16780,0.3654567658501251,0.0502213518879331,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
17102,0.6449453275471037,0.0514558376894871,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
17103,0.6467004097231047,0.0500000717303992,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
17234,1.053656985199663,,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
17612,0.1971235551586822,0.0271905523581855,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
17732,-0.1001706831441578,-0.0046144111952952,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
17811,0.7250350474589836,0.0178963362904939,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
17876,-0.1692055943361489,-0.0309239218694993,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
17927,0.0425416433776584,0.0144793789489508,行业集中下注型,行业集中下注型,高换手噪声型(输家),行业集中下注型,行业集中下注型
18291,-0.2737347962334757,-0.0291127020353222,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型,低偏误纪律型
18325,0.6254415870064945,0.0255998446267078,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
18326,0.6183586772917508,0.0246578002272414,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
18358,0.0555545879765327,-0.0070716751824976,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
18359,0.0481117401408411,-0.007997881726106,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
18956,1.3787498488429415,0.0541269883987781,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
18957,1.1825727568978226,0.0526382054293659,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19018,1.3111557464782302,0.0331326593873025,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19032,0.5654807998417608,-0.0132565206267568,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19034,0.6378704089646753,0.009812749504277,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19426,1.225380543648504,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19427,1.212896230185902,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19571,0.6595947013983289,0.0415013747595741,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19829,1.3806392021499343,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
19830,1.1224837043878153,,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
19925,0.8360829058680288,0.028976127441233,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型,行业集中下注型
20018,-0.2663523706859405,0.0031596235756425,均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他),均衡型(其他)
20469,1.3983835203251076,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
20470,1.3180305967385089,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
21179,1.1055139594044592,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
21180,1.2780027431086307,,风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家),风控择股型(赢家)
21382,0.6660926038759866,,行业集中下注型,行业集中下注型,高换手噪声型(输家),行业集中下注型,行业集中下注型
21383,0.5798605914565876,,行业集中下注型,行业集中下注型,高换手噪声型(输家),行业集中下注型,行业集中下注型
