fund_code,hm_beta,hm_gamma,timing
260112,0.3660380870386078,0.08957643223945276,-0.08957643223945276
260117,1.0074837812301305,-0.1461508679150039,0.1461508679150039
270028,2.3774820124161424,-1.8974329296149672,1.8974329296149672
290008,2.0963709503741184,-1.2820496965984869,1.2820496965984869
290014,1.6521948274626206,-1.1464365993318555,1.1464365993318555
310358,1.8244686267225607,-0.7275853489721038,0.7275853489721038
320005,1.2046436854068236,-0.0315661132757725,0.0315661132757725
320007,1.890091122881846,-0.6561955731785254,0.6561955731785254
340007,1.8084093500597604,-0.903162814689506,0.903162814689506
360016,1.3200254362235493,-0.10855263781492545,0.10855263781492545
370024,1.3737818997397537,-0.11900057176030947,0.11900057176030947
370027,2.0923503627053974,-1.1257704263094757,1.1257704263094757
375010,1.9141938363801392,-0.7243014351259757,0.7243014351259757
377010,1.6933326738819319,-0.5437118559494181,0.5437118559494181
377240,2.001009393244032,-0.9606042561279412,0.9606042561279412
378010,1.273092254882751,-0.16372951024257137,0.16372951024257137
379010,1.8183971631382683,-0.7972435285250616,0.7972435285250616
400001,1.1801460290680208,-0.09303910435094011,0.09303910435094011
460007,1.669265920971618,-1.4400098888271384,1.4400098888271384
470009,1.9891054325366757,-1.2163572364842365,1.2163572364842365
470028,1.9116466894987822,-0.9304891466772034,0.9304891466772034
470098,1.6088828522342087,-0.356021467375793,0.356021467375793
481001,1.7632121000903151,-0.8500841824106966,0.8500841824106966
481008,1.0993973279532638,-0.3284397283538432,0.3284397283538432
481010,2.012887046005168,-1.1766764667685248,1.1766764667685248
481015,2.2730508067151702,-1.3636510790868697,1.3636510790868697
501026,1.5046820212486303,-0.6293549477869764,0.6293549477869764
501054,2.3402575338453877,-1.4684348309530373,1.4684348309530373
501079,1.4666815966462485,-0.7045809516727729,0.7045809516727729
501082,2.2120922775659815,-1.382113506994853,1.382113506994853
519005,1.9021651760705287,-1.2543643707972996,1.2543643707972996
519013,1.1761059859796108,-0.09034595449059188,0.09034595449059188
519018,1.959594192225463,-1.2260251885391604,1.2260251885391604
519026,2.4382266017212313,-2.2670836407717343,2.2670836407717343
519089,1.4436629055745496,-0.38460573518457775,0.38460573518457775
519110,1.397072054333073,0.21313527653627712,-0.21313527653627712
519158,1.58028408901465,-0.10464392768126907,0.10464392768126907
519172,1.7226304588903676,-1.0721772363287045,1.0721772363287045
519173,1.722520654443853,-1.0790272284948237,1.0790272284948237
519181,2.1698026972398274,-1.8268540732132181,1.8268540732132181
519185,0.46997993857809817,-1.7498864933517075,1.7498864933517075
519670,2.6201418565489147,-2.3523012281078253,2.3523012281078253
519672,2.272363909649567,-1.6587934689172779,1.6587934689172779
519674,2.084230996119976,-1.1530256273557,1.1530256273557
519679,2.336519599139154,-1.915887248968056,1.915887248968056
519688,1.7372482615202365,-1.0668388004789857,1.0668388004789857
519698,2.0023118993518256,-1.0824261963014332,1.0824261963014332
519704,1.270496706337289,-0.24056363517235227,0.24056363517235227
519770,0.8411455229721944,-0.5871289223607508,0.5871289223607508
519771,0.8361566030525679,-0.5768121551628682,0.5768121551628682
519773,1.5853885658274187,-0.8568379231108493,0.8568379231108493
530019,1.7143609362645873,-1.0667765659795683,1.0667765659795683
570001,2.672773469017285,-2.176813872340936,2.176813872340936
570008,2.758801510566053,-2.1880297031463107,2.1880297031463107
580001,2.2726139492878192,-1.8469037124300183,1.8469037124300183
580002,1.4251231358056682,-0.7986979408903713,0.7986979408903713
