fund_code,基本面优势,认知能力,配置选择能力,风险应对能力,风险转化能力,交易执行能力,综合能力,ff5_alpha_in,quarter_return,excess_return,abnormal_alpha,grp,score_pct
100039,-0.3722176239922639,0.07082775589745151,-0.7890820334669209,-0.14345336322584323,0.76049599525169,-0.49250673926240096,-0.16098933479971458,0.026462823970967365,0.2593432581189395,0.25684325811893954,0.20339852352000545,Q2,0.3343558282208589
100060,-1.159708559841165,0.11010801875023175,-0.6939458705882238,-0.017073475841428598,-0.09103662925086807,-0.6231820727912415,-0.4124730982604492,-0.004959191968723613,0.22520647760368306,0.22270647760368312,0.16519326653420227,Q1最低,0.10429447852760736
110002,-0.41719270314192425,0.017212268036264355,-0.3024735960913938,-0.36764274285517573,-0.2581283673472365,-0.21656068440273937,-0.25746430430036754,0.003958982082450254,0.27497825121752534,0.27247825121752534,0.2014506965199425,Q2,0.2361963190184049
110005,-0.9029789916945892,-0.6117797496992448,0.06854808193013728,-0.33251751104256044,0.00041287190361327664,-0.09584248306388185,-0.3123596302777543,-0.011188743100668317,0.27119818533393764,0.2686981853339377,0.11842907838434068,Q1最低,0.1687116564417178
110009,-0.7784923071957351,-0.33488204670847954,-0.6196134793385935,-0.7668491095021525,0.8049940326698052,-1.409867568627454,-0.5174517464504348,0.012134992240926458,0.11359472673463844,0.11109472673463845,0.030678233209748884,Q1最低,0.049079754601226995
110013,-1.7689246163821555,0.10813833869351797,-0.15302195762263632,-0.544561813802956,0.24910042433153912,0.04550257200035772,-0.3439611754637222,0.020232490959521714,0.17494698677323364,0.17244698677323367,0.06047348121475144,Q1最低,0.15644171779141106
110015,-1.8759230489106666,-0.06476811698964785,-0.341921283562018,0.030930891499326596,-0.06068345902949879,-0.9698569873044491,-0.547037000716159,0.0023809584122854656,0.2244886083900061,0.2219886083900061,0.14135774310582908,Q1最低,0.03374233128834356
110025,-0.34433946618391326,0.348779818072564,0.6626582332962266,-0.7129609229837414,1.1239037406373973,-0.4199400395727051,0.10968356054430473,0.026976379832652445,0.11745228166894406,0.11495228166894406,0.06546352449168566,Q4,0.6257668711656442
110029,-0.9267153081830664,-0.3302657942242055,0.059554079093465134,-0.858733564120467,0.23362894458764372,-0.378274271268255,-0.36680098568581426,0.014004867742590875,0.2600243952641689,0.25752439526416887,0.1159964502921141,Q1最低,0.13496932515337423
112002,-0.23042144411372276,-0.9501440127876428,-0.6477363064296808,-0.5965244595318053,-0.33442374975478556,0.2068266218797557,-0.42540389178964694,-0.015153076808378102,0.2490099986521844,0.2465099986521844,0.19695549730399167,Q1最低,0.0950920245398773
121003,-0.7743170790971217,0.032078370491665315,-1.2768559923670642,-0.2027933104196596,0.32972924026432837,-1.1328071839402223,-0.5041609925113456,0.009551599634454898,0.08140499129838828,0.07890499129838828,0.0027433551865043613,Q1最低,0.05828220858895705
150968,-0.0011287881857832878,0.4516987463397073,0.09851376383569757,0.09909019806372488,-0.16082374946905426,0.1655502093318845,0.10881672998602947,0.0015995603834133788,0.1273801107718973,0.12488011077189727,-0.011399396023427488,Q4,0.6226993865030674
151001,-0.7840015590183494,0.19681321472368374,0.25048132432516546,0.2900539362964761,0.2609047876577699,0.5601435143533997,0.12906586972302425,0.01909285470853284,0.10508712754939294,0.10258712754939296,-0.03598329959246651,Q4,0.6533742331288344
160220,-0.02942189143688506,0.15539270679529282,-0.4855465008143461,0.07129388572295145,0.9259351086248273,0.5361528165228647,0.1956343542357842,0.007530728256018385,0.24546036282874084,0.24296036282874087,0.21249039525261823,Q4,0.7269938650306749
160226,0.1856107008139102,-0.021883406517205856,-0.4539771383840482,0.0032747578048231696,0.6621876387111656,0.9312651606727138,0.21774628551689312,0.004301589949714311,0.2451251818571009,0.24262518185710094,0.2069372176646974,Q4,0.745398773006135
160605,-0.6431203703746696,0.11098223613019158,0.4683513076243221,0.41029348006895816,0.13115121238144764,-0.6994055708015512,-0.036957950828550225,0.019338345657242784,0.08738950264947028,0.08488950264947027,0.04441321044149057,Q3,0.49693251533742333
161606,-1.9657615006810492,-0.011429062977960036,-0.057982014353309685,0.3716581416451047,-0.6265777697539465,-1.3231217092288599,-0.6022023192250034,-0.00831889810272858,0.2495133014776334,0.24701330147763342,0.2146480942854122,Q1最低,0.02147239263803681
