序号,行业类别,占净值比例,市值,截止时间,fund_code
37,电信服务,0.47,20507847.18,2024-03-31,5875
38,制造业,70.82,311316.708907,2024-03-31,5875
39,金融业,1.34,5879.450976,2024-03-31,5875
40,卫生和社会工作,1.25,5497.142096,2024-03-31,5875
41,采矿业,0.97,4281.1067,2024-03-31,5875
42,科学研究和技术服务业,0.28,1223.162736,2024-03-31,5875
43,水利、环境和公共设施管理业,0.0,17.376343,2024-03-31,5875
44,交通运输、仓储和邮政业,0.0,12.1248,2024-03-31,5875
45,信息传输、软件和信息技术服务业,0.0,7.204165,2024-03-31,5875
46,租赁和商务服务业,0.0,0.30976,2024-03-31,5875
1,制造业,64.55,25199.735135,2023-12-31,5903
2,信息传输、软件和信息技术服务业,15.44,6026.842317,2023-12-31,5903
3,金融业,5.4,2109.504085,2023-12-31,5903
4,租赁和商务服务业,3.74,1460.3016,2023-12-31,5903
5,文化、体育和娱乐业,1.57,614.2374,2023-12-31,5903
6,批发和零售业,0.82,322.02803,2023-12-31,5903
7,交通运输、仓储和邮政业,0.48,186.9456,2023-12-31,5903
8,科学研究和技术服务业,0.02,7.028314,2023-12-31,5903
9,水利、环境和公共设施管理业,0.0,0.0893,2023-12-31,5903
10,制造业,54.54,20791.182965,2023-09-30,5903
11,信息传输、软件和信息技术服务业,19.52,7440.467222,2023-09-30,5903
12,金融业,6.46,2462.6818,2023-09-30,5903
13,租赁和商务服务业,3.36,1280.9888,2023-09-30,5903
14,批发和零售业,2.81,1070.307108,2023-09-30,5903
15,交通运输、仓储和邮政业,1.56,595.0071,2023-09-30,5903
16,文化、体育和娱乐业,0.49,186.5292,2023-09-30,5903
17,电力、热力、燃气及水生产和供应业,0.09,33.730797,2023-09-30,5903
18,水利、环境和公共设施管理业,0.06,23.576751,2023-09-30,5903
19,科学研究和技术服务业,0.06,23.194867,2023-09-30,5903
20,建筑业,0.02,8.190034,2023-09-30,5903
21,卫生和社会工作,0.01,2.118546,2023-09-30,5903
22,制造业,52.24,26813.203814,2023-06-30,5903
23,信息传输、软件和信息技术服务业,36.08,18520.970876,2023-06-30,5903
24,金融业,1.6,822.0632,2023-06-30,5903
25,电力、热力、燃气及水生产和供应业,0.08,39.139747,2023-06-30,5903
26,批发和零售业,0.07,37.891751,2023-06-30,5903
27,水利、环境和公共设施管理业,0.04,21.258302,2023-06-30,5903
28,科学研究和技术服务业,0.03,15.791284,2023-06-30,5903
29,建筑业,0.02,8.694126,2023-06-30,5903
30,卫生和社会工作,0.0,2.378286,2023-06-30,5903
31,制造业,39.66,17785.952743,2023-03-31,5903
32,信息传输、软件和信息技术服务业,31.4,14082.684988,2023-03-31,5903
33,电力、热力、燃气及水生产和供应业,2.88,1292.76838,2023-03-31,5903
34,金融业,2.41,1078.704,2023-03-31,5903
35,科学研究和技术服务业,2.12,950.84376,2023-03-31,5903
36,批发和零售业,1.2,536.483254,2023-03-31,5903
37,文化、体育和娱乐业,0.83,372.78,2023-03-31,5903
38,交通运输、仓储和邮政业,0.73,329.529286,2023-03-31,5903
39,卫生和社会工作,0.25,111.006,2023-03-31,5903
40,农、林、牧、渔业,0.24,109.7946,2023-03-31,5903
41,水利、环境和公共设施管理业,0.02,10.437759,2023-03-31,5903
42,建筑业,0.01,4.812082,2023-03-31,5903
1,制造业,72.62,17457.340608,2024-12-31,5903
2,信息传输、软件和信息技术服务业,15.16,3643.486476,2024-12-31,5903
3,批发和零售业,0.48,115.0344,2024-12-31,5903
4,水利、环境和公共设施管理业,0.0,0.1323,2024-12-31,5903
5,制造业,72.44,28248.211802,2024-09-30,5903
6,信息传输、软件和信息技术服务业,15.19,5921.104002,2024-09-30,5903
7,卫生和社会工作,1.03,400.0317,2024-09-30,5903
8,采矿业,0.92,357.1766,2024-09-30,5903
9,租赁和商务服务业,0.55,212.7126,2024-09-30,5903
10,批发和零售业,0.5,193.662,2024-09-30,5903
11,水利、环境和公共设施管理业,0.0,0.1414,2024-09-30,5903
12,制造业,84.8,29400.830481,2024-06-30,5903
13,科学研究和技术服务业,2.14,742.608,2024-06-30,5903
14,建筑业,1.42,493.9044,2024-06-30,5903
15,水利、环境和公共设施管理业,0.0,0.1089,2024-06-30,5903
16,制造业,69.25,23176.609423,2024-03-31,5903
17,信息传输、软件和信息技术服务业,9.69,3243.2874,2024-03-31,5903
18,金融业,3.46,1159.3056,2024-03-31,5903
19,文化、体育和娱乐业,1.47,490.5,2024-03-31,5903
20,租赁和商务服务业,0.09,30.5319,2024-03-31,5903
21,水利、环境和公共设施管理业,0.0,0.103,2024-03-31,5903
1,工业,2.04,1608631.12,2023-12-31,5914
2,非周期性消费品,0.94,741242.65,2023-12-31,5914
3,制造业,77.46,6107.437336,2023-12-31,5914
4,信息传输、软件和信息技术服务业,5.36,422.5138,2023-12-31,5914
5,卫生和社会工作,1.42,111.9062,2023-12-31,5914
6,教育,0.55,42.9914,2023-12-31,5914
7,科学研究和技术服务业,0.49,38.80005,2023-12-31,5914
8,通讯,7.15,6207064.97,2023-09-30,5914
9,非周期性消费品,3.6,3120790.81,2023-09-30,5914
10,制造业,66.94,5809.178606,2023-09-30,5914
11,卫生和社会工作,4.05,351.492,2023-09-30,5914
12,信息传输、软件和信息技术服务业,3.91,339.6796,2023-09-30,5914
13,科学研究和技术服务业,2.96,256.8164,2023-09-30,5914
14,批发和零售业,1.44,124.7622,2023-09-30,5914
15,通讯,4.99,4952802.8,2023-06-30,5914
16,工业,0.38,373807.57,2023-06-30,5914
17,制造业,68.62,6803.777581,2023-06-30,5914
18,卫生和社会工作,5.89,584.3426,2023-06-30,5914
19,信息传输、软件和信息技术服务业,3.47,344.22672,2023-06-30,5914
20,批发和零售业,2.72,269.730528,2023-06-30,5914
21,金融业,2.16,213.8416,2023-06-30,5914
22,科学研究和技术服务业,0.01,1.251556,2023-06-30,5914
23,通讯,5.46,5471277.48,2023-03-31,5914
24,非周期性消费品,1.79,1794135.29,2023-03-31,5914
25,工业,0.94,937091.39,2023-03-31,5914
26,制造业,57.44,5753.148224,2023-03-31,5914
27,信息传输、软件和信息技术服务业,13.95,1396.90085,2023-03-31,5914
28,卫生和社会工作,4.88,488.8752,2023-03-31,5914
29,电力、热力、燃气及水生产和供应业,1.9,190.02696,2023-03-31,5914
30,批发和零售业,1.72,172.4076,2023-03-31,5914
31,科学研究和技术服务业,0.93,92.901104,2023-03-31,5914
1,科技,9.75,7823741.55,2024-12-31,5914
2,通讯,7.61,6101307.14,2024-12-31,5914
3,非必需消费品,3.47,2785954.3,2024-12-31,5914
4,制造业,54.5,4372.244152,2024-12-31,5914
5,信息传输、软件和信息技术服务业,10.72,859.768,2024-12-31,5914
6,金融业,1.78,142.9655,2024-12-31,5914
7,租赁和商务服务业,1.44,115.324,2024-12-31,5914
8,通讯,8.05,5904145.38,2024-09-30,5914
9,制造业,68.59,5027.591573,2024-09-30,5914
10,信息传输、软件和信息技术服务业,11.5,843.269596,2024-09-30,5914
11,工业,3.69,2464692.34,2024-06-30,5914
12,非周期性消费品,1.75,1167089.55,2024-06-30,5914
13,原材料,0.81,544833.45,2024-06-30,5914
14,制造业,68.35,4570.886214,2024-06-30,5914
15,信息传输、软件和信息技术服务业,3.56,237.9646,2024-06-30,5914
16,采矿业,2.85,190.577,2024-06-30,5914
17,金融业,1.44,96.1632,2024-06-30,5914
18,非周期性消费品,1.41,970008.5,2024-03-31,5914
19,制造业,76.76,5285.506561,2024-03-31,5914
20,信息传输、软件和信息技术服务业,5.53,381.046168,2024-03-31,5914
21,采矿业,1.66,114.0672,2024-03-31,5914
22,卫生和社会工作,1.36,93.8448,2024-03-31,5914
23,科学研究和技术服务业,0.93,64.220145,2024-03-31,5914
24,文化、体育和娱乐业,0.5,34.5,2024-03-31,5914
25,金融业,0.27,18.3344,2024-03-31,5914
1,制造业,86.32,343110.452643,2023-12-31,5939
2,信息传输、软件和信息技术服务业,2.43,9646.776158,2023-12-31,5939
3,建筑业,0.25,992.2679,2023-12-31,5939
4,交通运输、仓储和邮政业,0.23,922.947741,2023-12-31,5939
5,房地产业,0.22,865.4436,2023-12-31,5939
6,科学研究和技术服务业,0.11,441.908526,2023-12-31,5939
7,卫生和社会工作,0.09,360.0795,2023-12-31,5939
8,批发和零售业,0.0,3.93896,2023-12-31,5939
9,水利、环境和公共设施管理业,0.0,1.900211,2023-12-31,5939
10,租赁和商务服务业,0.0,0.3058,2023-12-31,5939
11,制造业,79.38,353271.614188,2023-09-30,5939
12,信息传输、软件和信息技术服务业,1.5,6662.789669,2023-09-30,5939
13,金融业,0.9,4015.1864,2023-09-30,5939
14,交通运输、仓储和邮政业,0.63,2824.6504,2023-09-30,5939
15,采矿业,0.52,2312.1288,2023-09-30,5939
16,建筑业,0.49,2176.600783,2023-09-30,5939
17,卫生和社会工作,0.35,1565.022546,2023-09-30,5939
18,科学研究和技术服务业,0.24,1049.632676,2023-09-30,5939
19,房地产业,0.2,885.7116,2023-09-30,5939
20,电力、热力、燃气及水生产和供应业,0.11,500.904897,2023-09-30,5939
21,批发和零售业,0.01,36.389412,2023-09-30,5939
22,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,5939
23,制造业,85.12,459881.710243,2023-06-30,5939
24,信息传输、软件和信息技术服务业,1.1,5916.318706,2023-06-30,5939
25,采矿业,0.35,1896.499,2023-06-30,5939
26,综合,0.09,495.1702,2023-06-30,5939
27,建筑业,0.08,453.570115,2023-06-30,5939
28,批发和零售业,0.0,8.392825,2023-06-30,5939
29,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,5939
30,卫生和社会工作,0.0,2.378286,2023-06-30,5939
31,水利、环境和公共设施管理业,0.0,2.256657,2023-06-30,5939
32,科学研究和技术服务业,0.0,1.439448,2023-06-30,5939
33,制造业,82.89,474724.749176,2023-03-31,5939
34,信息传输、软件和信息技术服务业,2.43,13928.660074,2023-03-31,5939
35,水利、环境和公共设施管理业,0.54,3078.660359,2023-03-31,5939
36,采矿业,0.22,1273.2508,2023-03-31,5939
37,建筑业,0.17,966.635312,2023-03-31,5939
38,批发和零售业,0.01,44.483276,2023-03-31,5939
39,电力、热力、燃气及水生产和供应业,0.01,36.82228,2023-03-31,5939
40,卫生和社会工作,0.0,7.352854,2023-03-31,5939
41,科学研究和技术服务业,0.0,2.01376,2023-03-31,5939
1,制造业,89.05,294149.496352,2024-12-31,5939
2,采矿业,1.63,5397.351512,2024-12-31,5939
3,科学研究和技术服务业,0.95,3140.998856,2024-12-31,5939
4,信息传输、软件和信息技术服务业,0.74,2447.487941,2024-12-31,5939
5,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,5939
6,制造业,85.52,304621.889176,2024-09-30,5939
7,采矿业,2.44,8701.681714,2024-09-30,5939
8,科学研究和技术服务业,0.68,2407.094268,2024-09-30,5939
9,信息传输、软件和信息技术服务业,0.45,1620.611494,2024-09-30,5939
10,房地产业,0.16,583.8179,2024-09-30,5939
11,制造业,82.81,272405.55815,2024-06-30,5939
12,采矿业,2.75,9056.201273,2024-06-30,5939
13,交通运输、仓储和邮政业,0.76,2504.3826,2024-06-30,5939
14,科学研究和技术服务业,0.3,988.2339,2024-06-30,5939
15,信息传输、软件和信息技术服务业,0.21,694.107952,2024-06-30,5939
16,电力、热力、燃气及水生产和供应业,0.03,104.5858,2024-06-30,5939
17,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,5939
18,制造业,83.65,296926.50182,2024-03-31,5939
19,采矿业,3.31,11747.746382,2024-03-31,5939
20,信息传输、软件和信息技术服务业,1.49,5287.124999,2024-03-31,5939
21,科学研究和技术服务业,0.06,205.380021,2024-03-31,5939
22,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,5939
23,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,5939
24,租赁和商务服务业,0.0,0.30976,2024-03-31,5939
1,制造业,86.32,343110.452643,2023-12-31,5940
2,信息传输、软件和信息技术服务业,2.43,9646.776158,2023-12-31,5940
3,建筑业,0.25,992.2679,2023-12-31,5940
4,交通运输、仓储和邮政业,0.23,922.947741,2023-12-31,5940
5,房地产业,0.22,865.4436,2023-12-31,5940
6,科学研究和技术服务业,0.11,441.908526,2023-12-31,5940
7,卫生和社会工作,0.09,360.0795,2023-12-31,5940
8,批发和零售业,0.0,3.93896,2023-12-31,5940
9,水利、环境和公共设施管理业,0.0,1.900211,2023-12-31,5940
10,租赁和商务服务业,0.0,0.3058,2023-12-31,5940
11,制造业,79.38,353271.614188,2023-09-30,5940
12,信息传输、软件和信息技术服务业,1.5,6662.789669,2023-09-30,5940
13,金融业,0.9,4015.1864,2023-09-30,5940
14,交通运输、仓储和邮政业,0.63,2824.6504,2023-09-30,5940
15,采矿业,0.52,2312.1288,2023-09-30,5940
16,建筑业,0.49,2176.600783,2023-09-30,5940
17,卫生和社会工作,0.35,1565.022546,2023-09-30,5940
18,科学研究和技术服务业,0.24,1049.632676,2023-09-30,5940
19,房地产业,0.2,885.7116,2023-09-30,5940
20,电力、热力、燃气及水生产和供应业,0.11,500.904897,2023-09-30,5940
21,批发和零售业,0.01,36.389412,2023-09-30,5940
22,水利、环境和公共设施管理业,0.0,4.560998,2023-09-30,5940
23,制造业,85.12,459881.710243,2023-06-30,5940
24,信息传输、软件和信息技术服务业,1.1,5916.318706,2023-06-30,5940
25,采矿业,0.35,1896.499,2023-06-30,5940
26,综合,0.09,495.1702,2023-06-30,5940
27,建筑业,0.08,453.570115,2023-06-30,5940
28,批发和零售业,0.0,8.392825,2023-06-30,5940
29,电力、热力、燃气及水生产和供应业,0.0,3.544747,2023-06-30,5940
30,卫生和社会工作,0.0,2.378286,2023-06-30,5940
31,水利、环境和公共设施管理业,0.0,2.256657,2023-06-30,5940
32,科学研究和技术服务业,0.0,1.439448,2023-06-30,5940
33,制造业,82.89,474724.749176,2023-03-31,5940
34,信息传输、软件和信息技术服务业,2.43,13928.660074,2023-03-31,5940
35,水利、环境和公共设施管理业,0.54,3078.660359,2023-03-31,5940
36,采矿业,0.22,1273.2508,2023-03-31,5940
37,建筑业,0.17,966.635312,2023-03-31,5940
38,批发和零售业,0.01,44.483276,2023-03-31,5940
39,电力、热力、燃气及水生产和供应业,0.01,36.82228,2023-03-31,5940
40,卫生和社会工作,0.0,7.352854,2023-03-31,5940
41,科学研究和技术服务业,0.0,2.01376,2023-03-31,5940
1,制造业,89.05,294149.496352,2024-12-31,5940
2,采矿业,1.63,5397.351512,2024-12-31,5940
3,科学研究和技术服务业,0.95,3140.998856,2024-12-31,5940
4,信息传输、软件和信息技术服务业,0.74,2447.487941,2024-12-31,5940
5,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,5940
6,制造业,85.52,304621.889176,2024-09-30,5940
7,采矿业,2.44,8701.681714,2024-09-30,5940
8,科学研究和技术服务业,0.68,2407.094268,2024-09-30,5940
9,信息传输、软件和信息技术服务业,0.45,1620.611494,2024-09-30,5940
10,房地产业,0.16,583.8179,2024-09-30,5940
11,制造业,82.81,272405.55815,2024-06-30,5940
12,采矿业,2.75,9056.201273,2024-06-30,5940
13,交通运输、仓储和邮政业,0.76,2504.3826,2024-06-30,5940
14,科学研究和技术服务业,0.3,988.2339,2024-06-30,5940
15,信息传输、软件和信息技术服务业,0.21,694.107952,2024-06-30,5940
16,电力、热力、燃气及水生产和供应业,0.03,104.5858,2024-06-30,5940
17,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,5940
18,制造业,83.65,296926.50182,2024-03-31,5940
19,采矿业,3.31,11747.746382,2024-03-31,5940
20,信息传输、软件和信息技术服务业,1.49,5287.124999,2024-03-31,5940
21,科学研究和技术服务业,0.06,205.380021,2024-03-31,5940
22,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,5940
23,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,5940
24,租赁和商务服务业,0.0,0.30976,2024-03-31,5940
1,制造业,79.33,23925.527479,2023-12-31,6025
2,信息传输、软件和信息技术服务业,9.83,2965.610529,2023-12-31,6025
3,房地产业,4.84,1460.18203,2023-12-31,6025
4,科学研究和技术服务业,0.05,16.226842,2023-12-31,6025
5,交通运输、仓储和邮政业,0.02,6.134458,2023-12-31,6025
6,批发和零售业,0.02,5.277191,2023-12-31,6025
7,租赁和商务服务业,0.01,3.69814,2023-12-31,6025
8,水利、环境和公共设施管理业,0.01,2.216039,2023-12-31,6025
9,制造业,81.21,24695.35734,2023-09-30,6025
10,信息传输、软件和信息技术服务业,9.08,2762.537267,2023-09-30,6025
11,批发和零售业,0.02,5.590628,2023-09-30,6025
12,水利、环境和公共设施管理业,0.01,2.389367,2023-09-30,6025
13,科学研究和技术服务业,0.01,2.303936,2023-09-30,6025
14,建筑业,0.0,0.299575,2023-09-30,6025
15,制造业,83.49,24935.131113,2023-06-30,6025
16,信息传输、软件和信息技术服务业,9.97,2976.949535,2023-06-30,6025
17,批发和零售业,0.04,11.21615,2023-06-30,6025
18,科学研究和技术服务业,0.03,8.826573,2023-06-30,6025
19,水利、环境和公共设施管理业,0.02,4.584551,2023-06-30,6025
20,建筑业,0.01,3.136136,2023-06-30,6025
21,制造业,73.85,10927.918138,2023-03-31,6025
22,信息传输、软件和信息技术服务业,20.25,2996.617666,2023-03-31,6025
23,批发和零售业,0.02,2.324714,2023-03-31,6025
24,建筑业,0.01,1.27094,2023-03-31,6025
1,制造业,71.43,155442.353677,2024-12-31,6025
2,信息传输、软件和信息技术服务业,12.55,27302.058743,2024-12-31,6025
3,房地产业,8.64,18803.684,2024-12-31,6025
4,交通运输、仓储和邮政业,0.02,42.020445,2024-12-31,6025
5,科学研究和技术服务业,0.01,11.725244,2024-12-31,6025
6,水利、环境和公共设施管理业,0.0,0.566832,2024-12-31,6025
7,制造业,77.55,42212.937615,2024-09-30,6025
8,信息传输、软件和信息技术服务业,8.26,4496.486818,2024-09-30,6025
9,房地产业,7.29,3970.204007,2024-09-30,6025
10,科学研究和技术服务业,0.02,10.494852,2024-09-30,6025
11,水利、环境和公共设施管理业,0.0,0.594272,2024-09-30,6025
12,制造业,75.9,26539.697092,2024-06-30,6025
13,信息传输、软件和信息技术服务业,8.65,3022.811112,2024-06-30,6025
14,房地产业,8.58,3001.634328,2024-06-30,6025
15,水利、环境和公共设施管理业,0.0,0.625632,2024-06-30,6025
16,制造业,74.15,17171.451543,2024-03-31,6025
17,信息传输、软件和信息技术服务业,10.26,2374.930151,2024-03-31,6025
18,房地产业,9.5,2200.793664,2024-03-31,6025
19,科学研究和技术服务业,0.08,19.034092,2024-03-31,6025
20,水利、环境和公共设施管理业,0.03,7.253073,2024-03-31,6025
21,交通运输、仓储和邮政业,0.02,4.76927,2024-03-31,6025
22,批发和零售业,0.02,4.623666,2024-03-31,6025
23,租赁和商务服务业,0.01,3.345136,2024-03-31,6025
1,医疗保健,3.31,20395092.8,2023-12-31,6154
2,制造业,83.46,51370.93029,2023-12-31,6154
3,科学研究和技术服务业,6.94,4272.926676,2023-12-31,6154
4,信息传输、软件和信息技术服务业,0.02,14.886491,2023-12-31,6154
5,水利、环境和公共设施管理业,0.01,3.259376,2023-12-31,6154
6,交通运输、仓储和邮政业,0.0,2.404359,2023-12-31,6154
7,批发和零售业,0.0,1.95372,2023-12-31,6154
8,租赁和商务服务业,0.0,0.3058,2023-12-31,6154
9,医疗保健,7.22,51450356.98,2023-09-30,6154
10,通信服务,0.5,3581496.13,2023-09-30,6154
11,信息技术,0.5,3539721.02,2023-09-30,6154
12,制造业,73.11,52077.269314,2023-09-30,6154
13,科学研究和技术服务业,7.06,5030.404514,2023-09-30,6154
14,信息传输、软件和信息技术服务业,5.8,4130.968093,2023-09-30,6154
15,批发和零售业,0.01,8.78514,2023-09-30,6154
16,水利、环境和公共设施管理业,0.01,4.560998,2023-09-30,6154
17,卫生和社会工作,0.0,2.118546,2023-09-30,6154
18,交通运输、仓储和邮政业,0.0,1.434222,2023-09-30,6154
19,建筑业,0.0,0.867184,2023-09-30,6154
20,医疗保健,5.67,48660716.82,2023-06-30,6154
21,制造业,76.74,65861.085135,2023-06-30,6154
22,信息传输、软件和信息技术服务业,6.08,5219.398612,2023-06-30,6154
23,科学研究和技术服务业,4.19,3593.220323,2023-06-30,6154
24,采矿业,1.49,1276.110766,2023-06-30,6154
25,批发和零售业,0.02,15.106542,2023-06-30,6154
26,水利、环境和公共设施管理业,0.01,9.479079,2023-06-30,6154
27,卫生和社会工作,0.0,2.378286,2023-06-30,6154
28,交通运输、仓储和邮政业,0.0,1.31967,2023-06-30,6154
29,建筑业,0.0,0.814064,2023-06-30,6154
30,信息技术,3.12,31897664.33,2023-03-31,6154
31,医疗保健,2.99,30650914.16,2023-03-31,6154
32,制造业,74.77,76546.80602,2023-03-31,6154
33,信息传输、软件和信息技术服务业,6.76,6920.224098,2023-03-31,6154
34,采矿业,3.03,3097.359866,2023-03-31,6154
35,科学研究和技术服务业,2.59,2656.366205,2023-03-31,6154
36,批发和零售业,0.04,36.500464,2023-03-31,6154
37,水利、环境和公共设施管理业,0.01,10.346959,2023-03-31,6154
38,建筑业,0.01,7.732912,2023-03-31,6154
39,交通运输、仓储和邮政业,0.0,1.611886,2023-03-31,6154
40,电力、热力、燃气及水生产和供应业,0.0,0.66196,2023-03-31,6154
1,医疗保健,10.92,47942155.75,2024-12-31,6154
2,信息技术,6.13,26916945.39,2024-12-31,6154
3,原材料,1.92,8418157.36,2024-12-31,6154
4,制造业,60.1,26377.69317,2024-12-31,6154
5,科学研究和技术服务业,5.72,2510.610176,2024-12-31,6154
6,农、林、牧、渔业,3.02,1323.6006,2024-12-31,6154
7,信息传输、软件和信息技术服务业,2.86,1255.261452,2024-12-31,6154
8,交通运输、仓储和邮政业,1.06,465.95788,2024-12-31,6154
9,医疗保健,5.7,27189780.12,2024-09-30,6154
10,信息技术,3.33,15902525.58,2024-09-30,6154
11,制造业,75.51,36048.33424,2024-09-30,6154
12,科学研究和技术服务业,5.72,2730.018848,2024-09-30,6154
13,农、林、牧、渔业,0.95,453.3688,2024-09-30,6154
14,信息传输、软件和信息技术服务业,0.02,9.483372,2024-09-30,6154
15,医疗保健,4.4,17235674.3,2024-06-30,6154
16,信息技术,0.05,213859.18,2024-06-30,6154
17,制造业,86.04,33736.26063,2024-06-30,6154
18,科学研究和技术服务业,3.86,1512.084845,2024-06-30,6154
19,信息传输、软件和信息技术服务业,0.01,4.033368,2024-06-30,6154
20,水利、环境和公共设施管理业,0.0,1.150716,2024-06-30,6154
21,医疗保健,5.24,28169137.5,2024-03-31,6154
22,非日常生活消费品,0.49,2639148.36,2024-03-31,6154
23,制造业,82.46,44288.780471,2024-03-31,6154
24,科学研究和技术服务业,6.2,3329.388911,2024-03-31,6154
25,信息传输、软件和信息技术服务业,0.02,8.866197,2024-03-31,6154
26,水利、环境和公共设施管理业,0.0,0.909181,2024-03-31,6154
27,交通运输、仓储和邮政业,0.0,0.853695,2024-03-31,6154
28,租赁和商务服务业,0.0,0.30976,2024-03-31,6154
1,制造业,84.44,87661.700633,2023-12-31,6250
2,科学研究和技术服务业,3.02,3130.459596,2023-12-31,6250
3,信息传输、软件和信息技术服务业,1.03,1067.46365,2023-12-31,6250
4,采矿业,0.12,123.838656,2023-12-31,6250
5,租赁和商务服务业,0.08,85.494184,2023-12-31,6250
6,制造业,73.66,77454.428691,2023-09-30,6250
7,科学研究和技术服务业,2.99,3139.7625,2023-09-30,6250
8,信息传输、软件和信息技术服务业,2.23,2339.9344,2023-09-30,6250
9,电力、热力、燃气及水生产和供应业,0.95,1004.033696,2023-09-30,6250
10,采矿业,0.14,146.243676,2023-09-30,6250
11,房地产业,0.05,52.715125,2023-09-30,6250
12,制造业,82.31,100537.21488,2023-06-30,6250
13,信息传输、软件和信息技术服务业,3.65,4463.502437,2023-06-30,6250
14,采矿业,0.15,185.961666,2023-06-30,6250
15,制造业,88.94,109769.845987,2023-03-31,6250
16,信息传输、软件和信息技术服务业,2.93,3617.8065,2023-03-31,6250
17,采矿业,1.86,2299.8976,2023-03-31,6250
1,制造业,89.78,61826.514129,2024-12-31,6250
2,信息传输、软件和信息技术服务业,2.58,1780.178324,2024-12-31,6250
3,采矿业,0.07,51.04,2024-12-31,6250
4,制造业,92.35,75995.917872,2024-09-30,6250
5,科学研究和技术服务业,1.54,1266.123495,2024-09-30,6250
6,电力、热力、燃气及水生产和供应业,0.39,324.658515,2024-09-30,6250
7,采矿业,0.07,60.608,2024-09-30,6250
8,信息传输、软件和信息技术服务业,0.02,18.995445,2024-09-30,6250
9,制造业,86.21,62794.713634,2024-06-30,6250
10,科学研究和技术服务业,1.6,1167.350661,2024-06-30,6250
11,采矿业,0.07,48.032,2024-06-30,6250
12,信息传输、软件和信息技术服务业,0.02,12.776939,2024-06-30,6250
13,制造业,76.5,67166.170089,2024-03-31,6250
14,科学研究和技术服务业,3.25,2849.322006,2024-03-31,6250
15,信息传输、软件和信息技术服务业,0.31,272.532087,2024-03-31,6250
16,采矿业,0.18,158.920632,2024-03-31,6250
17,租赁和商务服务业,0.09,83.373336,2024-03-31,6250
1,制造业,65.63,675.76191,2023-12-31,6271
2,信息传输、软件和信息技术服务业,12.68,130.6072,2023-12-31,6271
3,金融业,4.15,42.7604,2023-12-31,6271
4,房地产业,1.06,10.89,2023-12-31,6271
5,科学研究和技术服务业,0.97,10.0198,2023-12-31,6271
6,制造业,49.98,556.612953,2023-09-30,6271
7,信息传输、软件和信息技术服务业,28.39,316.19485,2023-09-30,6271
8,金融业,4.36,48.5062,2023-09-30,6271
9,租赁和商务服务业,2.05,22.88,2023-09-30,6271
10,制造业,49.88,621.69002,2023-06-30,6271
11,信息传输、软件和信息技术服务业,38.1,474.86974,2023-06-30,6271
12,建筑业,1.32,16.45,2023-06-30,6271
13,租赁和商务服务业,1.09,13.62,2023-06-30,6271
14,制造业,45.09,521.086982,2023-03-31,6271
15,信息传输、软件和信息技术服务业,40.25,465.142,2023-03-31,6271
16,建筑业,4.01,46.284,2023-03-31,6271
17,文化、体育和娱乐业,1.37,15.86,2023-03-31,6271
1,制造业,64.8,666.900001,2024-12-31,6271
2,信息传输、软件和信息技术服务业,9.8,100.8144,2024-12-31,6271
3,批发和零售业,2.04,21.03,2024-12-31,6271
4,金融业,2.0,20.5403,2024-12-31,6271
5,采矿业,1.76,18.15,2024-12-31,6271
6,交通运输、仓储和邮政业,1.61,16.5473,2024-12-31,6271
7,教育,0.86,8.8326,2024-12-31,6271
8,租赁和商务服务业,0.82,8.436,2024-12-31,6271
9,卫生和社会工作,0.32,3.3036,2024-12-31,6271
10,制造业,72.16,768.57654,2024-09-30,6271
11,信息传输、软件和信息技术服务业,7.15,76.1397,2024-09-30,6271
12,采矿业,2.08,22.1471,2024-09-30,6271
13,交通运输、仓储和邮政业,1.98,21.131,2024-09-30,6271
14,金融业,1.8,19.2198,2024-09-30,6271
15,批发和零售业,1.59,16.929,2024-09-30,6271
16,住宿和餐饮业,1.41,15.0384,2024-09-30,6271
17,电力、热力、燃气及水生产和供应业,1.06,11.265,2024-09-30,6271
18,房地产业,0.5,5.3108,2024-09-30,6271
19,制造业,48.44,458.48944,2024-06-30,6271
20,信息传输、软件和信息技术服务业,12.94,122.4375,2024-06-30,6271
21,金融业,7.55,71.414,2024-06-30,6271
22,交通运输、仓储和邮政业,3.25,30.7329,2024-06-30,6271
23,批发和零售业,2.53,23.945,2024-06-30,6271
24,住宿和餐饮业,2.46,23.2569,2024-06-30,6271
25,电力、热力、燃气及水生产和供应业,2.15,20.372,2024-06-30,6271
26,采矿业,1.0,9.471,2024-06-30,6271
27,制造业,58.75,584.847317,2024-03-31,6271
28,信息传输、软件和信息技术服务业,12.36,123.004,2024-03-31,6271
29,金融业,8.45,84.1189,2024-03-31,6271
30,电力、热力、燃气及水生产和供应业,2.81,27.996,2024-03-31,6271
