fund_code,date,subscription,redemption,total_shares,net_asset,nav_change_rate,year,quarter
007049,2022-09-30,0.0,0.01,0.13,0.16,-12.04%,2022,3
007049,2022-06-30,0.0,0.27,0.15,0.18,-63.80%,2022,2
007049,2022-03-31,0.0,0.11,0.41,0.5,-22.35%,2022,1
007049,2021-12-31,0.0,0.29,0.52,0.65,-34.74%,2021,4
007049,2021-09-30,0.0,2.29,0.81,0.99,-73.82%,2021,3
007049,2021-06-30,0.09,0.87,3.09,3.8,-19.42%,2021,2
007049,2021-03-31,4.51,4.9,3.88,4.71,-9.53%,2021,1
007049,2020-12-31,0.01,0.42,4.27,5.21,-3.68%,2020,4
007049,2020-09-30,4.35,0.07,4.68,5.41,1053.75%,2020,3
007049,2020-06-30,0.0,0.33,0.41,0.47,-40.63%,2020,2
007049,2020-03-31,0.03,0.22,0.74,0.79,-20.21%,2020,1
007049,2019-12-31,0.02,0.66,0.93,0.99,-40.57%,2019,4
007049,2019-09-30,0.06,0.73,1.57,1.67,-29.73%,2019,3
007049,2019-06-30,2.1,0.96,2.25,2.37,104.32%,2019,2
007049,2019-03-31,1.11,0.0,1.11,1.16,---,2019,1
007113,2026-06-30,1.36,0.88,2.12,7.41,139.30%,2026,2
007113,2026-03-31,0.92,0.97,1.64,3.1,-6.97%,2026,1
007113,2025-12-31,1.04,0.96,1.69,3.33,17.59%,2025,4
007113,2025-09-30,1.23,0.98,1.61,2.83,107.41%,2025,3
007113,2025-06-30,0.05,0.07,1.36,1.36,2.64%,2025,2
007113,2025-03-31,0.05,0.1,1.38,1.33,-0.22%,2025,1
007113,2024-12-31,0.18,0.19,1.43,1.33,3.80%,2024,4
007113,2024-09-30,0.02,0.06,1.44,1.28,8.30%,2024,3
007113,2024-06-30,0.01,0.03,1.48,1.19,-1.66%,2024,2
007113,2024-03-31,0.02,0.04,1.51,1.21,-2.58%,2024,1
007113,2023-12-31,0.01,0.05,1.53,1.24,-9.27%,2023,4
007113,2023-09-30,0.03,0.04,1.56,1.36,-19.60%,2023,3
007113,2023-06-30,0.04,0.08,1.58,1.7,2.70%,2023,2
007113,2023-03-31,0.04,0.07,1.61,1.65,4.17%,2023,1
007113,2022-12-31,0.05,0.06,1.64,1.59,-7.27%,2022,4
007113,2022-09-30,0.04,0.08,1.65,1.71,-19.61%,2022,3
007113,2022-06-30,0.05,0.08,1.7,2.13,7.73%,2022,2
007113,2022-03-31,0.06,0.18,1.73,1.97,-25.09%,2022,1
007113,2021-12-31,0.08,0.23,1.86,2.64,-9.74%,2021,4
007113,2021-09-30,0.33,0.79,2.0,2.92,-23.49%,2021,3
007113,2021-06-30,0.24,0.43,2.46,3.82,-10.66%,2021,2
007113,2021-03-31,0.43,1.18,2.66,4.27,-21.15%,2021,1
007113,2020-12-31,1.01,1.72,3.41,5.42,-4.46%,2020,4
007113,2020-09-30,0.8,8.82,4.12,5.67,-57.91%,2020,3
007113,2020-06-30,0.61,4.47,12.14,13.47,-14.88%,2020,2
007113,2020-03-31,7.78,22.06,16.0,15.83,-52.71%,2020,1
007113,2019-12-31,,0.0,30.29,33.46,10.49%,2019,4
007113,2019-11-01,,,30.29,30.29,---,2019,4
007114,2026-06-30,3.78,4.6,3.53,12.17,50.07%,2026,2
007114,2026-03-31,6.82,5.93,4.35,8.11,20.64%,2026,1
007114,2025-12-31,6.5,5.27,3.47,6.72,73.37%,2025,4
007114,2025-09-30,5.63,3.71,2.23,3.88,1145.91%,2025,3
007114,2025-06-30,0.26,0.24,0.31,0.31,12.95%,2025,2
007114,2025-03-31,0.23,0.17,0.29,0.28,32.43%,2025,1
007114,2024-12-31,0.21,0.19,0.23,0.21,16.68%,2024,4
007114,2024-09-30,0.09,0.08,0.2,0.18,18.72%,2024,3
007114,2024-06-30,0.05,0.37,0.19,0.15,-63.09%,2024,2
007114,2024-03-31,0.34,0.03,0.51,0.41,158.20%,2024,1
007114,2023-12-31,0.02,0.25,0.2,0.16,-57.66%,2023,4
007114,2023-09-30,0.03,0.02,0.43,0.37,-16.47%,2023,3
007114,2023-06-30,0.03,0.06,0.42,0.45,-1.70%,2023,2
007114,2023-03-31,0.04,0.02,0.45,0.45,8.41%,2023,1
007114,2022-12-31,0.04,0.02,0.43,0.42,-2.30%,2022,4
007114,2022-09-30,0.08,0.03,0.42,0.43,-4.69%,2022,3
007114,2022-06-30,0.21,0.05,0.36,0.45,91.59%,2022,2
007114,2022-03-31,0.05,0.04,0.21,0.23,-16.66%,2022,1
007114,2021-12-31,0.09,0.07,0.2,0.28,7.92%,2021,4
007114,2021-09-30,0.16,0.18,0.18,0.26,-17.45%,2021,3
007114,2021-06-30,0.1,0.13,0.2,0.32,-18.36%,2021,2
007114,2021-03-31,0.25,0.36,0.24,0.39,-31.50%,2021,1
007114,2020-12-31,0.64,0.47,0.36,0.56,123.05%,2020,4
007114,2020-09-30,0.36,0.37,0.18,0.25,14.15%,2020,3
007114,2020-06-30,0.04,0.23,0.2,0.22,-42.32%,2020,2
007114,2020-03-31,0.38,0.16,0.39,0.38,99.63%,2020,1
007114,2019-12-31,,0.0,0.17,0.19,10.45%,2019,4
007114,2019-11-01,,,0.17,0.17,---,2019,4
007305,2026-06-30,0.01,0.01,0.36,1.54,94.57%,2026,2
007305,2026-03-31,,0.01,0.35,0.79,1.38%,2026,1
007305,2025-12-31,,0.01,0.36,0.78,-3.59%,2025,4
007305,2025-09-30,,0.06,0.37,0.81,25.03%,2025,3
007305,2025-06-30,,0.15,0.44,0.65,-23.05%,2025,2
007305,2025-03-31,,0.0,0.59,0.84,-2.25%,2025,1
007305,2024-12-31,,0.0,0.59,0.86,3.74%,2024,4
007305,2024-09-30,,0.08,0.6,0.83,-1.43%,2024,3
007305,2024-06-30,0.01,0.07,0.68,0.84,-20.31%,2024,2
007305,2024-03-31,,0.02,0.75,1.06,-7.08%,2024,1
007305,2023-12-31,,0.0,0.77,1.14,-7.75%,2023,4
007305,2023-09-30,,0.01,0.77,1.23,-9.66%,2023,3
007305,2023-06-30,0.05,0.18,0.78,1.37,-16.00%,2023,2
007305,2023-03-31,,0.0,0.9,1.63,10.40%,2023,1
007305,2022-12-31,0.17,0.24,0.9,1.47,-12.24%,2022,4
007305,2022-09-30,,0.38,0.97,1.68,-29.25%,2022,3
007305,2022-06-30,0.24,0.15,1.35,2.37,11.36%,2022,2
007305,2022-03-31,,0.06,1.26,2.13,-27.45%,2022,1
007305,2021-12-31,0.18,0.03,1.32,2.93,26.86%,2021,4
007305,2021-09-30,0.03,0.15,1.17,2.31,-13.16%,2021,3
007305,2021-06-30,0.03,0.25,1.29,2.66,-2.88%,2021,2
007305,2021-03-31,0.24,0.34,1.51,2.74,-10.26%,2021,1
007305,2020-12-31,0.13,0.42,1.6,3.06,1.89%,2020,4
007305,2020-09-30,0.19,0.17,1.9,3.0,18.11%,2020,3
007305,2020-06-30,0.08,0.12,1.88,2.54,26.90%,2020,2
007305,2020-03-31,0.24,0.33,1.92,2.0,-5.93%,2020,1
007305,2019-12-31,0.26,0.4,2.01,2.13,-0.84%,2019,4
007305,2019-09-27,,,2.15,2.15,---,2019,3
007340,2026-06-30,0.74,1.49,3.82,17.26,41.99%,2026,2
007340,2026-03-31,0.29,0.69,4.57,12.15,-8.60%,2026,1
007340,2025-12-31,0.27,0.73,4.97,13.3,-9.13%,2025,4
007340,2025-09-30,0.49,1.6,5.43,14.63,31.47%,2025,3
007340,2025-06-30,0.18,0.38,6.54,11.13,-5.67%,2025,2
007340,2025-03-31,0.26,0.71,6.74,11.8,-12.04%,2025,1
007340,2024-12-31,0.93,2.88,7.2,13.41,-22.07%,2024,4
007340,2024-09-30,1.69,0.69,9.15,17.21,23.16%,2024,3
007340,2024-06-30,0.11,0.27,8.15,13.98,-2.74%,2024,2
007340,2024-03-31,0.48,1.41,8.31,14.37,-6.11%,2024,1
007340,2023-12-31,0.49,0.51,9.24,15.31,-6.00%,2023,4
007340,2023-09-30,0.37,0.76,9.25,16.28,-22.56%,2023,3
007340,2023-06-30,0.47,0.45,9.64,21.03,-1.22%,2023,2
007340,2023-03-31,0.31,1.29,9.61,21.29,-12.59%,2023,1
007340,2022-12-31,1.29,0.48,10.59,24.35,2.57%,2022,4
007340,2022-09-30,1.01,0.59,9.77,23.74,-4.71%,2022,3
007340,2022-06-30,0.5,0.97,9.35,24.91,2.67%,2022,2
007340,2022-03-31,2.6,0.83,9.83,24.27,-2.33%,2022,1
007340,2021-12-31,1.17,0.84,8.06,24.85,3.48%,2021,4
007340,2021-09-30,3.58,2.52,7.74,24.01,24.15%,2021,3
007340,2021-06-30,0.79,1.09,6.68,19.34,19.12%,2021,2
007340,2021-03-31,3.0,2.67,6.97,16.24,-1.26%,2021,1
007340,2020-12-31,2.79,0.35,6.63,16.44,76.11%,2020,4
007340,2020-09-30,,0.62,4.19,9.34,-4.62%,2020,3
007340,2020-06-30,,0.59,4.82,9.79,20.32%,2020,2
007340,2020-03-31,,1.48,5.4,8.14,-19.28%,2020,1
007340,2019-12-31,,1.16,6.89,10.08,3.55%,2019,4
007340,2019-09-30,,1.67,8.04,9.73,-2.04%,2019,3
007340,2019-08-02,,,,9.94,-0.36%,2019,3
007340,2019-07-26,,,,9.97,1.55%,2019,3
007340,2019-07-19,,,,9.82,0.48%,2019,3
007340,2019-07-12,,,,9.77,-0.46%,2019,3
007340,2019-07-05,,,,9.82,0.31%,2019,3
007340,2019-06-30,,,,9.79,0.00%,2019,2
007340,2019-06-28,,,,9.79,0.48%,2019,2
007340,2019-06-21,,,,9.74,0.40%,2019,2
007340,2019-06-14,,,,9.7,0.11%,2019,2
007340,2019-06-06,,,,9.69,-0.20%,2019,2
007340,2019-05-31,,,,9.71,-0.01%,2019,2
007340,2019-05-24,,,,9.71,-0.01%,2019,2
007340,2019-05-17,,,,9.71,-0.01%,2019,2
007340,2019-05-10,,,,9.71,-0.01%,2019,2
007340,2019-05-06,,,9.72,9.72,---,2019,2
007341,2026-06-30,0.37,0.3,0.52,2.21,93.25%,2026,2
007341,2026-03-31,0.09,0.15,0.45,1.14,-11.75%,2026,1
007341,2025-12-31,0.13,0.13,0.51,1.29,-0.71%,2025,4
007341,2025-09-30,0.18,0.31,0.51,1.3,25.80%,2025,3
007341,2025-06-30,0.08,0.78,0.64,1.04,-53.75%,2025,2
007341,2025-03-31,0.1,0.1,1.35,2.24,-6.74%,2025,1
007341,2024-12-31,0.19,0.69,1.35,2.4,-28.21%,2024,4
007341,2024-09-30,0.75,0.83,1.86,3.35,5.34%,2024,3
007341,2024-06-30,0.18,0.11,1.93,3.18,2.88%,2024,2
007341,2024-03-31,0.15,0.11,1.86,3.09,6.68%,2024,1
007341,2023-12-31,0.49,0.06,1.81,2.89,23.12%,2023,4
007341,2023-09-30,0.15,0.06,1.38,2.35,-13.58%,2023,3
007341,2023-06-30,0.44,0.07,1.29,2.72,38.00%,2023,2
007341,2023-03-31,0.13,0.07,0.92,1.97,3.21%,2023,1
007341,2022-12-31,0.07,1.14,0.86,1.91,-57.93%,2022,4
007341,2022-09-30,0.13,0.09,1.92,4.54,-7.06%,2022,3
007341,2022-06-30,0.06,0.09,1.88,4.89,6.14%,2022,2
007341,2022-03-31,1.83,0.47,1.91,4.6,180.04%,2022,1
007341,2021-12-31,0.17,0.13,0.54,1.64,8.16%,2021,4
007341,2021-09-30,0.49,0.42,0.5,1.52,24.78%,2021,3
007341,2021-06-30,0.3,0.15,0.43,1.22,89.47%,2021,2
007341,2021-03-31,0.21,0.13,0.28,0.64,28.74%,2021,1
007341,2020-12-31,0.11,0.01,0.2,0.5,118.53%,2020,4
007341,2020-09-30,,0.01,0.1,0.23,-0.95%,2020,3
007341,2020-06-30,,0.01,0.11,0.23,28.41%,2020,2
007341,2020-03-31,,0.02,0.12,0.18,-12.56%,2020,1
007341,2019-12-31,,0.01,0.14,0.21,11.53%,2019,4
007341,2019-09-30,,0.02,0.15,0.18,6.66%,2019,3
007341,2019-08-02,,,,0.17,-0.37%,2019,3
007341,2019-07-26,,,,0.17,1.54%,2019,3
007341,2019-07-19,,,,0.17,0.46%,2019,3
007341,2019-07-12,,,,0.17,-0.48%,2019,3
007341,2019-07-05,,,,0.17,0.30%,2019,3
007341,2019-06-30,,,,0.17,0.00%,2019,2
007341,2019-06-28,,,,0.17,0.47%,2019,2
007341,2019-06-21,,,,0.17,0.39%,2019,2
007341,2019-06-14,,,,0.17,0.09%,2019,2
007341,2019-06-06,,,,0.17,-0.22%,2019,2
007341,2019-05-31,,,,0.17,-0.03%,2019,2
007341,2019-05-24,,,,0.17,-0.03%,2019,2
007341,2019-05-17,,,,0.17,-0.03%,2019,2
007341,2019-05-10,,,,0.17,-0.02%,2019,2
007341,2019-05-06,,,0.17,0.17,---,2019,2
007343,2026-06-30,3.39,3.55,10.58,78.02,105.75%,2026,2
007343,2026-03-31,3.63,2.18,10.75,37.92,20.45%,2026,1
007343,2025-12-31,1.88,2.49,9.29,31.48,-12.12%,2025,4
007343,2025-09-30,3.62,6.0,9.9,35.82,6.39%,2025,3
007343,2025-06-30,2.6,2.55,12.28,33.67,1.00%,2025,2
007343,2025-03-31,7.62,2.09,12.23,33.34,116.72%,2025,1
007343,2024-12-31,1.28,0.79,6.71,15.38,11.75%,2024,4
007343,2024-09-30,0.33,0.58,6.22,13.76,20.64%,2024,3
007343,2024-06-30,0.23,0.22,6.47,11.41,1.51%,2024,2
007343,2024-03-31,0.19,0.31,6.45,11.24,-8.45%,2024,1
007343,2023-12-31,0.17,0.22,6.57,12.28,0.68%,2023,4
007343,2023-09-30,0.17,0.24,6.62,12.19,-6.40%,2023,3
007343,2023-06-30,0.95,0.3,6.69,13.03,2.96%,2023,2
007343,2023-03-31,0.22,1.89,6.03,12.65,-16.01%,2023,1
007343,2022-12-31,1.05,1.66,7.69,15.07,-9.89%,2022,4
007343,2022-09-30,1.59,0.57,8.3,16.72,1.07%,2022,3
007343,2022-06-30,0.31,0.55,7.28,16.54,8.10%,2022,2
007343,2022-03-31,1.45,0.79,7.53,15.3,-13.04%,2022,1
007343,2021-12-31,0.63,0.65,6.87,17.6,0.25%,2021,4
007343,2021-09-30,2.32,1.57,6.88,17.55,12.51%,2021,3
007343,2021-06-30,0.86,0.65,6.13,15.6,21.71%,2021,2
007343,2021-03-31,2.15,1.15,5.91,12.82,13.05%,2021,1
007343,2020-12-31,0.72,0.27,4.92,11.34,30.40%,2020,4
007343,2020-09-30,,0.6,4.47,8.7,1.27%,2020,3
007343,2020-06-30,,0.6,5.07,8.59,22.35%,2020,2
007343,2020-03-31,,2.0,5.67,7.02,-26.48%,2020,1
007343,2019-12-31,,1.05,7.67,9.55,0.87%,2019,4
007343,2019-09-30,,1.16,8.73,9.46,-4.98%,2019,3
007343,2019-08-02,,,,9.96,-0.52%,2019,3
007343,2019-07-26,,,,10.01,1.83%,2019,3
007343,2019-07-19,,,,9.83,-0.05%,2019,3
007343,2019-07-12,,,,9.83,-0.79%,2019,3
007343,2019-07-05,,,,9.91,0.19%,2019,3
007343,2019-06-30,,,,9.89,0.00%,2019,2
007343,2019-06-28,,,,9.89,0.05%,2019,2
007343,2019-06-21,,,,9.89,0.64%,2019,2
007343,2019-06-14,,,,9.83,0.13%,2019,2
007343,2019-06-06,,,,9.81,-0.11%,2019,2
007343,2019-05-31,,,,9.82,0.08%,2019,2
007343,2019-05-24,,,,9.82,-0.52%,2019,2
007343,2019-05-17,,,,9.87,-0.19%,2019,2
007343,2019-05-10,,,,9.89,0.00%,2019,2
007343,2019-05-07,,,9.89,9.89,---,2019,2
007346,2026-06-30,1.51,1.99,4.52,34.02,61.37%,2026,2
007346,2026-03-31,0.84,1.34,4.99,21.08,-7.89%,2026,1
007346,2025-12-31,1.33,1.34,5.49,22.89,-0.19%,2025,4
007346,2025-09-30,2.6,2.31,5.51,22.94,76.42%,2025,3
007346,2025-06-30,0.26,0.97,5.22,13.0,-9.02%,2025,2
007346,2025-03-31,0.66,1.45,5.92,14.29,-9.19%,2025,1
007346,2024-12-31,0.75,4.2,6.71,15.74,-33.58%,2024,4
007346,2024-09-30,0.27,1.57,10.16,23.69,-4.99%,2024,3
007346,2024-06-30,0.21,3.09,11.46,24.94,-19.49%,2024,2
007346,2024-03-31,1.41,2.79,14.34,30.97,-15.74%,2024,1
007346,2023-12-31,1.3,2.4,15.71,36.75,-10.37%,2023,4
007346,2023-09-30,2.68,5.91,16.81,41.01,-25.53%,2023,3
007346,2023-06-30,10.09,7.25,20.05,55.06,13.79%,2023,2
007346,2023-03-31,11.07,1.18,17.21,48.39,173.28%,2023,1
007346,2022-12-31,3.61,0.72,7.32,17.71,70.89%,2022,4
007346,2022-09-30,1.25,0.35,4.43,10.36,25.27%,2022,3
007346,2022-06-30,0.36,1.03,3.54,8.27,-9.94%,2022,2
007346,2022-03-31,0.62,0.27,4.22,9.18,-16.35%,2022,1
007346,2021-12-31,0.55,0.32,3.86,10.98,12.90%,2021,4
007346,2021-09-30,0.75,0.64,3.64,9.72,2.50%,2021,3
007346,2021-06-30,0.33,0.38,3.53,9.49,21.26%,2021,2
007346,2021-03-31,0.73,0.7,3.58,7.82,-6.95%,2021,1
007346,2020-12-31,0.5,0.29,3.55,8.41,25.38%,2020,4
007346,2020-09-30,,0.54,3.35,6.71,-12.38%,2020,3
007346,2020-06-30,,0.57,3.89,7.65,24.77%,2020,2
007346,2020-03-31,,2.39,4.47,6.13,-32.34%,2020,1
007346,2019-12-31,,1.62,6.85,9.07,-0.80%,2019,4
007346,2019-09-30,,1.41,8.48,9.14,-7.30%,2019,3
007346,2019-07-19,,,,9.86,-0.13%,2019,3
007346,2019-07-12,,,,9.87,-0.17%,2019,3
007346,2019-07-05,,,,9.89,0.22%,2019,3
007346,2019-06-30,,,9.89,9.87,0.00%,2019,2
007346,2019-06-28,,,,9.87,-0.10%,2019,2
007346,2019-06-21,,,,9.88,0.20%,2019,2
007346,2019-06-14,,,,9.86,-0.01%,2019,2
007346,2019-06-06,,,,9.86,-0.06%,2019,2
007346,2019-05-31,,,,9.86,-0.01%,2019,2
007346,2019-05-24,,,,9.86,-0.07%,2019,2
007346,2019-05-17,,,,9.87,-0.06%,2019,2
007346,2019-05-10,,,,9.88,-0.09%,2019,2
007346,2019-04-29,,,9.89,9.89,---,2019,2
007349,2026-06-30,1.08,1.48,4.28,16.69,98.56%,2026,2
007349,2026-03-31,0.37,0.6,4.67,8.4,-8.13%,2026,1
007349,2025-12-31,0.75,0.66,4.9,9.15,0.29%,2025,4
007349,2025-09-30,0.64,1.08,4.81,9.12,34.88%,2025,3
007349,2025-06-30,0.17,0.33,5.25,6.76,-0.54%,2025,2
007349,2025-03-31,0.25,0.4,5.41,6.8,2.40%,2025,1
007349,2024-12-31,0.44,1.2,5.56,6.64,-17.74%,2024,4
007349,2024-09-30,0.18,0.3,6.32,8.07,16.35%,2024,3
007349,2024-06-30,0.18,0.26,6.44,6.94,-9.92%,2024,2
007349,2024-03-31,0.24,0.32,6.52,7.7,-17.78%,2024,1
007349,2023-12-31,0.19,0.32,6.61,9.37,-2.54%,2023,4
007349,2023-09-30,0.26,0.29,6.73,9.61,-11.21%,2023,3
007349,2023-06-30,0.32,0.37,6.76,10.82,-8.67%,2023,2
007349,2023-03-31,0.34,0.36,6.82,11.85,-5.75%,2023,1
007349,2022-12-31,0.37,0.46,6.84,12.57,7.65%,2022,4
007349,2022-09-30,0.39,0.49,6.93,11.68,-24.12%,2022,3
007349,2022-06-30,0.55,0.53,7.03,15.39,13.58%,2022,2
007349,2022-03-31,1.05,0.74,7.01,13.55,-21.60%,2022,1
007349,2021-12-31,0.65,1.05,6.7,17.28,0.62%,2021,4
007349,2021-09-30,1.32,1.84,7.1,17.18,-13.43%,2021,3
007349,2021-06-30,1.24,1.09,7.63,19.84,18.80%,2021,2
007349,2021-03-31,3.78,1.6,7.47,16.7,31.31%,2021,1
007349,2020-12-31,1.3,0.35,5.3,12.72,45.26%,2020,4
007349,2020-09-30,,0.64,4.35,8.76,-5.44%,2020,3
007349,2020-06-30,,0.67,4.99,9.26,26.81%,2020,2
007349,2020-03-31,,1.4,5.66,7.3,-21.95%,2020,1
007349,2019-12-31,,1.17,7.06,9.36,-1.17%,2019,4
007349,2019-09-30,,1.66,8.22,9.47,-5.88%,2019,3
007349,2019-08-02,,,,10.06,-1.31%,2019,3
007349,2019-07-26,,,,10.19,2.28%,2019,3
007349,2019-07-19,,,,9.97,0.27%,2019,3
007349,2019-07-12,,,,9.94,-0.77%,2019,3
007349,2019-07-05,,,,10.02,0.61%,2019,3
007349,2019-06-30,,,,9.95,0.00%,2019,2
007349,2019-06-28,,,,9.96,0.31%,2019,2
007349,2019-06-21,,,,9.92,1.02%,2019,2
007349,2019-06-14,,,,9.82,0.07%,2019,2
007349,2019-06-06,,,,9.82,-0.44%,2019,2
007349,2019-05-31,,,,9.86,0.45%,2019,2
007349,2019-05-24,,,,9.82,-0.33%,2019,2
007349,2019-05-17,,,,9.85,-0.33%,2019,2
007349,2019-05-10,,,,9.88,-0.01%,2019,2
007349,2019-05-06,,,9.88,9.88,---,2019,2
007350,2026-06-30,0.51,0.34,0.6,2.22,205.97%,2026,2
007350,2026-03-31,0.1,0.12,0.42,0.73,-8.62%,2026,1
007350,2025-12-31,0.15,0.57,0.44,0.8,-49.54%,2025,4
007350,2025-09-30,0.58,0.18,0.86,1.58,171.53%,2025,3
007350,2025-06-30,0.04,0.05,0.47,0.58,0.10%,2025,2
007350,2025-03-31,0.05,0.07,0.48,0.58,0.94%,2025,1
007350,2024-12-31,0.1,0.12,0.5,0.57,-10.36%,2024,4
007350,2024-09-30,0.03,0.04,0.52,0.64,15.94%,2024,3
007350,2024-06-30,0.03,0.03,0.53,0.55,-10.06%,2024,2
007350,2024-03-31,0.05,0.07,0.53,0.61,-19.33%,2024,1
007350,2023-12-31,0.04,0.07,0.55,0.76,-5.60%,2023,4
007350,2023-09-30,0.05,0.06,0.58,0.81,-12.61%,2023,3
007350,2023-06-30,0.12,0.07,0.59,0.92,-0.41%,2023,2
007350,2023-03-31,0.08,0.08,0.54,0.93,-5.83%,2023,1
007350,2022-12-31,0.08,0.06,0.54,0.99,12.32%,2022,4
007350,2022-09-30,0.08,0.09,0.53,0.88,-25.64%,2022,3
007350,2022-06-30,0.14,0.16,0.55,1.18,9.72%,2022,2
007350,2022-03-31,0.19,0.14,0.56,1.08,-18.74%,2022,1
007350,2021-12-31,0.16,0.2,0.52,1.32,-1.47%,2021,4
007350,2021-09-30,0.36,0.4,0.56,1.34,-13.38%,2021,3
007350,2021-06-30,0.23,0.27,0.6,1.55,8.61%,2021,2
007350,2021-03-31,0.94,0.64,0.64,1.43,75.50%,2021,1
007350,2020-12-31,0.34,0.0,0.34,0.81,---,2020,4
007350,2020-09-30,,,0.0,0.0,---,2020,3
007350,2020-06-30,,,0.0,0.0,---,2020,2
007350,2020-03-31,,,0.0,0.0,---,2020,1
007350,2019-12-31,,,0.0,0.0,---,2019,4
007350,2019-09-30,,,0.0,0.0,---,2019,3
007350,2019-06-30,,,,0.0,---,2019,2
007350,2019-05-06,,,0.0,0.0,---,2019,2
007353,2026-06-30,0.22,0.46,1.85,7.35,55.39%,2026,2
007353,2026-03-31,0.14,0.23,2.09,4.73,-10.89%,2026,1
007353,2025-12-31,0.13,0.32,2.18,5.31,-6.48%,2025,4
007353,2025-09-30,0.31,0.63,2.37,5.67,35.49%,2025,3
007353,2025-06-30,0.03,0.13,2.68,4.19,-1.65%,2025,2
007353,2025-03-31,0.12,0.21,2.78,4.26,-1.31%,2025,1
007353,2024-12-31,0.07,0.22,2.88,4.31,-2.80%,2024,4
007353,2024-09-30,0.01,0.19,3.03,4.44,8.07%,2024,3
007353,2024-06-30,0.01,0.16,3.21,4.11,-4.05%,2024,2
007353,2024-03-31,0.03,0.17,3.36,4.28,-8.48%,2024,1
007353,2023-12-31,0.01,0.72,3.5,4.68,-23.47%,2023,4
007353,2023-09-30,0.02,0.21,4.21,6.11,-12.26%,2023,3
007353,2023-06-30,0.02,0.24,4.4,6.96,-11.06%,2023,2
007353,2023-03-31,0.03,0.33,4.62,7.83,-8.01%,2023,1
007353,2022-12-31,0.15,0.29,4.93,8.51,-0.59%,2022,4
007353,2022-09-30,0.06,1.21,5.07,8.56,-29.33%,2022,3
007353,2022-06-30,0.08,3.76,6.22,12.12,-25.87%,2022,2
007353,2022-05-05,,,9.89,16.34,-7.79%,2022,2
007353,2022-03-31,,,9.89,17.73,-20.94%,2022,1
007353,2021-12-31,,,9.89,22.42,1.82%,2021,4
007353,2021-09-30,,,9.89,22.02,-6.76%,2021,3
007353,2021-06-30,,,9.89,23.61,18.11%,2021,2
007353,2021-03-31,,,9.89,19.99,-6.06%,2021,1
007353,2020-12-31,,,9.89,21.28,16.60%,2020,4
007353,2020-09-30,,,9.89,18.25,9.52%,2020,3
007353,2020-06-30,,,9.89,16.67,34.38%,2020,2
007353,2020-03-31,,,9.89,12.4,0.29%,2020,1
007353,2019-12-31,,,9.89,12.37,9.80%,2019,4
007353,2019-09-30,,,9.89,11.26,2.25%,2019,3
007353,2019-08-30,,,,11.02,-0.26%,2019,3
007353,2019-08-23,,,,11.04,3.30%,2019,3
007353,2019-08-16,,,,10.69,3.32%,2019,3
007353,2019-08-09,,,,10.35,-0.54%,2019,3
007353,2019-08-02,,,,10.4,-0.49%,2019,3
007353,2019-07-26,,,,10.46,3.12%,2019,3
007353,2019-07-19,,,,10.14,0.11%,2019,3
007353,2019-07-12,,,,10.13,-0.48%,2019,3
007353,2019-07-05,,,,10.18,0.30%,2019,3
007353,2019-06-30,,,,10.15,0.00%,2019,2
007353,2019-06-28,,,,10.15,0.81%,2019,2
007353,2019-06-21,,,,10.07,1.38%,2019,2
007353,2019-06-14,,,,9.93,0.67%,2019,2
007353,2019-06-06,,,,9.86,-0.34%,2019,2
007353,2019-05-31,,,,9.9,0.39%,2019,2
007353,2019-05-24,,,,9.86,-0.25%,2019,2
007353,2019-05-17,,,,9.88,-0.13%,2019,2
007353,2019-05-10,,,,9.9,0.01%,2019,2
007353,2019-05-06,,,9.89,9.89,---,2019,2
007449,2026-06-30,1.27,2.04,15.31,51.95,23.77%,2026,2
007449,2026-03-31,1.39,2.06,16.07,41.98,-1.62%,2026,1
007449,2025-12-31,2.32,1.98,16.74,42.67,-0.77%,2025,4
007449,2025-09-30,3.3,2.75,16.4,43.0,39.54%,2025,3
007449,2025-06-30,2.2,0.73,15.85,30.81,15.02%,2025,2
007449,2025-03-31,1.91,1.75,14.38,26.79,8.99%,2025,1
007449,2024-12-31,1.08,2.19,14.22,24.58,-5.52%,2024,4
007449,2024-09-30,0.26,1.11,15.33,26.02,7.56%,2024,3
007449,2024-06-30,0.24,1.72,16.18,24.19,-9.12%,2024,2
007449,2024-03-31,0.92,1.57,17.65,26.61,-11.27%,2024,1
007449,2023-12-31,0.49,1.36,18.31,29.99,-7.99%,2023,4
007449,2023-09-30,3.79,1.4,19.17,32.6,5.94%,2023,3
007449,2023-06-30,0.67,3.3,16.78,30.77,-16.90%,2023,2
007449,2023-03-31,2.32,1.88,19.41,37.03,6.12%,2023,1
007449,2022-12-31,4.27,0.99,18.97,34.89,29.98%,2022,4
007449,2022-09-30,2.83,1.67,15.69,26.85,-2.39%,2022,3
007449,2022-06-30,2.11,1.03,14.53,27.5,16.79%,2022,2
007449,2022-03-31,3.1,1.66,13.44,23.55,-6.49%,2022,1
007449,2021-12-31,4.11,0.66,12.0,25.18,62.58%,2021,4
007449,2021-09-30,1.24,3.45,8.55,15.49,-18.40%,2021,3
007449,2021-06-30,0.48,1.57,10.77,18.98,-0.07%,2021,2
007449,2021-03-31,2.13,2.58,11.85,19.0,-3.59%,2021,1
