fund_code,date,subscription,redemption,total_shares,net_asset,nav_change_rate,year,quarter
006522,2020-06-30,0.01,0.02,0.17,0.24,23.84%,2020,2
006522,2020-03-31,0.14,0.41,0.19,0.19,-65.29%,2020,1
006522,2019-12-31,0.13,0.21,0.46,0.55,-6.04%,2019,4
006522,2019-09-30,0.76,1.96,0.54,0.59,-66.12%,2019,3
006522,2019-06-30,0.01,0.4,1.74,1.74,-18.04%,2019,2
006522,2019-03-22,,,,2.13,0.02%,2019,1
006522,2019-03-15,,,,2.12,0.04%,2019,1
006522,2019-03-08,,,,2.12,0.01%,2019,1
006522,2019-03-01,,,,2.12,0.00%,2019,1
006522,2019-02-28,,,2.12,2.12,---,2019,1
006523,2026-06-30,1.84,0.5,1.46,7.25,2403.75%,2026,2
006523,2026-03-31,0.01,0.01,0.12,0.29,0.64%,2026,1
006523,2025-12-31,0.02,0.07,0.13,0.29,-23.98%,2025,4
006523,2025-09-30,0.05,0.05,0.17,0.38,48.09%,2025,3
006523,2025-06-30,0.01,0.03,0.17,0.26,5.89%,2025,2
006523,2025-03-31,0.17,0.03,0.18,0.24,251.61%,2025,1
006523,2024-12-31,0.05,0.02,0.05,0.07,116.72%,2024,4
006523,2024-09-30,0.0,0.0,0.02,0.03,5.85%,2024,3
006523,2024-06-30,0.0,0.0,0.03,0.03,-0.02%,2024,2
006523,2024-03-31,0.0,0.13,0.03,0.03,-83.41%,2024,1
006523,2023-12-31,0.0,0.0,0.16,0.18,2.57%,2023,4
006523,2023-09-30,0.0,0.01,0.16,0.18,-21.09%,2023,3
006523,2023-06-30,0.02,0.01,0.16,0.22,-11.53%,2023,2
006523,2023-03-31,0.14,0.05,0.16,0.25,152.55%,2023,1
006523,2022-12-31,0.05,0.0,0.07,0.1,282.63%,2022,4
006523,2022-09-30,0.01,0.0,0.02,0.03,-10.05%,2022,3
006523,2022-06-30,0.01,0.01,0.02,0.03,-12.13%,2022,2
006523,2022-03-31,0.01,0.01,0.02,0.03,-20.04%,2022,1
006523,2021-12-31,0.02,0.01,0.02,0.04,52.19%,2021,4
006523,2021-09-30,0.01,0.01,0.02,0.03,1.11%,2021,3
006523,2021-06-30,0.0,0.01,0.02,0.03,-5.45%,2021,2
006523,2021-03-31,0.01,0.01,0.02,0.03,-27.14%,2021,1
006523,2020-12-31,0.0,0.01,0.02,0.04,-11.13%,2020,4
006523,2020-09-30,0.03,0.03,0.03,0.04,19.19%,2020,3
006523,2020-06-30,0.01,0.04,0.03,0.04,-38.53%,2020,2
006523,2020-03-31,0.03,0.4,0.06,0.06,-88.48%,2020,1
006523,2019-12-31,0.41,0.57,0.43,0.52,-20.54%,2019,4
006523,2019-09-30,0.55,0.61,0.6,0.65,0.00%,2019,3
006523,2019-06-30,0.0,1.34,0.65,0.65,-67.20%,2019,2
006523,2019-03-22,,,,1.99,0.01%,2019,1
006523,2019-03-15,,,,1.99,0.01%,2019,1
006523,2019-03-08,,,,1.99,0.00%,2019,1
006523,2019-03-01,,,,1.99,0.00%,2019,1
006523,2019-02-28,,,1.99,1.99,---,2019,1
006533,2026-06-30,5.31,4.5,12.87,130.76,68.38%,2026,2
006533,2026-03-31,2.95,5.53,12.06,77.66,-16.75%,2026,1
006533,2025-12-31,5.71,5.2,14.64,93.28,11.98%,2025,4
006533,2025-09-30,12.82,7.35,14.13,83.3,188.12%,2025,3
006533,2025-06-30,0.86,1.19,8.66,28.91,7.12%,2025,2
006533,2025-03-31,1.79,1.06,8.99,26.99,12.35%,2025,1
006533,2024-12-31,2.84,1.8,8.26,24.02,18.75%,2024,4
006533,2024-09-30,0.56,0.32,7.21,20.23,13.53%,2024,3
006533,2024-06-30,0.67,0.29,6.97,17.82,15.31%,2024,2
006533,2024-03-31,2.31,1.06,6.59,15.45,23.83%,2024,1
006533,2023-12-31,0.17,0.68,5.35,12.48,-9.58%,2023,4
006533,2023-09-30,1.21,0.3,5.86,13.8,6.21%,2023,3
006533,2023-06-30,0.31,2.07,4.94,13.0,-26.72%,2023,2
006533,2023-03-31,0.32,0.71,6.69,17.73,-3.07%,2023,1
006533,2022-12-31,0.49,2.58,7.09,18.3,-23.80%,2022,4
006533,2022-09-30,1.26,3.65,9.18,24.01,-34.72%,2022,3
006533,2022-06-30,4.26,4.3,11.57,36.78,14.43%,2022,2
006533,2022-03-31,6.18,0.88,11.61,32.14,54.40%,2022,1
006533,2021-12-31,2.91,0.57,6.31,20.82,73.89%,2021,4
006533,2021-09-30,2.68,0.91,3.97,11.97,119.05%,2021,3
006533,2021-06-30,0.17,0.32,2.21,5.47,15.70%,2021,2
006533,2021-03-31,0.49,0.92,2.36,4.72,-18.75%,2021,1
006533,2020-12-31,0.23,1.04,2.78,5.81,-10.32%,2020,4
006533,2020-09-30,2.11,1.93,3.59,6.48,9.03%,2020,3
006533,2020-06-30,1.23,1.1,3.41,5.95,42.65%,2020,2
006533,2020-03-31,1.24,3.06,3.28,4.17,-32.39%,2020,1
006533,2019-12-31,0.49,4.24,5.09,6.17,-35.93%,2019,4
006533,2019-09-30,0.45,8.41,8.84,9.62,-42.37%,2019,3
006533,2019-06-30,0.15,0.87,16.79,16.7,0.00%,2019,2
006533,2019-06-28,,,,16.7,-4.73%,2019,2
006533,2019-04-26,,,,17.53,-0.73%,2019,2
006533,2019-04-19,,,,17.66,0.25%,2019,2
006533,2019-04-12,,,,17.61,0.61%,2019,2
006533,2019-03-26,,,17.51,17.51,---,2019,1
006615,2026-06-30,0.62,0.56,1.35,7.68,87.27%,2026,2
006615,2026-03-31,0.12,0.36,1.28,4.1,-12.15%,2026,1
006615,2025-12-31,0.12,0.59,1.52,4.67,-20.70%,2025,4
006615,2025-09-30,0.47,1.1,1.99,5.88,12.18%,2025,3
006615,2025-06-30,0.03,0.07,2.61,5.25,1.38%,2025,2
006615,2025-03-31,0.08,0.1,2.66,5.17,4.28%,2025,1
006615,2024-12-31,0.04,0.11,2.68,4.96,-0.97%,2024,4
006615,2024-09-30,0.02,0.07,2.75,5.01,4.53%,2024,3
006615,2024-06-30,0.02,0.08,2.8,4.79,-0.11%,2024,2
006615,2024-03-31,0.03,0.08,2.86,4.8,1.47%,2024,1
006615,2023-12-31,0.02,0.12,2.91,4.73,-9.73%,2023,4
006615,2023-09-30,0.02,0.1,3.01,5.24,-13.72%,2023,3
006615,2023-06-30,0.27,0.08,3.09,6.07,2.58%,2023,2
006615,2023-03-31,0.04,0.15,2.9,5.92,0.88%,2023,1
006615,2022-12-31,0.04,0.17,3.01,5.87,-8.86%,2022,4
006615,2022-09-30,0.03,0.1,3.15,6.44,-11.04%,2022,3
006615,2022-06-30,0.06,0.12,3.21,7.24,0.14%,2022,2
006615,2022-03-31,0.07,0.39,3.28,7.23,-27.75%,2022,1
006615,2021-12-31,0.07,0.34,3.6,10.0,-5.97%,2021,4
006615,2021-09-30,0.27,1.29,3.87,10.64,-25.79%,2021,3
006615,2021-06-30,0.41,1.42,4.89,14.33,-2.09%,2021,2
006615,2021-03-31,6.39,2.32,5.89,14.64,202.32%,2021,1
006615,2020-12-31,1.46,0.42,1.82,4.84,183.75%,2020,4
006615,2020-09-30,0.5,0.27,0.78,1.71,74.31%,2020,3
006615,2020-06-30,0.12,0.12,0.55,0.98,34.96%,2020,2
006615,2020-03-31,0.1,0.53,0.55,0.73,-39.02%,2020,1
006615,2019-12-31,0.05,0.45,0.99,1.19,-25.04%,2019,4
006615,2019-09-30,0.11,2.14,1.39,1.59,-54.02%,2019,3
006615,2019-06-30,0.01,0.13,3.41,3.45,-2.32%,2019,2
006615,2019-04-26,,,,3.53,0.01%,2019,2
006615,2019-04-24,,,3.53,3.53,---,2019,2
006616,2026-06-30,0.71,0.35,0.88,4.86,199.12%,2026,2
006616,2026-03-31,0.12,0.14,0.53,1.63,-1.02%,2026,1
006616,2025-12-31,0.11,0.2,0.55,1.64,-10.10%,2025,4
006616,2025-09-30,0.27,0.24,0.63,1.83,54.65%,2025,3
006616,2025-06-30,0.03,0.03,0.61,1.18,2.82%,2025,2
006616,2025-03-31,0.08,0.04,0.61,1.15,12.11%,2025,1
006616,2024-12-31,0.02,0.04,0.57,1.03,-2.22%,2024,4
006616,2024-09-30,0.01,0.02,0.59,1.05,4.90%,2024,3
006616,2024-06-30,0.01,0.02,0.6,1.0,0.39%,2024,2
006616,2024-03-31,0.01,0.03,0.61,1.0,0.52%,2024,1
006616,2023-12-31,0.01,0.03,0.62,0.99,-9.61%,2023,4
006616,2023-09-30,0.01,0.04,0.64,1.1,-14.92%,2023,3
006616,2023-06-30,0.02,0.04,0.67,1.29,-5.78%,2023,2
006616,2023-03-31,0.05,0.06,0.68,1.37,1.99%,2023,1
006616,2022-12-31,0.02,0.03,0.7,1.34,-5.59%,2022,4
006616,2022-09-30,0.03,0.06,0.71,1.42,-12.92%,2022,3
006616,2022-06-30,0.04,0.05,0.74,1.63,0.08%,2022,2
006616,2022-03-31,0.04,0.11,0.75,1.63,-27.73%,2022,1
006616,2021-12-31,0.06,0.19,0.82,2.25,-13.29%,2021,4
006616,2021-09-30,0.34,0.66,0.96,2.6,-29.87%,2021,3
006616,2021-06-30,0.4,0.47,1.28,3.71,11.64%,2021,2
006616,2021-03-31,1.11,1.49,1.35,3.32,-27.29%,2021,1
006616,2020-12-31,1.55,0.63,1.73,4.57,161.52%,2020,4
006616,2020-09-30,0.72,0.28,0.8,1.75,172.39%,2020,3
006616,2020-06-30,0.09,0.14,0.36,0.64,16.70%,2020,2
006616,2020-03-31,0.18,0.44,0.42,0.55,-32.69%,2020,1
006616,2019-12-31,0.12,0.47,0.68,0.82,-30.12%,2019,4
006616,2019-09-30,0.19,1.57,1.03,1.17,-52.10%,2019,3
006616,2019-06-30,0.01,1.83,2.41,2.44,-42.34%,2019,2
006616,2019-04-26,,,,4.23,0.01%,2019,2
006616,2019-04-24,,,4.23,4.23,---,2019,2
006769,2026-06-30,0.04,0.44,1.08,2.3,-13.76%,2026,2
006769,2026-03-31,0.03,0.32,1.49,2.67,-4.61%,2026,1
006769,2025-12-31,0.01,0.14,1.78,2.8,1.45%,2025,4
006769,2025-09-30,0.02,0.23,1.92,2.76,14.44%,2025,3
006769,2025-06-30,0.01,0.07,2.13,2.41,-5.54%,2025,2
006769,2025-03-31,0.02,0.15,2.19,2.55,1.64%,2025,1
006769,2024-12-31,0.02,0.21,2.32,2.51,-12.01%,2024,4
006769,2024-09-30,0.01,0.19,2.52,2.85,5.00%,2024,3
006769,2024-06-30,0.01,0.11,2.7,2.72,-5.12%,2024,2
006769,2024-03-31,0.02,0.13,2.8,2.86,-16.08%,2024,1
006769,2023-12-31,0.02,0.2,2.91,3.41,-5.76%,2023,4
006769,2023-09-30,0.02,0.14,3.09,3.62,-19.17%,2023,3
006769,2023-06-30,0.02,0.24,3.21,4.48,-8.28%,2023,2
006769,2023-03-31,0.04,0.22,3.43,4.88,-9.10%,2023,1
006769,2022-12-31,0.04,0.1,3.61,5.37,-8.17%,2022,4
006769,2022-09-30,0.04,0.19,3.67,5.85,-12.20%,2022,3
006769,2022-06-30,0.06,0.17,3.82,6.66,3.92%,2022,2
006769,2022-03-31,0.15,0.19,3.93,6.41,-19.92%,2022,1
006769,2021-12-31,0.54,0.83,3.97,8.0,-6.48%,2021,4
006769,2021-09-30,0.69,1.85,4.25,8.56,-24.17%,2021,3
006769,2021-06-30,0.26,1.0,5.41,11.29,1.92%,2021,2
006769,2021-03-31,2.31,3.05,6.16,11.07,-17.09%,2021,1
006769,2020-12-31,2.28,1.97,6.9,13.35,17.33%,2020,4
006769,2020-09-30,6.22,1.37,6.59,11.38,310.19%,2020,3
006769,2020-06-30,1.0,0.48,1.73,2.77,91.63%,2020,2
006769,2020-03-31,0.26,1.96,1.21,1.45,-53.23%,2020,1
006769,2019-12-31,0.04,1.33,2.9,3.1,-25.47%,2019,4
006769,2019-08-16,,,,4.15,0.08%,2019,3
006769,2019-08-14,,,4.15,4.15,---,2019,3
006887,2026-06-30,2.5,1.9,3.54,15.5,122.83%,2026,2
006887,2026-03-31,1.81,1.65,2.94,6.96,8.85%,2026,1
006887,2025-12-31,2.67,3.4,2.79,6.39,-8.19%,2025,4
006887,2025-09-30,5.25,3.89,3.51,6.96,191.00%,2025,3
006887,2025-06-30,0.5,1.13,2.15,2.39,-13.02%,2025,2
006887,2025-03-31,1.73,1.49,2.78,2.75,1.11%,2025,1
006887,2024-12-31,1.46,2.01,2.53,2.72,-6.74%,2024,4
006887,2024-09-30,0.9,0.73,3.09,2.92,12.61%,2024,3
006887,2024-06-30,0.71,1.3,2.92,2.59,-17.14%,2024,2
006887,2024-03-31,1.96,1.41,3.5,3.13,25.67%,2024,1
006887,2023-12-31,1.11,0.93,2.95,2.49,-19.09%,2023,4
006887,2023-09-30,3.04,2.3,2.76,3.08,-3.71%,2023,3
006887,2023-06-30,2.36,0.78,2.02,3.19,497.13%,2023,2
006887,2023-03-31,0.35,0.18,0.45,0.53,119.62%,2023,1
006887,2022-12-31,0.03,0.01,0.27,0.24,-6.63%,2022,4
006887,2022-09-30,0.01,0.02,0.26,0.26,-8.99%,2022,3
006887,2022-06-30,0.02,0.03,0.27,0.29,2.57%,2022,2
006887,2022-03-31,0.03,0.03,0.28,0.28,-22.36%,2022,1
006887,2021-12-31,0.04,0.04,0.28,0.36,-8.37%,2021,4
006887,2021-09-30,0.05,0.15,0.27,0.39,-30.37%,2021,3
006887,2021-06-30,0.02,0.11,0.38,0.56,-1.55%,2021,2
006887,2021-03-31,0.11,0.49,0.46,0.57,-52.11%,2021,1
006887,2020-12-31,0.09,0.34,0.84,1.2,-11.76%,2020,4
006887,2020-09-30,1.22,0.29,1.08,1.36,635.74%,2020,3
006887,2020-06-30,0.07,0.09,0.15,0.18,16.30%,2020,2
006887,2020-03-31,0.04,0.17,0.16,0.16,-51.79%,2020,1
006887,2019-12-31,0.01,0.18,0.3,0.33,-34.03%,2019,4
006887,2019-09-30,0.02,0.68,0.47,0.5,-56.35%,2019,3
006887,2019-06-30,0.01,0.83,1.12,1.14,-40.88%,2019,2
006887,2019-04-26,,,,1.93,-0.78%,2019,2
006887,2019-04-19,,,,1.95,0.61%,2019,2
006887,2019-04-12,,,,1.93,-0.21%,2019,2
006887,2019-03-28,,,1.94,1.94,---,2019,1
006888,2026-06-30,6.13,5.63,5.65,24.66,103.10%,2026,2
006888,2026-03-31,6.93,5.81,5.15,12.14,31.52%,2026,1
006888,2025-12-31,9.02,11.24,4.03,9.23,-25.30%,2025,4
006888,2025-09-30,16.88,12.81,6.25,12.36,412.18%,2025,3
006888,2025-06-30,1.95,3.12,2.18,2.41,-26.98%,2025,2
006888,2025-03-31,3.87,3.1,3.34,3.3,19.95%,2025,1
006888,2024-12-31,3.03,7.11,2.57,2.75,-56.08%,2024,4
006888,2024-09-30,6.53,4.49,6.65,6.27,53.70%,2024,3
006888,2024-06-30,3.34,5.43,4.6,4.08,-31.62%,2024,2
006888,2024-03-31,6.45,5.68,6.69,5.97,19.61%,2024,1
006888,2023-12-31,5.5,5.79,5.92,4.99,-27.79%,2023,4
006888,2023-09-30,10.92,9.37,6.21,6.91,-6.18%,2023,3
006888,2023-06-30,5.94,1.27,4.66,7.36,---,2023,2
006888,2023-03-31,,,,0.0,---,2023,1
006888,2022-12-31,,,0.0,0.0,---,2022,4
006888,2022-09-30,,,0.0,0.0,---,2022,3
006888,2022-06-30,,,0.0,0.0,---,2022,2
006888,2022-03-31,,,0.0,0.0,---,2022,1
006888,2021-12-31,,,0.0,0.0,---,2021,4
006888,2021-09-30,,,0.0,0.0,---,2021,3
006888,2021-06-30,,,0.0,0.0,---,2021,2
006888,2021-03-31,,,0.0,0.0,---,2021,1
006888,2020-12-31,,,0.0,0.0,---,2020,4
006888,2020-09-30,0.03,0.03,0.0,0.0,---,2020,3
006888,2020-06-30,,,0.0,0.0,---,2020,2
006888,2020-03-31,0.0,0.0,0.0,0.0,-100.00%,2020,1
006888,2019-12-31,,0.23,0.0,0.0,-100.00%,2019,4
006888,2019-09-30,0.1,0.0,0.23,0.24,82.36%,2019,3
006888,2019-06-30,,0.2,0.13,0.13,-59.72%,2019,2
006888,2019-04-26,,,,0.33,-0.78%,2019,2
006888,2019-04-19,,,,0.33,0.61%,2019,2
006888,2019-04-12,,,,0.33,-0.22%,2019,2
006888,2019-03-28,,,0.33,0.33,---,2019,1
006904,2026-06-30,0.44,0.15,2.05,7.41,73.15%,2026,2
006904,2026-03-31,0.45,0.22,1.76,4.28,13.39%,2026,1
006904,2025-12-31,0.14,0.18,1.54,3.77,-2.96%,2025,4
006904,2025-09-30,0.21,0.32,1.58,3.89,32.52%,2025,3
006904,2025-06-30,0.02,0.06,1.68,2.94,-4.19%,2025,2
006904,2025-03-31,0.06,0.1,1.72,3.06,5.34%,2025,1
006904,2024-12-31,0.3,0.11,1.76,2.91,12.52%,2024,4
006904,2024-09-30,0.01,0.07,1.58,2.58,1.71%,2024,3
006904,2024-06-30,0.01,0.13,1.64,2.54,-4.77%,2024,2
006904,2024-03-31,0.01,0.12,1.76,2.67,-4.48%,2024,1
006904,2023-12-31,0.02,0.06,1.87,2.79,-9.15%,2023,4
006904,2023-09-30,0.03,0.06,1.91,3.08,-8.55%,2023,3
006904,2023-06-30,0.01,0.11,1.94,3.36,-4.57%,2023,2
006904,2023-03-31,0.39,0.1,2.04,3.52,22.60%,2023,1
006904,2022-12-31,0.11,0.05,1.76,2.87,4.25%,2022,4
006904,2022-09-30,0.04,0.12,1.7,2.76,-15.26%,2022,3
006904,2022-06-30,0.04,0.17,1.78,3.25,-0.41%,2022,2
006904,2022-03-31,0.06,0.11,1.91,3.27,-24.16%,2022,1
006904,2021-12-31,0.06,0.43,1.97,4.31,-7.46%,2021,4
006904,2021-09-30,0.13,2.03,2.34,4.66,-47.47%,2021,3
006904,2021-06-30,0.12,0.33,4.24,8.86,-1.60%,2021,2
006904,2021-03-31,0.69,0.77,4.46,9.01,-4.90%,2021,1
006904,2020-12-31,0.64,0.53,4.54,9.47,23.49%,2020,4
006904,2020-09-30,0.57,4.04,4.43,7.67,-38.37%,2020,3
006904,2020-06-30,1.94,1.86,7.89,12.44,21.33%,2020,2
006904,2020-03-31,8.54,2.26,7.81,10.26,432.06%,2020,1
006904,2019-12-31,1.34,0.45,1.53,1.93,170.79%,2019,4
006904,2019-09-30,0.06,2.39,0.64,0.71,-77.25%,2019,3
006904,2019-07-25,,,,3.13,4.42%,2019,3
006904,2019-07-19,,,,3.0,-0.19%,2019,3
006904,2019-07-12,,,,3.0,-0.62%,2019,3
006904,2019-07-05,,,,3.02,0.25%,2019,3
006904,2019-06-30,,,,3.01,0.00%,2019,2
006904,2019-06-28,,,,3.01,0.07%,2019,2
006904,2019-06-21,,,,3.01,1.10%,2019,2
006904,2019-06-14,,,,2.98,0.34%,2019,2
006904,2019-06-06,,,,2.97,-0.17%,2019,2
006904,2019-05-31,,,,2.97,0.15%,2019,2
006904,2019-05-24,,,,2.97,0.02%,2019,2
006904,2019-05-17,,,2.97,2.97,---,2019,2
006905,2026-06-30,0.67,0.74,1.8,6.24,42.61%,2026,2
006905,2026-03-31,0.54,0.3,1.87,4.38,13.51%,2026,1
006905,2025-12-31,0.46,0.27,1.63,3.86,13.47%,2025,4
006905,2025-09-30,0.37,0.39,1.43,3.4,39.00%,2025,3
006905,2025-06-30,0.1,0.16,1.45,2.44,-5.95%,2025,2
006905,2025-03-31,0.35,0.16,1.51,2.6,22.84%,2025,1
006905,2024-12-31,0.22,0.17,1.33,2.12,4.33%,2024,4
006905,2024-09-30,0.07,0.08,1.28,2.03,5.21%,2024,3
006905,2024-06-30,0.03,0.06,1.28,1.93,0.19%,2024,2
006905,2024-03-31,0.04,0.11,1.31,1.92,-4.15%,2024,1
006905,2023-12-31,0.03,0.1,1.38,2.01,-11.80%,2023,4
006905,2023-09-30,0.05,0.08,1.45,2.28,-8.81%,2023,3
006905,2023-06-30,0.05,0.07,1.48,2.5,-1.15%,2023,2
006905,2023-03-31,0.06,0.07,1.5,2.52,4.71%,2023,1
006905,2022-12-31,0.07,0.08,1.51,2.41,0.10%,2022,4
006905,2022-09-30,0.15,0.08,1.52,2.41,-7.06%,2022,3
006905,2022-06-30,0.12,0.14,1.45,2.59,5.19%,2022,2
006905,2022-03-31,0.19,0.17,1.47,2.46,-20.84%,2022,1
006905,2021-12-31,0.16,0.25,1.45,3.11,3.27%,2021,4
006905,2021-09-30,0.29,0.37,1.54,3.01,-9.43%,2021,3
006905,2021-06-30,0.23,0.39,1.62,3.33,-6.31%,2021,2
006905,2021-03-31,0.88,0.57,1.78,3.55,16.71%,2021,1
006905,2020-12-31,0.92,0.21,1.48,3.04,132.42%,2020,4
006905,2020-09-30,0.58,0.22,0.77,1.31,105.86%,2020,3
006905,2020-06-30,0.14,0.17,0.41,0.64,10.77%,2020,2
006905,2020-03-31,0.46,0.43,0.44,0.57,11.12%,2020,1
006905,2019-12-31,0.14,0.19,0.41,0.52,1.72%,2019,4
006905,2019-09-30,0.42,0.11,0.46,0.51,224.35%,2019,3
006905,2019-07-25,,,,0.16,4.41%,2019,3
006905,2019-07-19,,,,0.15,-0.20%,2019,3
006905,2019-07-12,,,,0.15,-0.63%,2019,3
006905,2019-07-05,,,,0.15,0.24%,2019,3
006905,2019-06-30,,,,0.15,-0.01%,2019,2
006905,2019-06-28,,,,0.15,0.06%,2019,2
006905,2019-06-21,,,,0.15,1.09%,2019,2
006905,2019-06-14,,,,0.15,0.33%,2019,2
006905,2019-06-06,,,,0.15,-0.18%,2019,2
006905,2019-05-31,,,,0.15,0.14%,2019,2
006905,2019-05-24,,,,0.15,0.01%,2019,2
006905,2019-05-17,,,0.15,0.15,---,2019,2
006969,2026-06-30,0.24,0.47,1.51,5.33,3.85%,2026,2
006969,2026-03-31,0.34,0.4,1.73,5.13,6.69%,2026,1
006969,2025-12-31,1.22,0.73,1.79,4.81,43.14%,2025,4
006969,2025-09-30,1.48,0.5,1.3,3.36,477.49%,2025,3
006969,2025-06-30,0.04,0.01,0.31,0.58,11.45%,2025,2
006969,2025-03-31,0.06,0.01,0.29,0.52,19.52%,2025,1
006969,2024-12-31,0.01,0.04,0.24,0.44,-11.93%,2024,4
006969,2024-09-30,0.0,0.01,0.27,0.5,12.68%,2024,3
006969,2024-06-30,0.01,0.03,0.28,0.44,-13.16%,2024,2
006969,2024-03-31,0.01,0.01,0.3,0.51,-1.98%,2024,1
006969,2023-12-31,0.0,0.01,0.3,0.52,-1.74%,2023,4
006969,2023-09-30,0.0,0.02,0.31,0.53,-13.93%,2023,3
006969,2023-06-30,0.01,0.05,0.33,0.61,-15.23%,2023,2
006969,2023-03-31,0.01,0.09,0.37,0.72,-18.83%,2023,1
006969,2022-12-31,0.02,0.02,0.45,0.89,-2.16%,2022,4
006969,2022-09-30,0.02,0.04,0.45,0.91,-14.67%,2022,3
006969,2022-06-30,0.01,0.04,0.47,1.06,2.70%,2022,2
006969,2022-03-31,0.02,0.1,0.5,1.04,-28.43%,2022,1
006969,2021-12-31,0.06,0.12,0.58,1.45,-6.36%,2021,4
006969,2021-09-30,0.38,0.67,0.64,1.55,-36.28%,2021,3
006969,2021-06-30,0.24,0.4,0.93,2.43,14.98%,2021,2
006969,2021-03-31,0.55,0.46,1.09,2.11,0.40%,2021,1
006969,2020-12-31,0.28,0.31,1.0,2.1,17.27%,2020,4
006969,2020-09-30,0.65,0.31,1.03,1.79,58.50%,2020,3
006969,2020-06-30,0.3,0.08,0.69,1.13,87.39%,2020,2
006969,2020-03-31,0.2,0.39,0.47,0.6,-26.01%,2020,1
006969,2019-12-31,0.04,0.5,0.66,0.82,-35.18%,2019,4
006969,2019-09-30,0.05,3.11,1.13,1.26,-70.09%,2019,3
006969,2019-06-30,0.0,0.19,4.19,4.21,0.00%,2019,2
006969,2019-06-28,,,,4.21,-3.53%,2019,2
006969,2019-05-31,,,,4.36,0.10%,2019,2
006969,2019-05-24,,,,4.36,-0.29%,2019,2
006969,2019-05-17,,,,4.37,-0.07%,2019,2
006969,2019-05-10,,,,4.37,-0.07%,2019,2
006969,2019-04-26,,,,4.37,-0.10%,2019,2
006969,2019-04-19,,,,4.38,-0.03%,2019,2
006969,2019-04-12,,,,4.38,-0.02%,2019,2
006969,2019-04-04,,,4.38,4.38,---,2019,2
006976,2026-06-30,0.58,0.22,0.83,5.07,228.80%,2026,2
006976,2026-03-31,0.07,0.03,0.48,1.54,16.52%,2026,1
006976,2025-12-31,0.02,0.12,0.44,1.32,-14.44%,2025,4
006976,2025-09-30,0.06,0.23,0.54,1.55,-3.33%,2025,3
006976,2025-06-30,0.0,0.06,0.7,1.6,1.33%,2025,2
006976,2025-03-31,0.15,0.16,0.76,1.58,-2.76%,2025,1
006976,2024-12-31,0.02,0.6,0.77,1.62,-36.48%,2024,4
006976,2024-09-30,0.0,0.21,1.36,2.55,-6.60%,2024,3
006976,2024-06-30,0.0,0.02,1.56,2.73,4.06%,2024,2
006976,2024-03-31,0.19,0.2,1.58,2.63,-11.11%,2024,1
006976,2023-12-31,0.06,0.16,1.59,2.96,-9.59%,2023,4
006976,2023-09-30,0.08,0.25,1.68,3.27,-14.13%,2023,3
006976,2023-06-30,0.07,0.89,1.86,3.81,-30.61%,2023,2
006976,2023-03-31,0.76,0.78,2.68,5.49,-1.17%,2023,1
006976,2022-12-31,0.68,0.18,2.7,5.55,21.96%,2022,4
006976,2022-09-30,1.05,0.09,2.2,4.55,64.86%,2022,3
006976,2022-06-30,0.02,0.02,1.24,2.76,15.14%,2022,2
006976,2022-03-31,0.1,0.02,1.24,2.4,-12.97%,2022,1
006976,2021-12-31,0.02,0.72,1.16,2.76,-28.86%,2021,4
006976,2021-09-30,0.11,0.58,1.86,3.87,-23.84%,2021,3
006976,2021-06-30,1.0,0.1,2.34,5.09,66.17%,2021,2
006976,2021-03-31,0.37,0.27,1.44,3.06,15.11%,2021,1
006976,2020-12-31,0.31,0.1,1.34,2.66,31.09%,2020,4
006976,2020-09-30,0.74,0.13,1.13,2.03,140.79%,2020,3
006976,2020-06-30,0.02,0.19,0.52,0.84,-1.83%,2020,2
006976,2020-03-31,0.11,0.5,0.69,0.86,-37.56%,2020,1
006976,2019-12-31,0.25,1.19,1.07,1.37,-35.93%,2019,4
006976,2019-09-30,0.04,2.27,2.01,2.14,-50.18%,2019,3
006976,2019-06-30,0.01,1.02,4.24,4.3,0.00%,2019,2
006976,2019-06-28,,,,4.31,-17.92%,2019,2
006976,2019-04-26,,,,5.24,0.00%,2019,2
006976,2019-04-19,,,,5.24,0.01%,2019,2
006976,2019-04-12,,,,5.24,-0.02%,2019,2
006976,2019-04-03,,,5.25,5.25,---,2019,2
007049,2026-06-30,3.84,3.72,2.44,7.82,37.94%,2026,2
007049,2026-03-31,4.32,2.12,2.31,5.67,2266.87%,2026,1
007049,2025-12-31,0.07,0.07,0.12,0.24,11.69%,2025,4
007049,2025-09-30,0.05,0.12,0.11,0.21,-6.53%,2025,3
007049,2025-06-30,0.06,0.14,0.18,0.23,-32.99%,2025,2
007049,2025-03-31,1.07,0.92,0.26,0.34,156.02%,2025,1
007049,2024-12-31,0.04,0.01,0.11,0.13,27.68%,2024,4
007049,2024-09-30,0.0,0.0,0.09,0.1,-2.18%,2024,3
007049,2024-06-30,0.0,0.0,0.1,0.11,-7.07%,2024,2
007049,2024-03-31,0.0,0.01,0.1,0.12,-5.08%,2024,1
007049,2023-12-31,0.0,0.01,0.1,0.12,-10.70%,2023,4
007049,2023-09-30,0.0,0.01,0.11,0.14,-9.14%,2023,3
007049,2023-06-30,0.0,0.0,0.12,0.15,-3.60%,2023,2
007049,2023-03-31,0.01,0.01,0.13,0.16,2.78%,2023,1
007049,2022-12-31,0.0,0.01,0.13,0.15,-5.90%,2022,4
