fund_code,year,quarter,report_date,de,pgr,plr,gains_sold,gains_held,losses_sold,losses_held,lsv,risk_asym,n_gain,n_loss
3567,2022,1,2022-04-01,,,,,,,,0.12290283889643318,0.09018942335348837,6.0,2.0
3567,2022,2,2022-07-01,-0.13257575757575757,0.625,0.7575757575757576,20.0,12.0,75.0,24.0,0.08258889215990324,0.10236869488605083,6.0,2.0
3567,2022,3,2022-10-01,,,,,,,,0.17752475691080793,0.1121873418871851,5.0,3.0
3567,2022,4,2023-01-01,-0.07746478873239437,0.5,0.5774647887323944,15.0,15.0,41.0,30.0,0.06201376154676673,0.12811978563242218,4.0,4.0
3567,2023,1,2023-04-01,,,,,,,,0.05707956576751882,0.12636272011560484,5.0,3.0
3567,2023,2,2023-07-01,-0.032272325375773625,0.7435897435897436,0.7758620689655172,58.0,20.0,45.0,13.0,0.06277327040221668,0.022458364985430974,5.0,3.0
3567,2023,3,2023-10-01,,,,,,,,0.10767716930556845,-0.003381717754957936,4.0,4.0
3567,2023,4,2024-01-01,0.11791383219954643,0.673469387755102,0.5555555555555556,33.0,16.0,65.0,52.0,0.06585482330115319,-0.018468687204436722,3.0,5.0
3567,2024,1,2024-04-01,,,,,,,,0.14237585583383716,-0.012939280173269625,4.0,4.0
3567,2024,2,2024-07-01,-0.13636363636363635,0.5,0.6363636363636364,16.0,16.0,84.0,48.0,0.08846361329197809,-0.03333313699206256,3.0,5.0
3567,2024,3,2024-10-01,,,,,,,,0.14636474188934484,0.01829895373617662,4.0,4.0
3567,2024,4,2025-01-01,-0.00851636037651271,0.5567010309278351,0.5652173913043478,54.0,43.0,13.0,10.0,0.059132912073766836,0.010680027887195999,5.0,3.0
3567,2025,1,2025-04-01,,,,,,,,0.09819224525922365,0.0075600202206969405,5.0,3.0
3567,2025,2,2025-07-01,0.037402597402597326,0.5974025974025974,0.56,46.0,31.0,14.0,11.0,0.07034400069727209,0.0005566133227403042,5.0,3.0
3567,2025,3,2025-10-01,,,,,,,,0.10980257015382733,0.1185887879414057,6.0,2.0
3567,2025,4,2026-01-01,0.007936507936507908,0.4722222222222222,0.4642857142857143,34.0,38.0,13.0,15.0,0.05079445132658758,,,
3567,2026,1,2026-04-01,,,,,,,,0.15433938523251908,,,
3567,2026,2,2026-07-01,-0.1132075471698113,0.8867924528301887,1.0,47.0,6.0,47.0,0.0,0.05193979022200563,,,
3857,2017,1,2017-04-01,,,,,,,,,,,
3857,2017,2,2017-07-01,,,,,,,,0.21723605319023706,,,
3857,2017,3,2017-10-01,,,,,,,,0.07210641628405595,,,
3857,2017,4,2018-01-01,-0.10810810810810811,0.8918918918918919,1.0,33.0,4.0,7.0,0.0,0.08943894717033159,,,
3857,2018,1,2018-04-01,,,,,,,,0.03567622584573144,,,
3857,2018,2,2018-07-01,-0.12987012987012986,0.14285714285714285,0.2727272727272727,1.0,6.0,6.0,16.0,0.01649028930135608,,,
3857,2018,3,2018-10-01,,,,,,,,0.1162761153353044,,,
3857,2018,4,2019-01-01,-0.09354838709677418,0.1,0.1935483870967742,1.0,9.0,6.0,25.0,0.04080792046594279,,,
3857,2019,1,2019-04-01,,,,,,,,0.143446994689932,0.015301009748221493,2.0,6.0
3857,2019,2,2019-07-01,-0.6052631578947368,0.39473684210526316,1.0,15.0,23.0,3.0,0.0,0.06309895185463293,0.007885001399834033,2.0,6.0
3857,2019,3,2019-10-01,,,,,,,,-0.00841642139955794,0.06781732535372473,2.0,6.0
3857,2019,4,2020-01-01,-0.35940803382663844,0.18604651162790697,0.5454545454545454,8.0,35.0,6.0,5.0,0.057414415225173356,0.04758506242680609,3.0,5.0
3857,2020,1,2020-04-01,,,,,,,,0.05302128172533549,0.04774943412222128,3.0,5.0
3857,2020,2,2020-07-01,0.08333333333333337,0.32142857142857145,0.23809523809523808,9.0,19.0,5.0,16.0,0.050658227063568845,0.059848601246156805,4.0,4.0
3857,2020,3,2020-10-01,,,,,,,,0.06534472370196544,0.04602705624917527,5.0,3.0
3857,2020,4,2021-01-01,-0.2150537634408602,0.45161290322580644,0.6666666666666666,14.0,17.0,6.0,3.0,0.06526719300223377,0.055676397294458,6.0,2.0
3857,2021,1,2021-04-01,,,,,,,,0.08437532210444124,0.059927328413400045,5.0,3.0
3857,2021,2,2021-07-01,-0.27751196172248804,0.631578947368421,0.9090909090909091,12.0,7.0,10.0,1.0,0.030085210376999762,0.06448461139538719,6.0,2.0
3857,2021,3,2021-10-01,,,,,,,,0.07226491222155818,0.04207942187146244,6.0,2.0
3857,2021,4,2022-01-01,0.16806722689075626,0.8823529411764706,0.7142857142857143,15.0,2.0,5.0,2.0,0.1092060953065244,0.036220620939533564,5.0,3.0
3857,2022,1,2022-04-01,,,,,,,,0.04518614278911959,0.039086188758514016,5.0,3.0
3857,2022,2,2022-07-01,-0.2792792792792793,0.6666666666666666,0.9459459459459459,6.0,3.0,35.0,2.0,0.052116927279665895,-0.027066595720732778,4.0,4.0
3857,2022,3,2022-10-01,,,,,,,,0.1198374435111002,-0.021841597994527978,3.0,5.0
3857,2022,4,2023-01-01,0.0,0.8571428571428571,0.8571428571428571,18.0,3.0,48.0,8.0,0.10788697497972496,-0.0200809696313827,2.0,6.0
3857,2023,1,2023-04-01,,,,,,,,0.09350303038774553,-0.0024800303684008526,3.0,5.0
3857,2023,2,2023-07-01,-0.10620155038759693,0.8604651162790697,0.9666666666666667,37.0,6.0,29.0,1.0,0.11198816458871377,-0.013817378909392136,2.0,6.0
3857,2023,3,2023-10-01,,,,,,,,0.0519326200928632,,,
3857,2023,4,2024-01-01,-0.13492063492063489,0.7222222222222222,0.8571428571428571,26.0,10.0,54.0,9.0,0.1346745635942984,,,
3857,2024,1,2024-04-01,,,,,,,,0.18679140759690077,0.007088709819656175,2.0,6.0
3857,2024,2,2024-07-01,-0.019288728149487677,0.9047619047619048,0.9240506329113924,19.0,2.0,73.0,6.0,0.12425706405626402,0.0041998922212100435,3.0,5.0
3857,2024,3,2024-10-01,,,,,,,,0.08343893666244052,-0.0026577893928090048,4.0,4.0
3857,2024,4,2025-01-01,-0.11111111111111116,0.8888888888888888,1.0,24.0,3.0,11.0,0.0,0.27526465179595433,-0.006745763362148265,5.0,3.0
3857,2025,1,2025-04-01,,,,,,,,0.2929011311180151,-0.026338172306579248,4.0,4.0
3857,2025,2,2025-07-01,-0.18518518518518523,0.8148148148148148,1.0,22.0,5.0,7.0,0.0,0.1560899730990744,0.013916290533063348,5.0,3.0
3857,2025,3,2025-10-01,,,,,,,,0.12290837583781307,0.21199768557164791,6.0,2.0
3857,2025,4,2026-01-01,0.005357142857142838,0.9428571428571428,0.9375,33.0,2.0,15.0,1.0,0.18031761256271592,,,
3857,2026,1,2026-04-01,,,,,,,,0.10298667068506054,,,
3857,2026,2,2026-07-01,-0.1785714285714286,0.8214285714285714,1.0,23.0,5.0,23.0,0.0,0.005447277954750003,,,
3858,2017,1,2017-04-01,,,,,,,,,,,
3858,2017,2,2017-07-01,,,,,,,,0.21723605319023706,,,
3858,2017,3,2017-10-01,,,,,,,,0.07210641628405595,,,
3858,2017,4,2018-01-01,-0.10810810810810811,0.8918918918918919,1.0,33.0,4.0,7.0,0.0,0.08943894717033159,,,
3858,2018,1,2018-04-01,,,,,,,,0.03567622584573144,,,
3858,2018,2,2018-07-01,-0.12987012987012986,0.14285714285714285,0.2727272727272727,1.0,6.0,6.0,16.0,0.01649028930135608,,,
3858,2018,3,2018-10-01,,,,,,,,0.1162761153353044,,,
3858,2018,4,2019-01-01,-0.09354838709677418,0.1,0.1935483870967742,1.0,9.0,6.0,25.0,0.04080792046594279,,,
3858,2019,1,2019-04-01,,,,,,,,0.19943442120786498,0.016265132499962927,2.0,6.0
3858,2019,2,2019-07-01,-0.6052631578947368,0.39473684210526316,1.0,15.0,23.0,3.0,0.0,0.041772774715761615,0.008705533272073438,2.0,6.0
3858,2019,3,2019-10-01,,,,,,,,-0.03911330468400725,0.06791366582059798,2.0,6.0
3858,2019,4,2020-01-01,-0.39999999999999997,0.2,0.6,8.0,32.0,6.0,4.0,0.057414415225173356,0.047574256932120036,3.0,5.0
3858,2020,1,2020-04-01,,,,,,,,0.07524738757479299,0.04773866791682775,3.0,5.0
3858,2020,2,2020-07-01,0.08333333333333337,0.32142857142857145,0.23809523809523808,9.0,19.0,5.0,16.0,0.050820735459545144,0.059806178915452264,4.0,4.0
3858,2020,3,2020-10-01,,,,,,,,0.07162661888538246,0.04599935591995773,5.0,3.0
3858,2020,4,2021-01-01,-0.2150537634408602,0.45161290322580644,0.6666666666666666,14.0,17.0,6.0,3.0,0.07082580720108486,0.05570640389854122,6.0,2.0
3858,2021,1,2021-04-01,,,,,,,,0.08437532210444124,0.05993371837861068,5.0,3.0
3858,2021,2,2021-07-01,-0.27751196172248804,0.631578947368421,0.9090909090909091,12.0,7.0,10.0,1.0,0.030085210376999762,0.06444172754207336,6.0,2.0
3858,2021,3,2021-10-01,,,,,,,,0.07226491222155818,0.042045541754440294,6.0,2.0
3858,2021,4,2022-01-01,0.16806722689075626,0.8823529411764706,0.7142857142857143,15.0,2.0,5.0,2.0,0.1092060953065244,0.03620342600518364,5.0,3.0
3858,2022,1,2022-04-01,,,,,,,,0.04518614278911959,0.039040548049758414,5.0,3.0
3858,2022,2,2022-07-01,-0.2792792792792793,0.6666666666666666,0.9459459459459459,6.0,3.0,35.0,2.0,0.052116927279665895,-0.027191038117122854,4.0,4.0
3858,2022,3,2022-10-01,,,,,,,,0.1198374435111002,-0.021955428308312278,3.0,5.0
3858,2022,4,2023-01-01,0.0,0.8571428571428571,0.8571428571428571,18.0,3.0,48.0,8.0,0.10788697497972496,-0.020223607023026037,2.0,6.0
3858,2023,1,2023-04-01,,,,,,,,0.09350303038774553,-0.0025732321421124624,3.0,5.0
3858,2023,2,2023-07-01,-0.10620155038759693,0.8604651162790697,0.9666666666666667,37.0,6.0,29.0,1.0,0.11198816458871377,-0.013803896498128007,2.0,6.0
3858,2023,3,2023-10-01,,,,,,,,0.0519326200928632,,,
3858,2023,4,2024-01-01,-0.13492063492063489,0.7222222222222222,0.8571428571428571,26.0,10.0,54.0,9.0,0.1346745635942984,,,
3858,2024,1,2024-04-01,,,,,,,,0.1787592034562824,0.00703663871856345,2.0,6.0
3858,2024,2,2024-07-01,-0.006630500301386344,0.9047619047619048,0.9113924050632911,19.0,2.0,72.0,7.0,0.1234524726933772,0.004177378964111415,3.0,5.0
3858,2024,3,2024-10-01,,,,,,,,0.027991114768333145,-0.0026780544704989584,4.0,4.0
3858,2024,4,2025-01-01,-0.12121212121212122,0.8787878787878788,1.0,29.0,4.0,11.0,0.0,0.14262659079587653,-0.006756257025291014,5.0,3.0
3858,2025,1,2025-04-01,,,,,,,,0.2929011311180151,-0.026315839300053753,4.0,4.0
3858,2025,2,2025-07-01,-0.18518518518518523,0.8148148148148148,1.0,22.0,5.0,7.0,0.0,0.1560899730990744,0.01395156253978219,5.0,3.0
3858,2025,3,2025-10-01,,,,,,,,0.12290837583781307,0.21198501919454704,6.0,2.0
3858,2025,4,2026-01-01,0.005357142857142838,0.9428571428571428,0.9375,33.0,2.0,15.0,1.0,0.18031761256271592,,,
3858,2026,1,2026-04-01,,,,,,,,0.10298667068506054,,,
3858,2026,2,2026-07-01,-0.1785714285714286,0.8214285714285714,1.0,23.0,5.0,23.0,0.0,0.005447277954750003,,,
3961,2016,4,2017-01-01,,,,,,,,,,,
3961,2017,1,2017-04-01,,,,,,,,,,,
3961,2017,2,2017-07-01,,,,,,,,0.14679222758995011,,,
3961,2017,3,2017-10-01,,,,,,,,0.030923422965553653,,,
3961,2017,4,2018-01-01,-0.06666666666666665,0.9333333333333333,1.0,56.0,4.0,40.0,0.0,0.09211229114129599,,,
3961,2018,1,2018-04-01,,,,,,,,0.09732875038230182,,,
3961,2018,2,2018-07-01,0.009090909090909038,0.9090909090909091,0.9,10.0,1.0,9.0,1.0,0.09871518373610513,,,
3961,2018,3,2018-10-01,,,,,,,,0.07388112209901317,-0.012823722112588918,6.0,2.0
3961,2018,4,2019-01-01,0.1547619047619047,0.5714285714285714,0.4166666666666667,4.0,3.0,15.0,21.0,0.03686805225822502,-0.010942789544093145,5.0,3.0
3961,2019,1,2019-04-01,,,,,,,,0.10243377655999622,0.1160317100306329,5.0,3.0
3961,2019,2,2019-07-01,0.0,0.5,0.5,15.0,15.0,1.0,1.0,0.10278044503333839,0.11433094149580547,4.0,4.0
3961,2019,3,2019-10-01,,,,,,,,0.1318471208286803,0.11106173831629765,4.0,4.0
3961,2019,4,2020-01-01,-0.6818181818181819,0.3181818181818182,1.0,7.0,15.0,5.0,0.0,0.05440036897599108,0.09108171051334726,4.0,4.0
3961,2020,1,2020-04-01,,,,,,,,0.1526986462010573,0.048388362001845764,3.0,5.0
3961,2020,2,2020-07-01,0.16000000000000003,0.56,0.4,14.0,11.0,4.0,6.0,0.06104929974386003,0.03455191308745647,4.0,4.0
3961,2020,3,2020-10-01,,,,,,,,0.10365016192732938,0.04029994444585077,5.0,3.0
3961,2020,4,2021-01-01,-0.5974264705882353,0.34375,0.9411764705882353,11.0,21.0,16.0,1.0,0.07799421349984696,0.05981624519460827,6.0,2.0
3961,2021,1,2021-04-01,,,,,,,,0.08444924027944462,0.04645902176090781,5.0,3.0
3961,2021,2,2021-07-01,0.14818266542404468,0.8378378378378378,0.6896551724137931,31.0,6.0,40.0,18.0,0.098822266686605,0.06156397839862943,6.0,2.0
3961,2021,3,2021-10-01,,,,,,,,0.14678483940621243,0.06884793658850752,5.0,3.0
3961,2021,4,2022-01-01,-0.28817733990147776,0.5689655172413793,0.8571428571428571,33.0,25.0,36.0,6.0,0.037262601033327354,0.06836588418219348,5.0,3.0
3961,2022,1,2022-04-01,,,,,,,,0.08565103867652654,-0.012980937159025721,5.0,3.0
3961,2022,2,2022-07-01,-0.23941276115189158,0.6956521739130435,0.935064935064935,16.0,7.0,72.0,5.0,0.08332711122595683,-0.011470490737289854,5.0,3.0
3961,2022,3,2022-10-01,,,,,,,,0.1329878356644489,-0.04534403966021306,4.0,4.0
3961,2022,4,2023-01-01,-0.07239819004524883,0.6923076923076923,0.7647058823529411,18.0,8.0,52.0,16.0,0.09674528044366026,-0.03511194086801924,3.0,5.0
3961,2023,1,2023-04-01,,,,,,,,0.08568114944222534,-0.029131137889162446,3.0,5.0
3961,2023,2,2023-07-01,0.030169704588309254,0.813953488372093,0.7837837837837838,35.0,8.0,29.0,8.0,0.1212811421570053,0.003839376106409456,3.0,5.0
3961,2023,3,2023-10-01,,,,,,,,0.11492066702592191,0.008357651269878641,3.0,5.0
3961,2023,4,2024-01-01,0.0034965034965034336,0.7727272727272727,0.7692307692307693,17.0,5.0,60.0,18.0,0.16294443172732564,-0.0034939553365492537,2.0,6.0
3961,2024,1,2024-04-01,,,,,,,,0.1647117255099209,0.006356552295072371,3.0,5.0
3961,2024,2,2024-07-01,-0.11151295961422547,0.7619047619047619,0.8734177215189873,16.0,5.0,69.0,10.0,0.10076526663972472,-0.04824451315609717,2.0,6.0
3961,2024,3,2024-10-01,,,,,,,,0.09706176340378311,0.02020016102181974,3.0,5.0
3961,2024,4,2025-01-01,-0.21031746031746024,0.6785714285714286,0.8888888888888888,38.0,18.0,16.0,2.0,0.10777335787484953,0.02332492929996008,3.0,5.0
3961,2025,1,2025-04-01,,,,,,,,0.1643366988162057,0.01972376963993369,3.0,5.0
3961,2025,2,2025-07-01,0.09605911330049255,0.7857142857142857,0.6896551724137931,33.0,9.0,20.0,9.0,0.09232315760995632,0.018610139249532587,3.0,5.0
3961,2025,3,2025-10-01,,,,,,,,0.052027744734074566,0.19652879185465374,4.0,4.0
3961,2025,4,2026-01-01,-0.17692307692307696,0.7846153846153846,0.9615384615384616,51.0,14.0,25.0,1.0,0.12523215824112538,0.17310457627755083,5.0,3.0
3961,2026,1,2026-04-01,,,,,,,,0.09783893980738807,0.16811398788621063,5.0,3.0
3961,2026,2,2026-07-01,-0.07017543859649122,0.9298245614035088,1.0,53.0,4.0,34.0,0.0,0.07219582876416475,0.29667050077795193,6.0,2.0
3962,2016,4,2017-01-01,,,,,,,,,,,
3962,2017,1,2017-04-01,,,,,,,,,,,
3962,2017,2,2017-07-01,,,,,,,,0.14679222758995011,,,
3962,2017,3,2017-10-01,,,,,,,,0.030923422965553653,,,
3962,2017,4,2018-01-01,-0.06666666666666665,0.9333333333333333,1.0,56.0,4.0,40.0,0.0,0.09211229114129599,,,
3962,2018,1,2018-04-01,,,,,,,,0.09732875038230182,,,
3962,2018,2,2018-07-01,0.009090909090909038,0.9090909090909091,0.9,10.0,1.0,9.0,1.0,0.09871518373610513,,,
3962,2018,3,2018-10-01,,,,,,,,0.07388112209901317,-0.012855009552483974,6.0,2.0
3962,2018,4,2019-01-01,0.1547619047619047,0.5714285714285714,0.4166666666666667,4.0,3.0,15.0,21.0,0.03686805225822502,-0.01090282796760783,5.0,3.0
3962,2019,1,2019-04-01,,,,,,,,0.10243377655999622,0.1235890568588458,5.0,3.0
3962,2019,2,2019-07-01,0.0,0.5,0.5,15.0,15.0,1.0,1.0,0.10278044503333839,0.12235695859686481,4.0,4.0
3962,2019,3,2019-10-01,,,,,,,,0.1318471208286803,0.1178322400330523,4.0,4.0
3962,2019,4,2020-01-01,-0.6818181818181819,0.3181818181818182,1.0,7.0,15.0,5.0,0.0,0.05440036897599108,0.09748151089366187,4.0,4.0
3962,2020,1,2020-04-01,,,,,,,,0.16563135102723942,0.05719786765514125,3.0,5.0
3962,2020,2,2020-07-01,0.16000000000000003,0.56,0.4,14.0,11.0,4.0,6.0,0.06279269982379176,0.0423867342495205,4.0,4.0
3962,2020,3,2020-10-01,,,,,,,,0.11033943011158123,0.045736397701210164,5.0,3.0
3962,2020,4,2021-01-01,-0.5863377609108159,0.3548387096774194,0.9411764705882353,11.0,20.0,16.0,1.0,0.08553806076580506,0.06467081860496324,6.0,2.0
3962,2021,1,2021-04-01,,,,,,,,0.09946613101787631,0.046334260597490684,5.0,3.0
3962,2021,2,2021-07-01,0.14818266542404468,0.8378378378378378,0.6896551724137931,31.0,6.0,40.0,18.0,0.098822266686605,0.061503313981327266,6.0,2.0
3962,2021,3,2021-10-01,,,,,,,,0.17326032815468173,0.06879340606344796,5.0,3.0
3962,2021,4,2022-01-01,-0.28817733990147776,0.5689655172413793,0.8571428571428571,33.0,25.0,36.0,6.0,0.03801253501325011,0.06831368597013907,5.0,3.0
3962,2022,1,2022-04-01,,,,,,,,0.06251897588073993,-0.0129844455102716,5.0,3.0
3962,2022,2,2022-07-01,-0.23941276115189158,0.6956521739130435,0.935064935064935,16.0,7.0,72.0,5.0,0.0881332113688417,-0.011476888673838406,5.0,3.0
3962,2022,3,2022-10-01,,,,,,,,0.1155353920809836,-0.04532146480888887,4.0,4.0
3962,2022,4,2023-01-01,-0.08381171067738236,0.6923076923076923,0.7761194029850746,18.0,8.0,52.0,15.0,0.10124887564818351,-0.0350957044915284,3.0,5.0
3962,2023,1,2023-04-01,,,,,,,,0.08568114944222534,-0.029115830254100257,3.0,5.0
3962,2023,2,2023-07-01,0.030169704588309254,0.813953488372093,0.7837837837837838,35.0,8.0,29.0,8.0,0.1212811421570053,0.00384584188931901,3.0,5.0
3962,2023,3,2023-10-01,,,,,,,,0.1305609586832769,0.008353784350463314,3.0,5.0
3962,2023,4,2024-01-01,0.0034965034965034336,0.7727272727272727,0.7692307692307693,17.0,5.0,60.0,18.0,0.16294443172732564,-0.003488660101161445,2.0,6.0
3962,2024,1,2024-04-01,,,,,,,,0.1709229654916194,0.006327541639576842,3.0,5.0
3962,2024,2,2024-07-01,-0.15913200723327303,0.7142857142857143,0.8734177215189873,15.0,6.0,69.0,10.0,0.10818356914347822,-0.048272041772065,2.0,6.0
3962,2024,3,2024-10-01,,,,,,,,0.16389533371132656,0.02016955638395461,3.0,5.0
3962,2024,4,2025-01-01,-0.21616541353383456,0.6785714285714286,0.8947368421052632,38.0,18.0,17.0,2.0,0.10777335787484953,0.023290582879953343,3.0,5.0
3962,2025,1,2025-04-01,,,,,,,,0.1643366988162057,0.019695968096791305,3.0,5.0
3962,2025,2,2025-07-01,0.09605911330049255,0.7857142857142857,0.6896551724137931,33.0,9.0,20.0,9.0,0.09232315760995632,0.018582827445520075,3.0,5.0
3962,2025,3,2025-10-01,,,,,,,,0.052027744734074566,0.19643492037334198,4.0,4.0
3962,2025,4,2026-01-01,-0.17692307692307696,0.7846153846153846,0.9615384615384616,51.0,14.0,25.0,1.0,0.12523215824112538,0.17302197583608078,5.0,3.0
3962,2026,1,2026-04-01,,,,,,,,0.09783893980738807,0.1680398205983914,5.0,3.0
3962,2026,2,2026-07-01,-0.07017543859649122,0.9298245614035088,1.0,53.0,4.0,34.0,0.0,0.07219582876416475,0.2965030224934126,6.0,2.0
4148,2020,1,2020-04-01,,,,,,,,0.062071168884155425,,,
4148,2020,2,2020-07-01,-0.3939393939393939,0.6060606060606061,1.0,20.0,13.0,10.0,0.0,0.07942971389310795,,,
4148,2020,3,2020-10-01,,,,,,,,0.16223460162337167,,,
4148,2020,4,2021-01-01,-0.18091168091168086,0.7037037037037037,0.8846153846153846,19.0,8.0,23.0,3.0,0.12541448042033712,,,
4148,2021,1,2021-04-01,,,,,,,,0.05232030754727433,0.06706356924897108,3.0,2.0
4148,2021,2,2021-07-01,-0.36077938403519805,0.5581395348837209,0.918918918918919,24.0,19.0,34.0,3.0,0.10968356896462247,0.05891731693701697,4.0,2.0
4148,2021,3,2021-10-01,,,,,,,,0.05122642538171383,0.060087394840294114,4.0,3.0
4148,2021,4,2022-01-01,0.032126466088730266,0.918918918918919,0.8867924528301887,34.0,3.0,47.0,6.0,0.06436316216521594,0.07059581924802999,5.0,3.0
4148,2022,1,2022-04-01,,,,,,,,0.06834328015933404,0.05349188083327248,5.0,3.0
4148,2022,2,2022-07-01,-0.14146341463414636,0.7,0.8414634146341463,14.0,6.0,69.0,13.0,0.07047172403449962,0.040740627923940655,5.0,3.0
4148,2022,3,2022-10-01,,,,,,,,0.09055696593753626,0.04560908884050663,4.0,4.0
4148,2022,4,2023-01-01,-0.0641025641025641,0.6666666666666666,0.7307692307692307,8.0,4.0,38.0,14.0,0.08265040092244699,0.04256601617159798,3.0,5.0
4148,2023,1,2023-04-01,,,,,,,,0.12842505379980418,0.03786586952738975,4.0,4.0
4148,2023,2,2023-07-01,0.08619749045280956,0.8297872340425532,0.7435897435897436,39.0,8.0,29.0,10.0,0.049830828589597254,-0.026991783372189104,3.0,5.0
4148,2023,3,2023-10-01,,,,,,,,0.09563153275278484,-0.023825297581299122,3.0,5.0
4148,2023,4,2024-01-01,-0.11617647058823533,0.625,0.7411764705882353,20.0,12.0,63.0,22.0,0.1260272313944848,-0.01856127551417834,3.0,5.0
4148,2024,1,2024-04-01,,,,,,,,0.1837151091322693,-0.01836369116436338,4.0,4.0
4148,2024,2,2024-07-01,-0.2620514679231605,0.5806451612903226,0.8426966292134831,18.0,13.0,75.0,14.0,0.09068799981304271,-0.03904317394230598,3.0,5.0
4148,2024,3,2024-10-01,,,,,,,,0.10409904960186003,-0.016987347498971565,4.0,4.0
